"GeneName","Ensembl","ENTREZID","exp.1","exp.2","avg_log2FC","p_val","p_val_adj","pct.1","pct.2","Description"
"SLCO2A1","ENSG00000174640",6578,5.1139028572636,0,12.7189169231997,0,0,1,0,"solute carrier organic anion transporter family member 2A1"
"TMEM26","ENSG00000196932",219623,0.0402071339308916,0,5.77250517772704,0.000250859245031842,1,0.01,0,"transmembrane protein 26"
"ZNF630","ENSG00000221994",57232,0.0216474521639982,0,4.91656315100692,0.000102563908689051,1,0.011,0,"zinc finger protein 630"
"TRPM6","ENSG00000119121",140803,0.0134148614485095,0,4.27435532805645,0.000250859245031842,1,0.01,0,"transient receptor potential cation channel subfamily M member 6"
"QRFPR","ENSG00000186867",84109,0.00815863935469349,0,3.63500622638781,4.21126762091916e-05,1,0.013,0,"pyroglutamylated RFamide peptide receptor"
"EFHB","ENSG00000163576",151651,0.0535886261228683,0.00397287123063677,3.5352518514713,0.000182343544496757,1,0.015,0.002,"EF-hand domain family member B"
"P2RY6","ENSG00000171631",5031,0.091385002645,0.00838661476723739,3.34072008188964,1.12681527137183e-05,0.276655685427212,0.032,0.007,"pyrimidinergic receptor P2Y6"
"RP11-166O4.6",NA,NA,0.0555665564825581,0.00520135138441332,3.25335103209948,0.000834146387717281,1,0.016,0.003,NA
"C4BPB","ENSG00000123843",725,0.0238562767090356,0.0022884222233763,3.04351789499912,0.00536692197048749,1,0.01,0.002,"complement component 4 binding protein beta"
"AQP9","ENSG00000103569",366,0.0540452225288283,0.00680291517395373,2.87083828384946,0.00981550774512065,1,0.015,0.005,"aquaporin 9"
"USP49","ENSG00000164663",25862,0.0685167757924562,0.00890612913401523,2.85208057487491,0.00120076786591406,1,0.019,0.005,"ubiquitin specific peptidase 49"
"LINC01353","ENSG00000231507",100506775,0.0228500539040331,0.00284784202121573,2.74138095595826,0.00389353070774709,1,0.014,0.003,"long intergenic non-protein coding RNA 1353"
"PDZRN4","ENSG00000165966",29951,0.0220461622128184,0.00273809217403971,2.73705672259392,0.00141394928727897,1,0.01,0.001,"PDZ domain containing ring finger 4"
"ZNF737","ENSG00000237440",100129842,0.0240731274666599,0.0031044774757935,2.71357877304968,0.00705293906604101,1,0.011,0.002,"zinc finger protein 737"
"CXCL11","ENSG00000169248",6373,0.646063659167752,0.0981261783504703,2.71068159376575,0.0384584354641338,1,0.029,0.016,"C-X-C motif chemokine ligand 11"
"CDH6","ENSG00000113361",1004,0.0097272974010731,0.000921230380556585,2.71031634350717,0.000583357226889889,1,0.011,0.001,"cadherin 6"
"RP11-299J3.8",NA,NA,0.0226157061903183,0.00304050730056266,2.6522121595923,0.0153115043036701,1,0.01,0.002,NA
"ABHD16A","ENSG00000204427",7920,0.0540461148416526,0.00817700448249904,2.62997525597868,0.0367467610712994,1,0.013,0.005,"abhydrolase domain containing 16A, phospholipase"
"KLK1","ENSG00000167748",3816,0.0475820719554633,0.0072035071828546,2.61709885955733,0.00710113828889614,1,0.011,0.002,"kallikrein 1"
"RP1-67K17.4",NA,NA,0.0178161010092022,0.00236436008940631,2.61128397975901,0.00531572001731956,1,0.01,0.002,NA
"COL13A1","ENSG00000197467",1305,0.0190124329059115,0.00265800047086629,2.56936131176163,0.00143201596238741,1,0.014,0.002,"collagen type XIII alpha 1 chain"
"LDHD","ENSG00000166816",197257,0.0525976370780577,0.00853543711306053,2.53495310592129,0.0103171748063796,1,0.016,0.005,"lactate dehydrogenase D"
"FANCE","ENSG00000112039",2178,0.0260164403327644,0.00421878592450051,2.45455167275227,0.00028054160638915,1,0.022,0.005,"FA complementation group E"
"GSTM2","ENSG00000213366",2946,0.0311116889157472,0.00527634279975341,2.42362163462411,0.0154117888718945,1,0.01,0.002,"glutathione S-transferase mu 2"
"E2F5","ENSG00000133740",1875,0.0207217013277244,0.00342261588628569,2.39475273577933,0.000185033447816116,1,0.015,0.002,"E2F transcription factor 5"
"XXbac-BPG157A10.21",NA,NA,0.0268160515835212,0.00463671694642136,2.37990851999764,0.0721785055672404,1,0.01,0.004,NA
"BOC","ENSG00000144857",91653,0.0215500560238599,0.00372010353144736,2.34894621592063,4.54255697048469e-06,0.11152885873934,0.023,0.002,"BOC cell adhesion associated, oncogene regulated"
"TTC26","ENSG00000105948",79989,0.0377330439946504,0.00700277382845893,2.32908430379715,4.55905706266613e-06,0.111933969002579,0.027,0.004,"tetratricopeptide repeat domain 26"
"RP11-661A12.5",NA,NA,0.0257894767723677,0.0047215007599661,2.30368944029168,0.0188054196774695,1,0.013,0.004,NA
"FAM171A2","ENSG00000161682",284069,0.0263141909959193,0.00495667412271821,2.27078085651284,0.00220751127337259,1,0.016,0.004,"family with sequence similarity 171 member A2"
"TMEM139","ENSG00000178826",135932,0.0219826312452014,0.00420539777268065,2.22762353705939,0.00231127280984321,1,0.011,0.002,"transmembrane protein 139"
"DIO3OS","ENSG00000258498",64150,0.0667391648085638,0.0145162815056035,2.154501567953,0.000328793868411623,1,0.023,0.005,"DIO3 opposite strand upstream RNA"
"OSGIN1","ENSG00000140961",29948,0.0305743321033143,0.00639461620699642,2.15423081337863,0.019585761181755,1,0.014,0.005,"oxidative stress induced growth inhibitor 1"
"AHRR","ENSG00000063438",57491,0.035386278466864,0.00749974038989335,2.15001337241191,0.000390699377382344,1,0.018,0.003,"aryl hydrocarbon receptor repressor"
"DYNLRB2","ENSG00000168589",83657,0.0415270056106438,0.00889975501414821,2.14755500245207,0.00136275837607132,1,0.02,0.005,"dynein light chain roadblock-type 2"
"LINC00240","ENSG00000224843",100133205,0.0270135292211281,0.00562495899998721,2.14736968643798,0.00232498317113126,1,0.011,0.002,"long intergenic non-protein coding RNA 240"
"PARS2","ENSG00000162396",25973,0.0198128380027019,0.00400133080673575,2.14684251547207,0.0370679780865563,1,0.011,0.004,"prolyl-tRNA synthetase 2, mitochondrial"
"PPP2R3B","ENSG00000167393",28227,0.0471217910350279,0.0102556612538473,2.13529647744341,4.94947355040954e-05,1,0.029,0.007,"protein phosphatase 2 regulatory subunit B''beta"
"GALNT12","ENSG00000119514",79695,0.0215527924963064,0.00444849117120457,2.13172837663249,0.00708906083871918,1,0.011,0.002,"polypeptide N-acetylgalactosaminyltransferase 12"
"RP11-384O8.1",NA,NA,0.0124217841427947,0.00240865187754414,2.11167872435718,0.00058469805546063,1,0.011,0.001,NA
"ADCYAP1","ENSG00000141433",116,0.0261567544191301,0.00558981724902945,2.11095122364592,7.92917746145511e-05,1,0.02,0.003,"adenylate cyclase activating polypeptide 1"
"NDUFA4L2","ENSG00000185633",56901,0.0892322990159154,0.0202276764126636,2.10845859744891,0.00275767541961053,1,0.019,0.005,"NDUFA4 mitochondrial complex associated like 2"
"ARHGEF5","ENSG00000050327",7984,0.0513351672502105,0.011503551743674,2.10090704530207,0.000686848499923824,1,0.022,0.005,"Rho guanine nucleotide exchange factor 5"
"SBK1","ENSG00000188322",388228,0.0145793969474888,0.0029812178982082,2.08310545277107,0.00537721564520317,1,0.01,0.002,"SH3 domain binding kinase 1"
"RP3-508I15.14",NA,NA,0.0330121163689006,0.00736008162063788,2.07800824914522,0.125291483757574,1,0.01,0.005,NA
"PDE6A","ENSG00000132915",5145,0.116340794369442,0.0277549377516891,2.04426361996287,0.00092545437857249,1,0.032,0.011,"phosphodiesterase 6A"
"ZNF564","ENSG00000249709",163050,0.0436286311620709,0.010154593426136,2.04049889145057,0.00936743131970783,1,0.014,0.004,"zinc finger protein 564"
"CCDC148","ENSG00000153237",130940,0.0404812576400592,0.00942274017917923,2.03578551015715,0.000102122925623648,1,0.028,0.007,"coiled-coil domain containing 148"
"RAP2C-AS1","ENSG00000232160",101928578,0.04248200336862,0.00991755504284156,2.03485513711729,0.0667213834788884,1,0.013,0.005,"RAP2C antisense RNA 1"
"FAM83D","ENSG00000101447",81610,0.0139491028773024,0.00299887019446071,2.01775771219473,0.000433516647999119,1,0.014,0.002,"family with sequence similarity 83 member D"
"NOTCH3","ENSG00000074181",4854,0.0194331198654426,0.00437846625663832,2.01061710286292,0.0176333985687962,1,0.011,0.003,"notch receptor 3"
"LRRC8D","ENSG00000171492",55144,0.0582844566549493,0.0142070617100343,1.99247899270027,0.000556005404501244,1,0.033,0.011,"leucine rich repeat containing 8 VRAC subunit D"
"CCL15","ENSG00000275718",6359,0.101880823328197,0.0255110473580313,1.97324372851652,0.00584804508275821,1,0.019,0.006,"C-C motif chemokine ligand 15"
"SERPINA5","ENSG00000188488",5104,0.0811472148366097,0.0202778208458244,1.97000281226596,8.26457711045171e-05,1,0.037,0.011,"serpin family A member 5"
"KIF25","ENSG00000125337",3834,0.0257268843340047,0.00614500949503482,1.96720645983898,0.0358280921338695,1,0.01,0.003,"kinesin family member 25"
"TIGD2","ENSG00000180346",166815,0.0494208526716176,0.0123410583549627,1.95210921391287,0.00273874646798309,1,0.019,0.005,"tigger transposable element derived 2"
"RP4-798A10.2",NA,NA,0.0398651105685672,0.0101353624790112,1.91673468001612,0.037259298947705,1,0.011,0.004,NA
"PRDM10","ENSG00000170325",56980,0.0199678838518365,0.00494836063153205,1.89563903459135,0.00708906083871918,1,0.011,0.002,"PR/SET domain 10"
"D21S2088E",NA,NA,0.014764736553315,0.00355869918654416,1.89272627891971,5.45951515851938e-05,1,0.019,0.002,NA
"ENHO","ENSG00000168913",375704,0.192082404135265,0.0520636207763473,1.87199321963764,1.1038137108896e-06,0.0271008342297616,0.041,0.009,"energy homeostasis associated"
"RP11-525K10.3",NA,NA,0.0173699106826527,0.00434350510922391,1.86899583005478,0.00539785649323993,1,0.01,0.002,NA
"KCNMB1","ENSG00000145936",3779,0.0774981573209362,0.0208706862547228,1.86457098234817,0.00314084110432902,1,0.025,0.009,"potassium calcium-activated channel subfamily M regulatory beta subunit 1"
"RP11-98D18.9",NA,NA,0.0194318140242924,0.00495464467880564,1.85716400555373,0.0361799241671309,1,0.01,0.003,NA
"TNIP3","ENSG00000050730",79931,0.0372243119893998,0.00995176043563341,1.84552494025924,0.0373719255427871,1,0.013,0.005,"TNFAIP3 interacting protein 3"
"HAPLN1","ENSG00000145681",1404,0.119631028123299,0.0337263340406855,1.80975245481784,5.85988949749474e-05,1,0.03,0.008,"hyaluronan and proteoglycan link protein 1"
"BPIFB1","ENSG00000125999",92747,0.0351309504482205,0.00969428296846667,1.79995594426783,0.0198118126006296,1,0.014,0.005,"BPI fold containing family B member 1"
"CPED1","ENSG00000106034",79974,0.056497129303626,0.0159799783968938,1.78699673696705,0.0166005054025495,1,0.023,0.01,"cadherin like and PC-esterase domain containing 1"
"RP11-126K1.2",NA,NA,0.0367429702124272,0.0102582893586373,1.7866607590104,0.0175042151209038,1,0.022,0.009,NA
"TFAP4","ENSG00000090447",7023,0.033411541928697,0.00931759735711737,1.78309177941075,0.000690898702782714,1,0.022,0.005,"transcription factor AP-4"
"RP11-407N17.5",NA,NA,0.0213864342899732,0.00583486307976184,1.78062124219471,0.00946182799107608,1,0.014,0.004,NA
"RP11-819C21.1",NA,NA,0.0676215708213658,0.0193787496624373,1.77439079466695,0.000116914533507966,1,0.029,0.008,NA
"ARHGEF35","ENSG00000213214",445328,0.0254412323011761,0.00712982198186636,1.75947600785149,0.110084447579206,1,0.013,0.006,"Rho guanine nucleotide exchange factor 35"
"CAPS2","ENSG00000180881",84698,0.0469680604670984,0.0137193376006433,1.73622635663736,0.000779759896248726,1,0.023,0.006,"calcyphosine 2"
"RP11-502I4.3",NA,NA,0.0232331313097399,0.0066079151660947,1.73373588659293,0.0371635336997604,1,0.011,0.004,NA
"IGF2BP3","ENSG00000136231",10643,0.0657584771185782,0.019412945274575,1.73238820485481,0.00313848558745322,1,0.023,0.008,"insulin like growth factor 2 mRNA binding protein 3"
"RP1-40E16.12",NA,NA,0.0827409954944683,0.0245401032531388,1.73146339288365,0.000272997730129539,1,0.032,0.01,NA
"CHADL","ENSG00000100399",150356,0.0287262970105032,0.00828423492476337,1.72979363399185,0.00105600269983429,1,0.018,0.004,"chondroadherin like"
"GSTCD","ENSG00000138780",79807,0.0794889069877884,0.0237249588194678,1.72175475917381,0.0001417539919173,1,0.033,0.01,"glutathione S-transferase C-terminal domain containing"
"ZIC1","ENSG00000152977",7545,0.0121639080485255,0.00333489876331185,1.71415218746519,0.000183108313045756,1,0.015,0.002,"Zic family member 1"
"ZNF850","ENSG00000267041",342892,0.0437600776475127,0.0130624790290575,1.70392319529347,0.000159477128648397,1,0.024,0.005,"zinc finger protein 850"
"HMBS","ENSG00000256269",3145,0.0935512541028517,0.0283509107001161,1.70367452612988,0.00138494564111058,1,0.038,0.016,"hydroxymethylbilane synthase"
"C19orf73","ENSG00000221916",55150,0.0588094015221537,0.0177116304000971,1.70159700432602,0.00571845747291084,1,0.022,0.008,"chromosome 19 open reading frame 73"
"RP11-196G18.24",NA,NA,0.0157562276735743,0.00449833687590867,1.69521208704333,0.0154873812474034,1,0.01,0.002,NA
"ATP6AP1L","ENSG00000205464",NA,0.0289552318289096,0.00860407607489362,1.69061842853751,0.125810568219255,1,0.01,0.005,NA
"CLDN3","ENSG00000165215",1365,0.0474684593309124,0.0143491429398217,1.68968437498077,0.000232196006202845,1,0.028,0.008,"claudin 3"
"MPEG1","ENSG00000197629",219972,0.0298778781246959,0.00902439274426803,1.67064845113577,0.0358232599004657,1,0.015,0.006,"macrophage expressed 1"
"CXCL9","ENSG00000138755",4283,0.26860648652321,0.0844356443792883,1.6634555361497,0.168499791920246,1,0.018,0.011,"C-X-C motif chemokine ligand 9"
"AC138969.4",NA,NA,0.0161550839038961,0.00475039425491744,1.66105888043515,0.0361294828327324,1,0.01,0.003,NA
"CTD-2506P8.6",NA,NA,0.0274192189052947,0.00833852069867893,1.6568775243466,0.0190635964098184,1,0.013,0.004,NA
"PLXNB1","ENSG00000164050",5364,0.0908107717822765,0.0285581676509763,1.65112739933131,2.16976580030426e-07,0.00532720899290702,0.049,0.012,"plexin B1"
"GRTP1-AS1","ENSG00000225083",NA,0.0243788955243344,0.00742399978810202,1.64809868127116,0.0373552741841665,1,0.011,0.004,NA
"CXCL10","ENSG00000169245",3627,1.14269951911284,0.364663452183179,1.64640926840411,0.00382871908925565,1,0.047,0.024,"C-X-C motif chemokine ligand 10"
"RP5-906C1.1",NA,NA,0.0611897756386968,0.0191967643144163,1.64608227830085,0.00161407111093213,1,0.023,0.007,NA
"HOXB-AS3","ENSG00000233101",404266,0.0816235173235835,0.0257309126103765,1.64578637505852,0.00166846900901521,1,0.024,0.008,"HOXB cluster antisense RNA 3"
"RP11-557H15.4",NA,NA,0.0262072756997088,0.0080598595206273,1.63948480950965,0.00187029194932806,1,0.015,0.003,NA
"TBX2-AS1","ENSG00000267280",103689912,0.0879734809497135,0.0279980293593864,1.63380432198872,0.000130958309586029,1,0.03,0.008,"TBX2 antisense RNA 1"
"TRPV4","ENSG00000111199",59341,0.0183155380028645,0.0055518830235297,1.63374822709733,0.000127443306951744,1,0.018,0.002,"transient receptor potential cation channel subfamily V member 4"
"ADH1B","ENSG00000196616",125,0.0386205425686275,0.0121049213236723,1.63265400708025,0.201490971324144,1,0.01,0.005,"alcohol dehydrogenase 1B (class I), beta polypeptide"
"C10orf107",NA,NA,0.0876034067094984,0.0280694091911568,1.62423254123485,0.000137741224895519,1,0.032,0.009,NA
"LINC00694",NA,NA,0.0186920788612933,0.00572672625027606,1.6217970730117,0.0695837496278993,1,0.011,0.005,NA
"C2orf88","ENSG00000187699",84281,0.106452128433115,0.0342966844726574,1.61957117666699,8.35083378838573e-05,1,0.035,0.011,"chromosome 2 open reading frame 88"
"PCDH11X","ENSG00000102290",27328,0.0586216488741848,0.0187916748465011,1.6150947346092,0.0695837496278993,1,0.011,0.005,"protocadherin 11 X-linked"
"CDKN2B","ENSG00000147883",1030,0.106636961587897,0.0345901690634454,1.61001654544689,4.54764593635375e-05,1,0.043,0.014,"cyclin dependent kinase inhibitor 2B"
"AJAP1","ENSG00000196581",55966,0.0402023899266457,0.0129831041802047,1.5934875921102,0.0720057797762346,1,0.01,0.004,"adherens junctions associated protein 1"
"ZNF454","ENSG00000178187",285676,0.026353151023867,0.00839792145528723,1.59285223898884,0.0094889538494713,1,0.014,0.004,"zinc finger protein 454"
"STEAP3","ENSG00000115107",55240,0.0303054611646838,0.00971820633379313,1.59146998032145,0.0949593932018161,1,0.015,0.008,"STEAP3 metalloreductase"
"KDM8","ENSG00000155666",79831,0.0167997676526389,0.00525180157692388,1.58780914505838,0.0155379572621861,1,0.01,0.002,"lysine demethylase 8"
"PHLPP2","ENSG00000040199",23035,0.0604321520523286,0.0198539066896642,1.58173191478561,0.0158760879256686,1,0.024,0.011,"PH domain and leucine rich repeat protein phosphatase 2"
"HDAC9","ENSG00000048052",9734,0.299428603882975,0.10007273767326,1.57635994396807,9.70532306658182e-15,2.38285091930717e-10,0.123,0.035,"histone deacetylase 9"
"ELOVL7","ENSG00000164181",79993,0.052129095790189,0.0172227577222359,1.57023378391881,6.16064391342259e-06,0.151256129362351,0.033,0.007,"ELOVL fatty acid elongase 7"
"SYNPO2","ENSG00000172403",171024,0.0369763582092613,0.0121275264432281,1.5693926379341,0.0197613830280482,1,0.014,0.005,"synaptopodin 2"
"SPESP1","ENSG00000258484",246777,0.0730199243000005,0.0243528559797243,1.56476370984811,0.0005592827895666,1,0.032,0.011,"sperm equatorial segment protein 1"
"OSCAR","ENSG00000170909",126014,0.0600659019114739,0.0200039090909489,1.56268175005503,0.00541248108367144,1,0.025,0.01,"osteoclast associated Ig-like receptor"
"TMEM38A","ENSG00000072954",79041,0.112445166591158,0.0377782426490729,1.56107706918872,0.0001554471615022,1,0.042,0.015,"transmembrane protein 38A"
"PDZRN3","ENSG00000121440",23024,0.0114354264252191,0.00356575351663078,1.55455442855581,0.00537721564520317,1,0.01,0.002,"PDZ domain containing ring finger 3"
"FLRT3","ENSG00000125848",23767,0.025412706927078,0.00833997481107113,1.55203355453888,0.0153866636802038,1,0.01,0.002,"fibronectin leucine rich transmembrane protein 3"
"MYH11","ENSG00000133392",4629,0.146989248654089,0.0500360707289938,1.54534446314367,0.000149154309211402,1,0.044,0.017,"myosin heavy chain 11"
"CTB-25B13.5",NA,NA,0.0371897058821731,0.0124847054496098,1.53797430372538,0.0109232669431075,1,0.018,0.006,NA
"ZNF674","ENSG00000251192",641339,0.0287421413865048,0.00958154549875222,1.53714860108689,0.0106898066262141,1,0.016,0.005,"zinc finger protein 674"
"SLC36A1","ENSG00000123643",206358,0.0301599924296274,0.0100787120172961,1.53600016539622,0.0195109129894074,1,0.014,0.005,"solute carrier family 36 member 1"
"CXXC4","ENSG00000168772",80319,0.0264702541903177,0.00887052846112541,1.5263512838431,0.00125057381114616,1,0.019,0.005,"CXXC finger protein 4"
"CLEC4A","ENSG00000111729",50856,0.0370183246658537,0.0126046986484597,1.51851788277062,0.294978378139124,1,0.014,0.009,"C-type lectin domain family 4 member A"
"LRRC37A3","ENSG00000176809",374819,0.0545873531563181,0.0187545111738314,1.51722767082282,0.00318375773100198,1,0.025,0.009,"leucine rich repeat containing 37 member A3"
"DPY19L3","ENSG00000178904",147991,0.143797263096009,0.0502291807220565,1.5084694031841,4.70269148870594e-06,0.115460481430708,0.062,0.023,"dpy-19 like C-mannosyltransferase 3"
"VIP","ENSG00000146469",7432,0.0268179066613561,0.00919219520025266,1.49691505088679,0.0373552741841665,1,0.011,0.004,"vasoactive intestinal peptide"
"STRA6","ENSG00000137868",64220,0.0171221497361529,0.00578615985835976,1.49044849198561,0.0154621476124469,1,0.01,0.002,"signaling receptor and transporter of retinol STRA6"
"AC096772.6",NA,NA,0.0452883651115533,0.0158633635269162,1.48585897729725,0.0200770626851745,1,0.016,0.006,NA
"TNR","ENSG00000116147",7143,0.131241909718219,0.0466656806846645,1.48239240847237,3.72775498556853e-05,0.915238404056785,0.034,0.009,"tenascin R"
"CUL7","ENSG00000044090",9820,0.0412274640808696,0.0144619958918366,1.4812526863203,0.00556937656258855,1,0.025,0.01,"cullin 7"
"ADAM23","ENSG00000114948",8745,0.0675377459388266,0.0240553327871811,1.47135934181985,0.000933311228508775,1,0.034,0.013,"ADAM metallopeptidase domain 23"
"ATP6V1B1","ENSG00000116039",525,0.0237735685401755,0.00830181996046344,1.46662214139558,0.200417241459035,1,0.01,0.005,"ATPase H+ transporting V1 subunit B1"
"ASAH2B","ENSG00000204147",653308,0.0191798158798006,0.00664872675527962,1.46485703441412,0.00100260223749056,1,0.013,0.002,"N-acylsphingosine amidohydrolase 2B"
"RP11-131L23.1",NA,NA,0.0335173607485799,0.011875977869304,1.46106474696403,0.00597334928602018,1,0.02,0.007,NA
"PRR29-AS1","ENSG00000264954",400612,0.0170851506192774,0.00591011086108448,1.46047579377083,0.0361799241671309,1,0.01,0.003,"PRR29 antisense RNA 1"
"FOXF2","ENSG00000137273",2295,0.0233649186827392,0.00820889979090474,1.4577561496798,0.000861821314099023,1,0.016,0.003,"forkhead box F2"
"RP11-366L5.1",NA,NA,0.0227724600286551,0.00800228618578546,1.45626076877704,0.00514578994847079,1,0.016,0.005,NA
"HIST2H2BF","ENSG00000203814",440689,0.0220232701145654,0.00773869980169772,1.45465617644378,0.0360791014618569,1,0.01,0.003,"H2B clustered histone 18"
"FPR1","ENSG00000171051",2357,0.053171883737246,0.0191489451168664,1.45132439341092,0.107466317522055,1,0.019,0.011,"formyl peptide receptor 1"
"BLM","ENSG00000197299",641,0.0299700111096121,0.010716197284639,1.44479171783332,0.0376878876879599,1,0.013,0.005,"BLM RecQ like helicase"
"FAM149A","ENSG00000109794",25854,0.0294288826522262,0.0105192815284212,1.44455310237892,0.0154873812474034,1,0.01,0.002,"family with sequence similarity 149 member A"
"ZIC3","ENSG00000156925",7547,0.00802178864483561,0.00265451539252782,1.44441463324771,0.0715754460956452,1,0.01,0.004,"Zic family member 3"
"C7","ENSG00000112936",730,1.94323098163606,0.714194797193868,1.44347669036757,1.08312294502189e-16,2.65928345461775e-12,0.215,0.089,"complement C7"
"RP11-497H16.9",NA,NA,0.0403126755250036,0.0145350305845812,1.4429505644336,0.0375201500449481,1,0.014,0.005,NA
"FAP","ENSG00000078098",2191,0.042839170506943,0.0154762274976874,1.44189128189856,7.13117154165113e-05,1,0.033,0.009,"fibroblast activation protein alpha"
"SEPHS2","ENSG00000179918",22928,0.0315680657536237,0.0113339779774923,1.44111931641786,0.267399693470807,1,0.011,0.007,"selenophosphate synthetase 2"
"PLA2G1B","ENSG00000170890",5319,0.0357992571730007,0.012894277928723,1.44090473069518,0.126331326606894,1,0.01,0.005,"phospholipase A2 group IB"
"HDX","ENSG00000165259",139324,0.0827974519269703,0.030288460910797,1.43704066599454,0.0215801725942499,1,0.027,0.013,"highly divergent homeobox"
"RP11-548H3.1",NA,NA,0.0160568209042595,0.00567806783407625,1.4283787137954,0.00854523224550976,1,0.013,0.003,NA
"LL22NC03-86G7.1",NA,NA,0.0617307329844082,0.0226546742034463,1.42797527059674,0.140210801650726,1,0.015,0.008,NA
"AGAP4","ENSG00000188234",119016,0.0663965174833875,0.0243959161949086,1.42756265361438,0.00858993290375663,1,0.028,0.012,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4"
"CCDC121","ENSG00000176714",79635,0.0758169188269806,0.0279554922508335,1.42467266027964,0.0016608844716128,1,0.032,0.012,"coiled-coil domain containing 121"
"RAB15","ENSG00000139998",376267,0.065708417552836,0.0241935795915029,1.42446778236717,0.000534728074668785,1,0.033,0.011,"RAB15, member RAS oncogene family"
"BMP2","ENSG00000125845",650,0.221072571594487,0.0823507001927144,1.41968350187291,0.000584440390438026,1,0.062,0.031,"bone morphogenetic protein 2"
"AC069513.4",NA,NA,0.0349697907033685,0.0128328600709398,1.41475844287688,0.0377785789582593,1,0.013,0.005,NA
"RAB17","ENSG00000124839",64284,0.0385359646187741,0.0141917741508703,1.41269768618969,0.033571470586239,1,0.018,0.008,"RAB17, member RAS oncogene family"
"KCNN4","ENSG00000104783",3783,0.028387843347346,0.0103968839572275,1.41051921686206,0.406881966548927,1,0.01,0.007,"potassium calcium-activated channel subfamily N member 4"
"CORO2A","ENSG00000106789",7464,0.0388712590727932,0.0143675972456995,1.40793210415081,0.00170009408638335,1,0.024,0.008,"coronin 2A"
"FIBCD1","ENSG00000130720",84929,0.0149545576035126,0.00537204967862249,1.40380897271411,0.00397604181079309,1,0.014,0.003,"fibrinogen C domain containing 1"
"TTC21A","ENSG00000168026",199223,0.040762650155918,0.0152375529241626,1.39368582602165,0.0105459549717123,1,0.02,0.008,"tetratricopeptide repeat domain 21A"
"CCDC189","ENSG00000196118",90835,0.0252877512447554,0.00935020587159739,1.39336274637483,0.0379149639322266,1,0.013,0.005,"cilia and flagella associated protein 119"
"CMTM4","ENSG00000183723",146223,0.0429802169738986,0.0161379094786102,1.38886469895596,0.000848199993142044,1,0.024,0.007,"CKLF like MARVEL transmembrane domain containing 4"
"THRB","ENSG00000151090",7068,0.123783777128267,0.0469996448869407,1.38869344076654,0.0017846728401341,1,0.043,0.02,"thyroid hormone receptor beta"
"ICAM5","ENSG00000105376",7087,0.0335998457401247,0.0126544458979342,1.37822315840653,0.0198235144741737,1,0.018,0.007,"intercellular adhesion molecule 5"
"RP5-1009E24.8",NA,NA,0.0322504751594037,0.0121556451771831,1.37595453649794,0.0373552741841665,1,0.011,0.004,NA
"GHR","ENSG00000112964",2690,0.0513542828200415,0.019544042412998,1.37398171488511,0.010628056363489,1,0.022,0.008,"growth hormone receptor"
"SLC2A12","ENSG00000146411",154091,0.0650592739750789,0.024923914230423,1.36879628687084,0.0360960207741359,1,0.015,0.006,"solute carrier family 2 member 12"
"SLX1A","ENSG00000132207",548593,0.0304533391972651,0.0115358133973022,1.36741001501061,0.0109232669431075,1,0.018,0.006,"SLX1 homolog A, structure-specific endonuclease subunit"
"ZNF550","ENSG00000251369",162972,0.046458380470829,0.0177830786883313,1.36398799225535,0.00299657558406849,1,0.02,0.006,"zinc finger protein 550"
"SYTL2","ENSG00000137501",54843,0.0126551144927333,0.00467201454265722,1.3582019356541,0.00850566892514106,1,0.013,0.003,"synaptotagmin like 2"
"CHPF","ENSG00000123989",79586,0.0351910017103075,0.0134674827371399,1.35770121986053,0.0338748141230109,1,0.018,0.008,"chondroitin polymerizing factor"
"RP11-517P14.2",NA,NA,0.041460518375282,0.0159204818733104,1.35712923194232,0.00328965135368819,1,0.023,0.008,NA
"POLH","ENSG00000170734",5429,0.0664557856627225,0.0257032197588641,1.3557313046022,0.0270318650250586,1,0.023,0.011,"DNA polymerase eta"
"KCNK15","ENSG00000124249",60598,0.0294970043975125,0.0113232156816935,1.34841108467025,0.0192461589520875,1,0.013,0.004,"potassium two pore domain channel subfamily K member 15"
"RGS9","ENSG00000108370",8787,0.203509856824846,0.0796922510192953,1.34787385043914,4.80984898476402e-06,0.118091412273926,0.058,0.02,"regulator of G protein signaling 9"
"JHDM1D-AS1",NA,NA,0.0239450220844931,0.00915820725850701,1.34617041676748,0.0720057797762346,1,0.01,0.004,NA
"PODN","ENSG00000174348",127435,0.021106930883476,0.0080595729826583,1.34327409788946,0.0201961881842418,1,0.018,0.007,"podocan"
"AC046143.3",NA,NA,0.0419910021496154,0.0163075818835593,1.3418303569992,0.0677924526201042,1,0.013,0.005,NA
"RP11-69E11.4",NA,NA,0.0360473736432794,0.0139836631572305,1.33977770056387,0.0199637761136284,1,0.014,0.005,NA
"ANGPTL1","ENSG00000116194",9068,0.146899870895798,0.0579941760876646,1.33449506177241,0.000161253444191762,1,0.039,0.014,"angiopoietin like 1"
"XPNPEP3","ENSG00000196236",63929,0.138224076740286,0.0545663916200837,1.33417075207298,0.00128138656175307,1,0.049,0.024,"X-prolyl aminopeptidase 3"
"LINC01063","ENSG00000232065",NA,0.0186946957129564,0.00716084216943301,1.33377159792312,0.00708906083871918,1,0.011,0.002,NA
