"GeneName","Ensembl","ENTREZID","exp.1","exp.2","avg_log2FC","p_val","p_val_adj","pct.1","pct.2","Description"
"TMEM9","ENSG00000116857",252839,0.332726676274497,0.283503381044467,0.232600839320502,0.0149613625146414,1,0.15,0.111,"transmembrane protein 9"
"APPL1","ENSG00000157500",26060,0.731738708848456,0.623112465899392,0.232577084123294,5.17268199603604e-05,1,0.279,0.191,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1"
"MYO10","ENSG00000145555",4651,0.699722735489282,0.595871875319312,0.232556224094682,3.5666684701121e-07,0.00875688442781922,0.266,0.162,"myosin X"
"SOX18","ENSG00000203883",54345,1.27539126128559,1.08588690271559,0.232491343681178,4.38906945106145e-05,1,0.373,0.273,"SRY-box transcription factor 18"
"TOP3B","ENSG00000100038",8940,0.0820553264910567,0.0701694926228147,0.232350816660816,0.00402455349099122,1,0.047,0.024,"DNA topoisomerase III beta"
"DHDDS","ENSG00000117682",79947,0.0988536484691418,0.08447368077867,0.232271729596493,0.0917631828283445,1,0.056,0.039,"dehydrodolichyl diphosphate synthase subunit"
"RP9","ENSG00000164610",6100,0.231830387384913,0.197682308023125,0.232225102952822,0.00116119189485172,1,0.119,0.074,"RP9 pre-mRNA splicing factor"
"RAB7A","ENSG00000075785",7879,1.967398485604,1.67528810542858,0.23215584300211,1.60448022832055e-05,0.393931985657261,0.556,0.431,"RAB7A, member RAS oncogene family"
"IGFBP2","ENSG00000115457",3485,1.25714166047531,1.0706539894201,0.232086672175673,0.00257968585672153,1,0.34,0.269,"insulin like growth factor binding protein 2"
"MRPS35","ENSG00000061794",60488,0.361152676329821,0.307858503874178,0.231844378248775,0.00591233446685877,1,0.163,0.116,"mitochondrial ribosomal protein S35"
"DPH7","ENSG00000148399",92715,0.27881083247698,0.237743354861769,0.231828152632459,0.0066550160652003,1,0.113,0.076,"diphthamide biosynthesis 7"
"PUS7L","ENSG00000129317",83448,0.317971337440697,0.271103399049318,0.231760675679464,0.0449428923400851,1,0.118,0.09,"pseudouridine synthase 7 like"
"CARS","ENSG00000110619",833,0.212045172156416,0.180911030240453,0.231650921382892,0.0423769829825433,1,0.1,0.074,"cysteinyl-tRNA synthetase 1"
"LIPT1","ENSG00000144182",51601,0.155387779945961,0.132666255525468,0.231563919861869,0.00450984476384511,1,0.074,0.043,"lipoyltransferase 1"
"ABHD13","ENSG00000139826",84945,0.222677429941344,0.189988399394269,0.231482224335155,0.00197496259520345,1,0.112,0.07,"abhydrolase domain containing 13"
"JRKL","ENSG00000183340",8690,0.0438658374575208,0.0376874573406377,0.231350775139287,0.248026604284357,1,0.02,0.014,"JRK like"
"MOB3A","ENSG00000172081",126308,0.192460432453852,0.164279656945998,0.231229854602771,0.000365296435000326,1,0.109,0.063,"MOB kinase activator 3A"
"CLPX","ENSG00000166855",10845,0.214710715070456,0.183236891186393,0.231213917336234,0.00752635464529767,1,0.098,0.064,"caseinolytic mitochondrial matrix peptidase chaperone subunit X"
"RBAK-RBAKDN",NA,NA,0.0709345365257493,0.0607525903640115,0.231186239049489,0.0633576466202014,1,0.041,0.026,NA
"EXD3","ENSG00000187609",54932,0.207478426352304,0.177081394255981,0.231166716507226,0.0114768314996997,1,0.093,0.061,"exonuclease 3'-5' domain containing 3"
"ELK1","ENSG00000126767",2002,0.125189453514756,0.106979877247409,0.231110279428822,0.00482679318114832,1,0.071,0.042,"ETS transcription factor ELK1"
"PLCG1","ENSG00000124181",5335,0.261674821260129,0.223282103093812,0.230984298301997,0.0152875369887443,1,0.115,0.081,"phospholipase C gamma 1"
"TARBP2","ENSG00000139546",6895,0.148647191176165,0.12700605750907,0.230650842649453,0.00019923683157266,1,0.09,0.048,"TARBP2 subunit of RISC loading complex"
"ANKRD40","ENSG00000154945",91369,0.361667045514745,0.308562258807858,0.230604386648593,0.0030674898984702,1,0.155,0.107,"ankyrin repeat domain 40"
"TMEM87A","ENSG00000103978",25963,0.675115972577287,0.575742748714915,0.230516955789662,0.0047365968289057,1,0.248,0.191,"transmembrane protein 87A"
"GOT2","ENSG00000125166",2806,0.274690552749409,0.234460814840013,0.230440691660543,0.00138460402762821,1,0.141,0.093,"glutamic-oxaloacetic transaminase 2"
"WDR36","ENSG00000134987",134430,0.118088314956436,0.10098469945429,0.230332411797972,0.0376552211695367,1,0.071,0.049,"WD repeat domain 36"
"NCEH1","ENSG00000144959",57552,0.0848466438865517,0.0726526247381487,0.230245858330146,0.0358637545200679,1,0.046,0.028,"neutral cholesterol ester hydrolase 1"
"C15orf52",NA,NA,0.0850171493015239,0.0727995986935862,0.230214087719746,0.0589139866098643,1,0.038,0.024,NA
"NECAP1","ENSG00000089818",25977,0.225380773226287,0.192462846343143,0.230198537025429,0.00688860654458591,1,0.103,0.068,"NECAP endocytosis associated 1"
"TIPARP-AS1","ENSG00000243926",NA,0.0173024788858593,0.0150728689717127,0.230159964414649,0.547005606228953,1,0.013,0.01,NA
"TMEM107","ENSG00000179029",84314,0.359325453344228,0.306670176586258,0.230118110849067,0.00188343668989938,1,0.144,0.097,"transmembrane protein 107"
"EXOSC8","ENSG00000120699",11340,0.500951703869653,0.427424435711289,0.230088925436192,0.0168265309989359,1,0.189,0.146,"exosome component 8"
"ZNF623","ENSG00000183309",9831,0.0659526176173245,0.0565544848927044,0.230023795956401,0.246752518094947,1,0.033,0.024,"zinc finger protein 623"
"JAK1","ENSG00000162434",3716,1.77119514697833,1.51060322893467,0.229905953793656,0.000110619371982001,1,0.501,0.387,"Janus kinase 1"
"TYMP","ENSG00000025708",1890,1.35045600174378,1.1518594748229,0.229885291739786,0.000972404043221624,1,0.332,0.253,"thymidine phosphorylase"
"TAF2","ENSG00000064313",6873,0.147036587638552,0.125705174301408,0.229832041469495,0.177380195438343,1,0.06,0.046,"TATA-box binding protein associated factor 2"
"ART4","ENSG00000111339",420,0.232741834664907,0.198792784562596,0.22980443594207,0.191984494124706,1,0.087,0.071,"ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)"
"BTN3A2","ENSG00000186470",11118,1.38204648600106,1.17888425190353,0.229778292688152,2.98440455094417e-06,0.0732731005347812,0.425,0.303,"butyrophilin subfamily 3 member A2"
"CD99L2","ENSG00000102181",83692,0.265022366126596,0.226326385291606,0.229764016383714,0.155417165375579,1,0.105,0.086,"CD99 molecule like 2"
"FAM107A","ENSG00000168309",11170,1.91114463998564,1.63014092153224,0.229725401742409,5.11049348326149e-06,0.125472836001036,0.398,0.277,"family with sequence similarity 107 member A"
"PRELID3B","ENSG00000101166",51012,0.291130707373165,0.248612398065196,0.229639692781711,0.000647147382356042,1,0.151,0.097,"PRELI domain containing 3B"
"RP11-295G20.2",NA,NA,0.0898815791932616,0.0769785210624733,0.22962092277456,0.00431363691056025,1,0.063,0.036,NA
"HPCAL1","ENSG00000115756",3241,1.38897571546565,1.18492467435625,0.229618387082244,0.000138572861041631,1,0.432,0.335,"hippocalcin like 1"
"ABHD8","ENSG00000127220",79575,0.0561917197957953,0.0482478215522807,0.229562078759699,0.180223965712896,1,0.038,0.027,"abhydrolase domain containing 8"
"GULP1","ENSG00000144366",51454,0.289108374394478,0.246907869399256,0.229521940213251,0.00261106627153226,1,0.119,0.077,"GULP PTB domain containing engulfment adaptor 1"
"IL17RA","ENSG00000177663",23765,0.166278572920508,0.142151325342247,0.22944986144277,0.00559210020906599,1,0.09,0.057,"interleukin 17 receptor A"
"RP11-631N16.2",NA,NA,0.0582664931607885,0.0500348569698552,0.229065672081168,0.298577872774987,1,0.024,0.017,NA
"NAA15","ENSG00000164134",80155,0.3464970676036,0.295973753549857,0.228947801314715,0.000633990741284725,1,0.17,0.112,"N-alpha-acetyltransferase 15, NatA auxiliary subunit"
"NLE1","ENSG00000073536",54475,0.0620224336469051,0.0532499662036448,0.228782797081871,0.0425058518818876,1,0.039,0.024,"notchless homolog 1"
"LINC01089","ENSG00000212694",338799,0.121705698439521,0.104181062535499,0.22878128585592,0.177303271646064,1,0.044,0.033,"long intergenic non-protein coding RNA 1089"
"CAB39L","ENSG00000102547",81617,0.0409410728358207,0.0352602768859647,0.22877534120188,0.0946385824497588,1,0.022,0.012,"calcium binding protein 39 like"
"ARHGEF15","ENSG00000198844",22899,0.638972447263668,0.545625199049835,0.228697493745301,7.8311259781663e-06,0.192269805015939,0.25,0.161,"Rho guanine nucleotide exchange factor 15"
"SEMA6A","ENSG00000092421",57556,1.11259787649736,0.949853789723813,0.228645482115389,0.00254398952770215,1,0.318,0.249,"semaphorin 6A"
"TPT1-AS1","ENSG00000170919",NA,0.247277120621986,0.211395819923574,0.228388867906246,0.117016162456273,1,0.087,0.068,NA
"R3HDM4","ENSG00000198858",91300,0.196165002045219,0.167770990723003,0.228355980861358,0.0629808715849291,1,0.108,0.081,"R3H domain containing 4"
"SFXN2","ENSG00000156398",118980,0.0187906686107553,0.0163655460271279,0.228142043294414,0.223845608698755,1,0.014,0.008,"sideroflexin 2"
"RP11-468E2.4",NA,NA,0.273007692254898,0.233402491229284,0.228121609016173,0.0297003843996462,1,0.086,0.06,NA
"IL3RA","ENSG00000185291",3563,1.09321152127319,0.933651072985951,0.228116897793512,9.51135852191588e-07,0.0233522874430079,0.341,0.225,"interleukin 3 receptor subunit alpha"
"GNB1","ENSG00000078369",2782,1.37720033867317,1.17616269542549,0.228047532128193,0.000102251139673789,1,0.455,0.351,"G protein subunit beta 1"
"ZNF330","ENSG00000109445",27309,0.293227018340431,0.250723208462587,0.22778566119608,0.00226291710869874,1,0.144,0.097,"zinc finger protein 330"
"DNAJC17","ENSG00000104129",55192,0.217620473725501,0.186166790242855,0.227728698606443,0.000789937928262846,1,0.113,0.068,"DnaJ heat shock protein family (Hsp40) member C17"
"KLC1","ENSG00000126214",3831,0.671287060408152,0.57359726393894,0.227705948327629,2.65681489202883e-05,0.652301192290918,0.272,0.184,"kinesin light chain 1"
"PSMC3IP","ENSG00000131470",29893,0.044736436762576,0.038530800169749,0.227610294003854,0.148299055354623,1,0.024,0.015,"PSMC3 interacting protein"
"HIF1A","ENSG00000100644",3091,0.833020701923376,0.711795067033862,0.227546786927184,0.00218888551872557,1,0.289,0.221,"hypoxia inducible factor 1 subunit alpha"
"MRPL43","ENSG00000055950",84545,1.04007119214335,0.888863709161233,0.227174200510291,0.000273503644333921,1,0.38,0.29,"mitochondrial ribosomal protein L43"
"TRIM33","ENSG00000197323",51592,0.374973125108721,0.320679274086507,0.227114864704979,0.000450833899940048,1,0.175,0.116,"tripartite motif containing 33"
"POLR1C","ENSG00000171453",9533,0.147681678144865,0.126496922705208,0.227089767866349,0.00432008015630855,1,0.079,0.047,"RNA polymerase I and III subunit C"
"VPS37A","ENSG00000155975",137492,0.325491336428312,0.278428937088781,0.226990740213431,0.000286756253672406,1,0.152,0.097,"VPS37A subunit of ESCRT-I"
"NRL","ENSG00000129535",4901,0.0182332331526407,0.0159036679270199,0.226927339105508,0.299724059000445,1,0.01,0.006,"neural retina leucine zipper"
"ZC3H3","ENSG00000014164",23144,0.0754266262162798,0.064780171417248,0.226763331532996,0.234940588204174,1,0.037,0.027,"zinc finger CCCH-type containing 3"
"MFSD5","ENSG00000182544",84975,0.162313064612631,0.139034066384602,0.226710734250406,0.0425666811685353,1,0.079,0.055,"major facilitator superfamily domain containing 5"
"FASTKD3","ENSG00000124279",79072,0.0519102567958682,0.0446903747110134,0.226569216374781,0.468923081204985,1,0.025,0.02,"FAST kinase domains 3"
"SAP130","ENSG00000136715",79595,0.045382422778427,0.0391115479451707,0.226558944957817,0.258287646724234,1,0.029,0.021,"Sin3A associated protein 130"
"POLR3F","ENSG00000132664",10621,0.116527554102117,0.0999245645926286,0.226453809005325,0.0516170145242039,1,0.056,0.037,"RNA polymerase III subunit F"
"KRI1","ENSG00000129347",65095,0.129497708691713,0.111013616667134,0.226414706914455,0.0134720024337648,1,0.067,0.042,"KRI1 homolog"
"CTDP1","ENSG00000060069",9150,0.103090784320755,0.0884421593138465,0.226414200323673,0.166737460182909,1,0.048,0.036,"CTD phosphatase subunit 1"
"PLCG2","ENSG00000197943",5336,0.46128070077811,0.394613903319021,0.226390487266845,0.0166069311608891,1,0.147,0.108,"phospholipase C gamma 2"
"AES",NA,NA,2.30322494553601,1.96918056105213,0.226297826244052,5.20742287983807e-06,0.127852646545784,0.573,0.442,NA
"GNA12","ENSG00000146535",2768,0.144614971020856,0.123950987321782,0.22623199151219,0.00264822336869729,1,0.095,0.058,"G protein subunit alpha 12"
"GABPB1-AS1","ENSG00000244879",NA,0.361781361573375,0.30959898262741,0.226231462563335,0.000437254932601315,1,0.144,0.092,NA
"AMZ2","ENSG00000196704",51321,0.290059681860947,0.248288388152043,0.226221265453191,0.0397368555915066,1,0.134,0.102,"archaelysin family metallopeptidase 2"
"ZNF16","ENSG00000170631",7564,0.0468596593518633,0.040387594464075,0.22608568844448,0.00275528538012645,1,0.037,0.016,"zinc finger protein 16"
"RPS19BP1","ENSG00000187051",91582,1.71660567212505,1.46796207464012,0.226063297929367,7.14799231866302e-05,1,0.504,0.399,"ribosomal protein S19 binding protein 1"
"ABRACL","ENSG00000146386",58527,0.675288598444934,0.577686717752838,0.226028512735165,6.73494884775038e-06,0.165356464109967,0.267,0.174,"ABRA C-terminal like"
"YOD1","ENSG00000180667",55432,0.0250740504560016,0.0217653696778235,0.225867131198605,0.0738078739340654,1,0.02,0.011,"YOD1 deubiquitinase"
"HLA-B","ENSG00000234745",3106,68.9853543683983,58.9886481397598,0.225860711897425,3.01182372144098e-05,0.739462960088189,1,0.987,"major histocompatibility complex, class I, B"
"SULT1C4","ENSG00000198075",27233,0.568620147187534,0.486560952580785,0.225808857257131,0.0467578857426689,1,0.152,0.12,"sulfotransferase family 1C member 4"
"TPRG1L","ENSG00000158109",127262,0.203704240525799,0.174517289732404,0.22579591605861,0.0762169448466268,1,0.103,0.079,"tumor protein p63 regulated 1 like"
"CHKB","ENSG00000100288",1120,0.113666398599428,0.0975283745642919,0.225729472716869,0.105743001392562,1,0.06,0.043,"choline kinase beta"
"ARHGEF12","ENSG00000196914",23365,1.02229258084639,0.874555451689418,0.225722842934761,0.000128786046947456,1,0.355,0.265,"Rho guanine nucleotide exchange factor 12"
"HIGD1A","ENSG00000181061",25994,0.429842415442424,0.36791474938225,0.22571187940626,0.0107706150642797,1,0.193,0.145,"HIG1 hypoxia inducible domain family member 1A"
"SLC10A3","ENSG00000126903",8273,0.2499330229799,0.214069461141935,0.225655755046592,0.00144306368218674,1,0.118,0.074,"solute carrier family 10 member 3"
"TMEM100","ENSG00000166292",55273,7.55090539879716,6.45822782078319,0.225583964953452,0.00240690389932331,1,0.466,0.392,"transmembrane protein 100"
"RP3-394A18.1",NA,NA,0.0156166984154025,0.0136820530900025,0.225518948377797,0.485435643104122,1,0.011,0.008,NA
"CRK","ENSG00000167193",1398,0.956219288279302,0.818183172319885,0.225491371498829,0.000912793318429086,1,0.346,0.266,"CRK proto-oncogene, adaptor protein"
"CITED4","ENSG00000179862",163732,0.322053756907172,0.275791495417276,0.225426542357891,0.0019413139439257,1,0.155,0.105,"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4"
"RDH11","ENSG00000072042",51109,0.565410286798455,0.483955575385986,0.225393818255602,0.000684916188626386,1,0.223,0.159,"retinol dehydrogenase 11"
"DRAM2","ENSG00000156171",128338,0.485088302318672,0.415272164679601,0.225321261853455,0.00164985326234473,1,0.209,0.15,"DNA damage regulated autophagy modulator 2"
"SNX9","ENSG00000130340",51429,0.297352298808555,0.254713091105299,0.225145326391301,0.00158652305866833,1,0.157,0.106,"sorting nexin 9"
"SMC3","ENSG00000108055",9126,0.872732001021743,0.746977477305908,0.225102951033362,0.000250030825349245,1,0.316,0.232,"structural maintenance of chromosomes 3"
"JAK2","ENSG00000096968",3717,0.114270326131058,0.0980901459549349,0.22506794765009,0.0761467409582034,1,0.042,0.027,"Janus kinase 2"
"ROCK2","ENSG00000134318",9475,0.571913478562303,0.489634043097794,0.225052845522843,0.0128888019070207,1,0.229,0.179,"Rho associated coiled-coil containing protein kinase 2"
"ABR","ENSG00000159842",29,0.284710812726243,0.243966050545533,0.224745209212228,0.000547736255703953,1,0.118,0.071,"ABR activator of RhoGEF and GTPase"
"CCAR2","ENSG00000158941",57805,0.203580013682065,0.174552713847437,0.224629733101871,0.00472662094079131,1,0.103,0.066,"cell cycle and apoptosis regulator 2"
"CEP170","ENSG00000143702",9859,0.254962129262751,0.218526470453032,0.224628484643071,0.0310976481782392,1,0.113,0.083,"centrosomal protein 170"
"FAM198B",NA,NA,0.633587015954945,0.542602891048771,0.224513198637088,2.1542386598097e-05,0.528908675756477,0.253,0.168,NA
"PNKD","ENSG00000127838",25953,0.98660591569309,0.844864197694505,0.224311597258646,0.00127064656311879,1,0.359,0.278,"PNKD metallo-beta-lactamase domain containing"
"LAPTM4A","ENSG00000068697",9741,6.39748690604332,5.47669765118687,0.224284988822093,2.44066956808669e-05,0.599233192356644,0.861,0.747,"lysosomal protein transmembrane 4 alpha"
"ZWINT","ENSG00000122952",11130,0.0422427883554356,0.0364900917420915,0.224159551234202,0.424796682133216,1,0.022,0.017,"ZW10 interacting kinetochore protein"
"MASP1","ENSG00000127241",5648,0.0454095368246778,0.0392064674950857,0.22396667514983,0.0177249809122532,1,0.023,0.01,"MBL associated serine protease 1"
"LYSMD2","ENSG00000140280",256586,0.801270513511948,0.68642767095331,0.223868121605411,0.000566241719521965,1,0.295,0.219,"LysM domain containing 2"
"SERPINB6","ENSG00000124570",5269,4.25308346601644,3.64242941283214,0.223737530416623,8.84259311915406e-07,0.021710334626147,0.724,0.59,"serpin family B member 6"
"SNX1","ENSG00000028528",6642,0.402134736091674,0.344695270577234,0.223725220497984,0.00189828994711794,1,0.183,0.127,"sorting nexin 1"
"PLA2G16",NA,NA,1.85393163648096,1.58806032747065,0.223619168304842,9.54292873442388e-06,0.234297986287575,0.546,0.418,NA
"ULK4","ENSG00000168038",54986,0.0676393173321621,0.0582557801295322,0.223575592658035,0.546100331573903,1,0.028,0.024,"unc-51 like kinase 4"
"TADA2B","ENSG00000173011",93624,0.0472284701178597,0.0407766568439525,0.223521870913881,0.05624118883371,1,0.034,0.02,"transcriptional adaptor 2B"
"RNF144B","ENSG00000137393",255488,0.880226903711793,0.754232803162743,0.223490834600875,6.45788564236147e-07,0.0158554008291259,0.276,0.172,"ring finger protein 144B"
"WEE1","ENSG00000166483",7465,0.0907310362070735,0.0780372404097571,0.223487996225379,0.0404022534451127,1,0.048,0.03,"WEE1 G2 checkpoint kinase"
"IKBIP","ENSG00000166130",121457,0.734130542988055,0.629153766868532,0.223373771790926,4.66326019864509e-05,1,0.285,0.198,"IKBKB interacting protein"
"C14orf1",NA,NA,0.422944930948702,0.362618640141132,0.223318091867559,0.0293485523704488,1,0.177,0.14,NA
"NAMPT","ENSG00000105835",10135,1.62545315345193,1.39271641715789,0.223279195503162,3.15272076157107e-05,0.77405600138093,0.418,0.316,"nicotinamide phosphoribosyltransferase"
"TGFB2","ENSG00000092969",7042,0.174260744969657,0.149602562302521,0.223269424890414,0.970372789868987,1,0.052,0.052,"transforming growth factor beta 2"
"RP5-908M14.9",NA,NA,0.0408658003450428,0.0353350027635641,0.22321026646682,0.057428391831381,1,0.024,0.013,NA
"VEZT","ENSG00000028203",55591,0.621405691040278,0.532691875552243,0.22312031760966,0.000482354716285023,1,0.24,0.168,"vezatin, adherens junctions transmembrane protein"
"TCTA","ENSG00000145022",6988,0.169180561560996,0.145282953299137,0.222951418836533,0.0440152043822144,1,0.084,0.06,"T cell leukemia translocation altered"
"SLC20A1","ENSG00000144136",6574,0.493469998817867,0.423147896710849,0.222916537135007,3.55410888195583e-05,0.872604812697796,0.198,0.125,"solute carrier family 20 member 1"
"ZNF514","ENSG00000144026",84874,0.101479282994103,0.0872864216192707,0.222776810327167,0.0216117601234281,1,0.054,0.033,"zinc finger protein 514"
"OXR1","ENSG00000164830",55074,0.352424697695774,0.302327318864631,0.222766673048456,0.00389864966820314,1,0.167,0.118,"oxidation resistance 1"
"NFIB","ENSG00000147862",4781,3.38964227083131,2.90519362276149,0.222661319197263,3.39879614541581e-05,0.834472429622489,0.667,0.559,"nuclear factor I B"
"TAL1","ENSG00000162367",6886,0.216639745425953,0.18599231999077,0.222597365961632,0.0753098836032465,1,0.096,0.073,"TAL bHLH transcription factor 1, erythroid differentiation factor"
"PUDP","ENSG00000130021",8226,0.11863862279627,0.102012457961909,0.22246865811969,0.255759999236334,1,0.054,0.043,"pseudouridine 5'-phosphatase"
"PDIA3","ENSG00000167004",2923,3.59203219079601,3.07929266835241,0.222354811809714,0.000282457560044667,1,0.689,0.58,"protein disulfide isomerase family A member 3"
"TRA2B","ENSG00000136527",6434,2.65093312657903,2.27277321976134,0.222254597725756,1.31417149863797e-05,0.322655386345593,0.611,0.492,"transformer 2 beta homolog"
"PES1","ENSG00000100029",23481,0.250145266190328,0.214766292366171,0.222202146169139,0.00872265388885684,1,0.127,0.089,"pescadillo ribosomal biogenesis factor 1"
"PPP2R3A","ENSG00000073711",5523,0.0574357865528925,0.0495689928496048,0.222086296109412,0.217604311069569,1,0.032,0.023,"protein phosphatase 2 regulatory subunit B''alpha"
"COMMD10","ENSG00000145781",51397,0.394711500242872,0.338747001730756,0.221987745802574,0.0131259209207602,1,0.162,0.121,"COMM domain containing 10"
"TBC1D9B","ENSG00000197226",23061,0.279506999613465,0.240000131871906,0.221822665304627,0.000362012694816077,1,0.148,0.093,"TBC1 domain family member 9B"
"NLRC5","ENSG00000140853",84166,0.329596463996366,0.282952200231234,0.221816142319234,0.0618199334701846,1,0.115,0.089,"NLR family CARD domain containing 5"
"ZBTB37","ENSG00000185278",84614,0.0986694543225844,0.0849416162460555,0.221716244435051,0.303621608380459,1,0.035,0.027,"zinc finger and BTB domain containing 37"
"FAM227B","ENSG00000166262",196951,0.0282918200344655,0.0245898769317881,0.221703327102518,0.300852434039533,1,0.018,0.012,"family with sequence similarity 227 member B"
"ZNF440","ENSG00000171295",126070,0.0738076479199363,0.0636236223771389,0.221668825845712,0.428338079464438,1,0.024,0.019,"zinc finger protein 440"
"ANP32E","ENSG00000143401",81611,0.476348600634613,0.40883803594526,0.221646943248665,0.0326275194651796,1,0.18,0.141,"acidic nuclear phosphoprotein 32 family member E"
"CXXC1","ENSG00000154832",30827,0.297865707622674,0.255781299344871,0.22160379671886,2.14238054577974e-05,0.525997271599841,0.155,0.09,"CXXC finger protein 1"
"COPRS","ENSG00000172301",55352,0.389570184042008,0.334453208515035,0.221495796475022,0.000803794086951036,1,0.194,0.134,"coordinator of PRMT5 and differentiation stimulator"
"ZNF664","ENSG00000179195",144348,0.180296332908297,0.154966891673932,0.221469982010949,0.00782840560993105,1,0.096,0.063,"zinc finger protein 664"
"MTF2","ENSG00000143033",22823,0.617778079490938,0.530248433473021,0.221314156232577,0.000658369831978861,1,0.246,0.175,"metal response element binding transcription factor 2"
"STAM","ENSG00000136738",8027,0.129645213262495,0.111538270471571,0.221285071651903,0.00491504862560415,1,0.066,0.038,"signal transducing adaptor molecule"
"GGA2","ENSG00000103365",23062,0.244543044013296,0.210110482329809,0.221197933616733,0.000276608240516753,1,0.128,0.077,"golgi associated, gamma adaptin ear containing, ARF binding protein 2"
"DPY19L1","ENSG00000173852",23333,0.145581123166052,0.125216482009063,0.221189192298504,0.00239211294460467,1,0.085,0.051,"dpy-19 like C-mannosyltransferase 1"
"GPR85","ENSG00000164604",54329,0.0482032225852131,0.0416857362926218,0.220996530845811,0.00182598297785922,1,0.032,0.012,"G protein-coupled receptor 85"
"PSMB2","ENSG00000126067",5690,1.38412930423602,1.18835549801904,0.220411871677593,5.788609224907e-05,1,0.456,0.347,"proteasome 20S subunit beta 2"
"FOXO3","ENSG00000118689",2309,0.55219101684539,0.474325509506247,0.220291664066206,0.0180430162689753,1,0.218,0.171,"forkhead box O3"
"FAM45A",NA,NA,0.296602010003942,0.254949932867491,0.220179092981563,0.0348911947201242,1,0.136,0.104,NA
"NR3C2","ENSG00000151623",4306,0.0900950154765542,0.0776771345417047,0.220087834967504,0.0813682799103431,1,0.041,0.027,"nuclear receptor subfamily 3 group C member 2"
"ASB6","ENSG00000148331",140459,0.135975164891767,0.11706601881376,0.220085729854716,0.115712913922277,1,0.063,0.047,"ankyrin repeat and SOCS box containing 6"
"ARHGAP23","ENSG00000275832",57636,0.316867815109346,0.272383492132378,0.219987881385845,0.00111486293835493,1,0.16,0.108,"Rho GTPase activating protein 23"
"TYW3","ENSG00000162623",127253,0.345354319469268,0.296857331259315,0.219909807142911,0.000767964973737509,1,0.171,0.115,"tRNA-yW synthesizing protein 3 homolog"
"TINF2","ENSG00000092330",26277,0.623172677940404,0.535406494280439,0.219885561795622,0.00133315392253837,1,0.243,0.177,"TERF1 interacting nuclear factor 2"
"LYPLA2","ENSG00000011009",11313,0.386165957125218,0.33191581293899,0.219836821301304,1.65759000195579e-05,0.406971497280186,0.202,0.124,"lysophospholipase 2"
"CTA-292E10.6",NA,NA,0.0737800470353668,0.0636898981575946,0.219653970802427,0.0428857788007576,1,0.034,0.02,NA
"DDX56","ENSG00000136271",54606,0.282300682488663,0.242770024488225,0.21960319461363,0.00486237820706964,1,0.132,0.09,"DEAD-box helicase 56"
"ASUN",NA,NA,0.103940886137062,0.0895964260983634,0.219569945506486,0.00793465821963616,1,0.058,0.033,NA
"AGFG2","ENSG00000106351",3268,0.215491143585102,0.185420751218681,0.219394992632674,0.0432548038596543,1,0.1,0.074,"ArfGAP with FG repeats 2"
"CTD-2017D11.1",NA,NA,0.063119887442953,0.0545472618451525,0.219340811193864,0.433118487276642,1,0.022,0.017,NA
"GPD1","ENSG00000167588",2819,0.0264375791187486,0.0230391067956987,0.2193165348147,0.599531231958077,1,0.008,0.01,"glycerol-3-phosphate dehydrogenase 1"
"MED27","ENSG00000160563",9442,0.159439418092694,0.137289997577425,0.219253839392039,0.00104081734075323,1,0.084,0.047,"mediator complex subunit 27"
"SERPINA1","ENSG00000197249",5265,0.46213464449088,0.397319338427179,0.219213120303921,0.387338760196235,1,0.117,0.104,"serpin family A member 1"
"MRPS26","ENSG00000125901",64949,0.549145482021695,0.472071664873785,0.219191541982101,0.00237440851232609,1,0.237,0.176,"mitochondrial ribosomal protein S26"
"IRF2","ENSG00000168310",3660,0.631602529467013,0.542947094194769,0.219082812131502,7.70959890068171e-05,1,0.24,0.162,"interferon regulatory factor 2"
"HERC2","ENSG00000128731",8924,0.461071971145872,0.39646281866,0.219008435059732,0.00382827148081028,1,0.19,0.137,"HECT and RLD domain containing E3 ubiquitin protein ligase 2"
"GPAM","ENSG00000119927",57678,0.0348886705849961,0.030306741537722,0.218927240966495,0.210117864366775,1,0.019,0.012,"glycerol-3-phosphate acyltransferase, mitochondrial"
"PDLIM7","ENSG00000196923",9260,0.647942481055799,0.55709476265986,0.21879874911808,0.000513382300571298,1,0.259,0.188,"PDZ and LIM domain 7"
"INPP5F","ENSG00000198825",22876,0.077994017810892,0.0673572636718358,0.218625782921153,0.0364656722007985,1,0.046,0.028,"inositol polyphosphate-5-phosphatase F"
"ITPR2","ENSG00000123104",3709,0.213503352371718,0.183820884490799,0.218554531759296,0.0107452382734405,1,0.106,0.073,"inositol 1,4,5-trisphosphate receptor type 2"
"BMP1","ENSG00000168487",649,0.113713490995362,0.0980592259826786,0.218549404260208,0.000209948178741489,1,0.084,0.043,"bone morphogenetic protein 1"
"TCEAL3","ENSG00000196507",85012,0.498486881165028,0.428810986358038,0.218326729528319,8.17177404439616e-05,1,0.224,0.148,"transcription elongation factor A like 3"
"TATDN2","ENSG00000157014",9797,0.0800000425731786,0.0690959769229409,0.218320742099964,0.0676753307336893,1,0.043,0.028,"TatD DNase domain containing 2"
