"cytotoxicity_score","inflammatory_score","general_stress_score","PTGDR","PTGDS","PTGDR_level","PTGDS_level"
0.660222403591104,0.198819555291585,0.21482717241783,0,0,"-","-"
0.715262191389512,0.178959872304094,0.340635701115111,0,0,"-","-"
0.618853295245868,0.173614462303723,0.443190798138555,0,0,"-","-"
0.768618649255254,0.272059096477226,0.442429829952878,0,0,"-","-"
0.77938175882473,0.295185418909388,0.320850528287529,1.63454315139715,0,"+","-"
0.816466027341359,0.180741675637552,0.272631486522083,0,0,"-","-"
0.889512344419506,0.270834106685475,0.433576257792607,0,0,"-","-"
0.731585390736584,0.177140948067857,0.387274270494922,0,0,"-","-"
0.72577025096919,0.149634359107613,0.14007668217871,0,0,"-","-"
0.793205468271781,0.176212925498348,0.292358123335382,0,0,"-","-"
0.842124056315038,0.135639778759419,0.216583252846314,0,3.57173159013729,"-","+"
0.839012446439502,0.222539812168232,0.432449439517663,0,0,"-","-"
0.658079983676801,0.249044136753406,0.446498082945532,1.85214172938703,0,"+","-"
0.505611099775556,0.215635324251086,0.521980273363187,0,0,"-","-"
0.712660681493573,0.271131073907717,0.27782655778968,0,0,"-","-"
0.844776576208937,0.281524926686217,0.416322767582755,0,1.56758755884683,"-","+"
0.656396653744134,0.180741675637552,0.291523985131852,1.71297859137494,0,"+","-"
0.684758212609672,0.276699209324771,0.454795562970117,0,0,"-","-"
0.841103856355846,0.230966257099373,0.305016536424035,0,2.93553997624617,"-","+"
0.684350132625995,0.218901963695757,0.306714080838236,1.44739710869251,0,"+","-"
0.590644766374209,0.0905378818812873,0.402464366201305,0,0,"-","-"
0.605386655784534,0.21184899216749,0.419995902479,0,0,"-","-"
0.753468679861253,0.239541185641635,0.23246114672052,0,0,"-","-"
0.726127320954907,0.233638962099558,0.293177627535341,0,1.36666997626605,"-","+"
0.698326872066925,0.271613645643862,0.385445020048585,0,0,"-","-"
0.600030605998776,0.254389546753777,0.320411508180408,0,0,"-","-"
0.468832891246684,0.313968595716248,0.182237246465888,0,0,"-","-"
0.798102428075903,0.221723152307064,0.344528346064916,0,0,"-","-"
0.573607427055703,0.204313448903077,0.404410688676208,0,0,"-","-"
0.770761069169557,0.266045510226809,0.353177042175198,0,4.18403058086663,"-","+"
0.812691287492349,0.305727755299009,0.314967658852109,0,0,"-","-"
0.633238114670475,0.180296224804187,0.314631076769983,0,0,"-","-"
0.662364823505407,0.223950406473885,0.340035706968712,1.56758755884683,0,"+","-"
0.809834727606611,0.156390363413638,0.423625135364533,0,0,"-","-"
0.467455621301775,0.230446564460448,0.255114584247959,0,0,"-","-"
0.814374617425015,0.314636771966294,0.20873942693242,0,0,"-","-"
0.793970618241175,0.168900107650618,0.35509409664296,0,0,"-","-"
0.763211589471536,0.293440736478711,0.259621857347733,1.61361093831174,0,"+","-"
0.756733319730667,0.202049073833476,0.382532853338016,0,0,"-","-"
0.7117425015303,0.248264597795018,0.393391283987473,0,0,"-","-"
0.718526831258927,0.269163666060359,0.40403020458337,0,0,"-","-"
0.698326872066925,0.227625375849141,0.27991922030029,0,1.79051056185953,"-","+"
0.727300550907978,0.300048257173614,0.328299236105014,2.24709742362055,0,"+","-"
0.716282391348704,0.24741081703107,0.386966956419937,0,0,"-","-"
0.685370332585187,0.324956382939233,0.422673925132438,0,0,"-","-"
0.667006733319731,0.268940940643676,0.209134545028829,0,0,"-","-"
0.540705978371761,0.24006087828056,0.331928468990546,1.5663872141438,0,"+","-"
0.825494796980208,0.289654404395115,0.366508619428103,0,0,"-","-"
0.564323607427056,0.0700842644493114,0.405039950829748,0,2.25546304997313,"-","+"
0.788614568455417,0.227254166821337,0.197690754236544,0,0,"-","-"
0.785809018567639,0.238538921266565,0.234305031170428,0,0,"-","-"
0.723882881044685,0.177512157095661,0.420581262621828,0,0,"-","-"
0.869312385227505,0.221463305987602,0.506541399596101,0,0,"-","-"
0.818812487247501,0.310182263632652,0.415825211461352,0,1.3122281487223,"-","+"
0.768465619261375,0.257210735365084,0.148520502239003,0,2.2444536701465,"-","+"
0.801877167924913,0.203199821819667,0.284675271460766,0,0,"-","-"
0.632013874719445,0.329113924050633,0.334562589633272,0,0,"-","-"
0.635839624566415,0.150970711607706,0.145783943571282,0,0,"-","-"
0.723423791063048,0.181446972790378,0.252773143676647,0,0,"-","-"
0.810803917567843,0.196072608485838,0.268841279597272,0,0,"-","-"
0.684860232605591,0.174616726678793,0.427912898410747,0,0,"-","-"
0.826208936951643,0.257544823490107,0.197046858079433,0,0,"-","-"
0.53953274841869,0.179368202234678,0.224822196856616,0,0,"-","-"
0.616761885329525,0.233750324807899,0.267451049258056,1.87655600588813,0,"+","-"
0.832228116710875,0.25153123723969,0.461746714666198,1.32893173478388,0,"+","-"
0.756478269740869,0.232154125988344,0.369098838060117,0,4.42385910749992,"-","+"
0.844164456233422,0.255540294739968,0.417200807796997,0,0,"-","-"
0.803305447867782,0.312966331341178,0.482409927708022,0,0,"-","-"
0.542185268312589,0.281005234047292,0.370752480463605,0,0,"-","-"
0.708069781677209,0.381380155165374,0.366201305353119,1.58216563210548,0,"+","-"
0.767139359314426,0.275399977727458,0.277987531828958,0,3.51780284644163,"-","+"
0.818098347276066,0.271131073907717,0.314177422659291,0,0,"-","-"
0.575953886961845,0.25787891161513,0.27425586091843,0,0,"-","-"
0.726943480922261,0.259846319462489,0.435127462171101,0,0,"-","-"
0.521832279126709,0.258435725156836,0.256680422630023,0,0,"-","-"
0.476127320954907,0.155128252719106,0.390186437205491,0,0,"-","-"
0.8392674964293,0.108058947993615,0.468244212251588,0,0,"-","-"
0.665374413385023,0.245591892794833,0.401118037872801,0,0,"-","-"
0.687869822485207,0.264931883143398,0.34103081921152,0,0,"-","-"
0.643134054274638,0.369946917109024,0.354333128457283,0,0,"-","-"
0.746888390124464,0.266342477449052,0.370562238417186,0,0,"-","-"
0.742450520301979,0.264263706893352,0.387757192612755,1.4488912379773,4.32998277142715,"+","+"
0.724750051009998,0.27762723189428,0.42586413791085,2.12326124608028,2.48802906944303,"+","+"
0.461334421546623,0.1774379152901,0.389249860976966,1.36623469144535,0,"+","-"
0.66705774331769,0.169531162997884,0.241270816870079,0,0,"-","-"
0.675372372985105,0.178774267790193,0.375186583545526,0,0,"-","-"
0.837635176494593,0.26723337911578,0.345318582257734,0,0,"-","-"
0.628290144868394,0.0812576561861984,0.260382825533409,1.46352290402174,0,"+","-"
0.659355233625791,0.315304948216341,0.342450317557877,1.63854157694835,0,"+","-"
0.7959600081616,0.176547013623371,0.38807914069131,1.51898924628139,2.09620183406936,"+","+"
0.713476841460926,0.229481420988158,0.245382971873445,0,1.65068087096815,"-","+"
0.8087125076515,0.288206689186681,0.249363420844675,0,0,"-","-"
0.776372168945113,0.267567467240803,0.413981327011444,1.58216563210548,0,"+","-"
0.827229136910835,0.26196221092097,0.403137530365557,0,0,"-","-"
0.658028973678841,0.176250046401128,0.236339157666754,0,0,"-","-"
0.64410324423587,0.217491369390104,0.152852167295929,1.55568216912928,0,"+","-"
0.732044480718221,0.270611381268792,0.385679164105716,0,0,"-","-"
0.671495613140175,0.19002190133264,0.22533438698159,0,0,"-","-"
0.827280146908794,0.269794721407625,0.496897591243012,0,0,"-","-"
0.728779840848806,0.239875273766658,0.448063921327597,0,0,"-","-"
0.845745766170169,0.252236534392516,0.299192203002898,0,0,"-","-"
0.751020199959192,0.177215189873418,0.32591389352299,0,0,"-","-"
0.847225056110998,0.361668955789005,0.358576989492785,0,0,"-","-"
0.797847378086105,0.177957607929025,0.376825591945444,0,0,"-","-"
0.556825137726994,0.346189539329597,0.373693915181315,2.17064958686835,0,"+","-"
0.465721281371149,0.292698318423104,0.288231334328446,0,0,"-","-"
0.759895939604162,0.179182597720777,0.323543184944537,0,0,"-","-"
0.837686186492553,0.271947733768885,0.350455117511049,0,1.50958447027608,"-","+"
0.655019383799225,0.223764801959984,0.416352035589897,0,0,"-","-"
0.824525607018976,0.169531162997884,0.369493956156525,0,0,"-","-"
0.849010406039584,0.235049556405212,0.27068516404718,0,2.19793600466725,"-","+"
0.68113650275454,0.244144177586399,0.38848889279129,0,0,"-","-"
0.716588451336462,0.238241954044322,0.332513829133374,0,0,"-","-"
0.752346459906142,0.181966665429303,0.374279275324143,0,0,"-","-"
0.826463986941441,0.175284902928839,0.330640676676325,0,0,"-","-"
0.702305651907774,0.17955380674858,0.222934410395996,0,0,"-","-"
0.721689451132422,0.268012918074168,0.408186261597448,1.600853486456,0,"+","-"
0.785809018567639,0.277033297449794,0.227397781485059,0,0,"-","-"
0.691542542338298,0.330598760161847,0.353264846196622,0,0,"-","-"
0.795347888186084,0.271539403838301,0.264436444522492,0,0,"-","-"
0.823097327076107,0.180333345706968,0.495126876810958,0,0,"-","-"
0.792695368292185,0.119158097924942,0.415093511282817,1.34549899220371,0,"+","-"
0.806723117731075,0.416051078362226,0.319152983873328,0,0,"-","-"
0.615894715364211,0.172575077025873,0.4477127052419,0,0,"-","-"
0.476229340950826,0.264969004046178,0.204627271929054,0,0,"-","-"
0.703325851866966,0.218790600987416,0.152003395088828,1.45692128261703,0,"+","-"
0.645633544174658,0.19098704480493,0.306362864752539,0,0,"-","-"
0.731942460722302,0.0935446750064962,0.410191120086633,0,0,"-","-"
0.762038359518466,0.178700025984632,0.366947639535224,0,4.54151949934999,"-","+"
0.68496225260151,0.0907606072979695,0.418342260075511,0,0,"-","-"
0.560701897571924,0.233304873974535,0.284206983346504,0,4.08519007766878,"-","+"
0.600489695980412,0.198782434388804,0.407747241490327,0,0,"-","-"
0.839114466435421,0.174171275845429,0.352986800128779,0,0,"-","-"
0.508467659661294,0.178848509595753,0.292767875435362,0,0,"-","-"
0.562334217506631,0.206206614944875,0.385840138144994,0,0,"-","-"
0.682972862681085,0.172463714317532,0.354289226446571,0,0,"-","-"
0.7933074882677,0.247076728906047,0.273114408639916,0,3.81287521309685,"-","+"
0.664303203427872,0.181818181818182,0.278441185939649,0,0,"-","-"
0.759079779636809,0.180184862095846,0.409166739836685,0,0,"-","-"
0.813150377473985,0.262407661754334,0.455995551262915,1.61716244392321,0,"+","-"
0.718526831258927,0.267604588143584,0.451195598091726,0,0,"-","-"
0.767292389308304,0.451130331489662,0.344382006029209,1.5322213959964,0,"+","-"
0.682819832687207,0.088830320353391,0.278089969853953,0,1.46685009979175,"-","+"
0.572485207100592,0.180370466609748,0.438771329060204,0,0,"-","-"
0.453631911854724,0.190912802999369,0.305016536424035,0,0,"-","-"
0.795449908182004,0.267864434463046,0.410498434161618,1.55450349098334,0,"+","-"
0.698122832075087,0.301607335090389,0.372610998917084,1.75481895374561,0,"+","-"
0.841154866353805,0.205352834180927,0.412561828665086,0,0,"-","-"
0.837941236482351,0.195330190430231,0.288860596481986,0,3.08423336605433,"-","+"
0.672974903081004,0.177772003415123,0.317865191559107,0,0,"-","-"
0.624464395021424,0.270982590296596,0.289050838528405,0,0,"-","-"
0.765762089369516,0.17747503619288,0.30533848450259,0,0,"-","-"
0.650632523974699,0.260774342031998,0.354128252407294,0,3.1438346440145,"-","+"
0.899000204039992,0.173762945914845,0.475136827933386,0,0,"-","-"
0.785145888594164,0.180890159248673,0.297538560599409,1.61845859216003,0,"+","-"
0.539328708426852,0.166561490775456,0.364445224924635,0,0,"-","-"
0.726637420934503,0.272318942796689,0.2274270494922,0,0,"-","-"
0.48209549071618,0.167452392442184,0.274724149032692,0,2.34506608797021,"-","+"
0.705672311773108,0.184936337651732,0.314440834723564,0,0,"-","-"
0.768873699245052,0.177103827165077,0.245851259987707,0,0,"-","-"
0.631248724750051,0.0877166932699803,0.309509175520239,0,0,"-","-"
0.822128137114875,0.178440179665169,0.329411420376387,0,0,"-","-"
0.778310548867578,0.263929618768328,0.449863903766793,0,0,"-","-"
0.82773923689043,0.172834923345336,0.217885679164106,1.92971511983802,0,"+","-"
0.791216078351357,0.221017855154237,0.264641320572482,1.65170237368734,0,"+","-"
0.760916139563354,0.199487731541631,0.445298094652735,0,0,"-","-"
0.463782901448684,0.189019636957571,0.330011414522785,0,0,"-","-"
0.809477657620894,0.214595938973236,0.346138086457693,0,0,"-","-"
0.669251173229953,0.268458368907532,0.276860713554014,0,3.70967760165162,"-","+"
0.803458477861661,0.28185901481124,0.327040711797934,1.41777666095699,0,"+","-"
0.795194858192206,0.257173614462304,0.276846079550443,0,0,"-","-"
0.829167516833299,0.255614536545529,0.344967366172037,0,0,"-","-"
0.653591103856356,0.256616800920598,0.463327187051834,0,0,"-","-"
0.721485411140584,0.177289431678978,0.355562384757222,0,0,"-","-"
0.82784125688635,0.271650766546642,0.383484063570111,0,3.51987388467578,"-","+"
0.833758416649663,0.17851442147073,0.36959639418152,0,0,"-","-"
0.783972658641094,0.239095734808271,0.298972692949337,0,0,"-","-"
0.852632115894715,0.200007424180556,0.321640764480347,0,0,"-","-"
0.811416037543358,0.210661123278518,0.371440278631428,0,0,"-","-"
0.804478677820853,0.176509892720591,0.362791582521146,0,0,"-","-"
0.658845133646195,0.156093396191395,0.350220973453918,0,0,"-","-"
0.56758824729647,0.275103010505215,0.334299177568999,0,0,"-","-"
0.67731075290757,0.262370540851554,0.285245997600023,1.58957753864035,0,"+","-"
0.488420730463171,0.163963027580831,0.409386249890245,0,0,"-","-"
0.834778616608855,0.262778870782137,0.463210115023268,1.36579972561463,0,"+","-"
0.797898388084064,0.17636140910947,0.34356250182925,0,0,"-","-"
0.830034686798612,0.260774342031998,0.379518248602453,0,0,"-","-"
0.589369516425219,0.14514272987119,0.497395147364416,0,0,"-","-"
0.680677412772904,0.184416645012807,0.293353235578189,0,0,"-","-"
0.778259538869618,0.30379746835443,0.325094389323031,0,0,"-","-"
0.814884717404611,0.172797802442555,0.307621389059619,0,0,"-","-"
0.832993266680269,0.230817773488251,0.392835191851787,1.60243485978039,0,"+","-"
0.83294225668231,0.259809198559709,0.405157022858314,1.43386668376264,0,"+","-"
0.797643338094266,0.233416236682876,0.508004799953171,0,0,"-","-"
0.676851662925933,0.146256356954601,0.360245265899845,0,0,"-","-"
0.722709651091614,0.255020602101043,0.335484531858226,0,0,"-","-"
0.352989185880433,0.181743940012621,0.343094213714988,1.36168338525521,0,"+","-"
0.774076719036931,0.19726047737481,0.429551906810665,0,0,"-","-"
0.448173842073046,0.269906084115966,0.253021921737349,0,1.44268935786803,"-","+"
0.512089369516425,0.234121533835703,0.225890479117277,0,0,"-","-"
0.640634564374617,0.24952670848955,0.353967278368016,0,0,"-","-"
0.536472148541114,0.199265006124949,0.577326074867562,0,0,"-","-"
0.649357274025709,0.28605367682542,0.243304943366406,0,0,"-","-"
0.598806366047745,0.159619881955529,0.419673954400445,0,0,"-","-"
0.676647622934095,0.206206614944875,0.28916791055697,0,0,"-","-"
0.487808610487656,0.230854894391032,0.46388327918752,0,0,"-","-"
0.536880228524791,0.228813244738112,0.398615623262212,0,0,"-","-"
0.686390532544379,0.181521214595939,0.380747504902391,0,0,"-","-"
0.693582942256682,0.233676083002339,0.277343635671847,0,0,"-","-"
0.536625178534993,0.214930027098259,0.460488190359118,0,0,"-","-"
0.679912262803509,0.200489995916701,0.213949132203588,0,0,"-","-"
0.691797592328096,0.243401759530792,0.450698041970322,0,0,"-","-"
0.838655376453785,0.261516760087605,0.396244914683759,0,1.6249772345054,"-","+"
0.804172617833095,0.17847730056795,0.338835718675915,0,4.67532133282743,"-","+"
0.894664354213426,0.279668881547199,0.418649574150496,1.54138858559963,0,"+","-"
0.435625382574985,0.178328816956828,0.316650569262739,0,0,"-","-"
0.85462150581514,0.24317903411411,0.525375362191588,0,0,"-","-"
0.619108345235666,0.266416719254612,0.417420317850558,0,1.97616779134565,"-","+"
0.802387267904509,0.26931214967148,0.407835045511751,0,0,"-","-"
0.653387063864517,0.239763911058317,0.331899200983405,0,0,"-","-"
0.61094674556213,0.177252310776198,0.354274592443001,1.43703809804781,0,"+","-"
0.683840032646399,0.266862170087977,0.354903854596541,2.16346022142362,0,"+","-"
0.80356049785758,0.250751698281302,0.354377030467995,0,0,"-","-"
0.7194450112222,0.303537622034968,0.302440951795592,0,3.91001610297037,"-","+"
0.748010610079576,0.202754370986302,0.427254368250066,1.66651521998421,0,"+","-"
0.782340338706386,0.229110211960355,0.319928586062575,0,1.5480586557117,"-","+"
0.784788818608447,0.0901666728534838,0.222334416249598,0,0,"-","-"
0.583248316670067,0.159991090983333,0.254046301987298,0,0,"-","-"
0.581973066721077,0.175693232859423,0.401279011912079,0,0,"-","-"
0.681850642725974,0.249675192100672,0.366889103520941,1.39933472786691,0,"+","-"
0.677616812895327,0.237202568766472,0.376606081891884,0,0,"-","-"
0.587533156498674,0.194550651471844,0.437366464717417,0,0,"-","-"
0.637471944501122,0.231188982516055,0.213100359996488,0,0,"-","-"
0.708171801673128,0.253238798767586,0.292050809260397,0,0,"-","-"
0.672719853091206,0.221537547793162,0.289241080574824,1.5630975751754,3.83477513070637,"+","+"
0.721230361150786,0.178403058762389,0.265358386747446,0,1.62464979246266,"-","+"
0.719138951234442,0.18267196258213,0.466297889776685,0,3.75206260153019,"-","+"
0.817282187308712,0.27035153494933,0.379825562677437,0,0,"-","-"
0.76917975923281,0.239466943836074,0.364284250885357,0,0,"-","-"
0.747143440114262,0.179813653068043,0.261480375801212,1.36863271599538,0,"+","-"
0.583299326668027,0.139426110843016,0.396347352708754,0,1.28643494431144,"-","+"
0.80106100795756,0.226140539737926,0.364986683056751,0,0,"-","-"
0.633748214650071,0.298674783770741,0.369772002224369,0,1.6435731596723,"-","+"
0.777749438890022,0.170607669178514,0.24254397518073,0,0,"-","-"
0.475872270965109,0.174134154942648,0.273363186700618,0,0,"-","-"
0.692766782289329,0.249860796614574,0.374410981356279,0,2.98508395374281,"-","+"
0.756580289736788,0.208619473625599,0.423127579243129,0,0,"-","-"
0.46046725158131,0.181521214595939,0.302675095852723,0,4.2567823088355,"-","+"
0.765813099367476,0.259029659601322,0.418210554043375,1.57788018942104,0,"+","-"
0.607988165680473,0.174913693901036,0.336669886147452,0,0,"-","-"
0.768312589267496,0.279965848769442,0.317572511487693,0,0,"-","-"
0.799377678024893,0.273172723560637,0.300362923288553,0,2.18417612241938,"-","+"
0.699857172005713,0.176064441887227,0.244490297655633,0,0,"-","-"
0.796623138135074,0.269423512379821,0.537477683144555,0,0,"-","-"
0.648592124056315,0.248821411336724,0.302792167881289,0,0,"-","-"
0.593399306264028,0.256988009948402,0.381537741095209,0,0,"-","-"
0.783462558661498,0.236311667099744,0.283826499253666,0,0,"-","-"
0.724035911038564,0.329967704814581,0.295519068106653,0,0,"-","-"
0.799989798000408,0.175878837373325,0.210290631310914,0,0,"-","-"
0.689298102428076,0.202939975500204,0.286211841835689,0,0,"-","-"
0.811109977555601,0.27038865585211,0.450288289870343,0,0,"-","-"
0.839981636400735,0.330004825717361,0.476351450229754,1.43826223512538,0,"+","-"
0.731942460722302,0.262593266268236,0.315640823016361,0,0,"-","-"
0.821720057131198,0.298934630090204,0.338191822518805,0,0,"-","-"
0.740971230361151,0.266602323768514,0.432668949571224,0,0,"-","-"
0.581564986737401,0.262741749879357,0.332601633154799,0,0,"-","-"
0.632217914711283,0.179702290359702,0.258056018965669,0,0,"-","-"
0.817690267292389,0.270611381268792,0.498390259607223,0,0,"-","-"
0.727555600897776,0.217342885778982,0.303479966049112,0,0,"-","-"
0.8087125076515,0.178217454248487,0.42271782714315,1.32102297076667,0,"+","-"
0.84059375637625,0.270648502171573,0.284250885357216,0,3.57038829486904,"-","+"
0.764435829422567,0.173391736887041,0.440673749524395,0,0,"-","-"
0.862936135482555,0.178625784179071,0.321055404337519,0,0,"-","-"
0.831973066721077,0.239281339322172,0.350352679486054,0,0,"-","-"
0.689757192409712,0.320724600022273,0.305953112652559,1.51206053379658,0,"+","-"
0.815139767394409,0.180370466609748,0.4128545087365,1.97750738643159,0,"+","-"
0.581003876759845,0.178440179665169,0.243612257441391,0,4.16678261313874,"-","+"
0.818098347276066,0.167897843275548,0.432990897649779,1.51731950072689,0,"+","-"
0.787339318506427,0.178440179665169,0.408566745690286,0,0,"-","-"
0.651550703937972,0.181558335498719,0.421269060789651,0,0,"-","-"
0.816210977351561,0.181706819109841,0.322387098662452,0,3.79926009890277,"-","+"
0.625229544990818,0.257916032517911,0.295372728070946,0,0,"-","-"
0.70281575188737,0.179776532165262,0.32276758275529,0,0,"-","-"
0.641909814323607,0.340769887523665,0.379137764509615,0,0,"-","-"
0.899000204039992,0.269646237796503,0.291743495185413,2.65599788163814,2.2850446887007,"+","+"
0.662211793511528,0.177512157095661,0.297714168642257,0,0,"-","-"
0.684350132625995,0.247150970711608,0.303245821991981,1.38749556246552,0,"+","-"
0.810395837584166,0.261925090018189,0.425571457839436,0,0,"-","-"
0.840644766374209,0.254278184045436,0.422732461146721,0,0,"-","-"
0.640430524382779,0.190875682096589,0.234407469195422,0,0,"-","-"
0.78948173842073,0.174431122164891,0.386308426259256,0,0,"-","-"
0.803101407875944,0.176695497234493,0.363698890742529,0,0,"-","-"
0.674454193021832,0.247113849808827,0.467219832001639,1.66477614270494,0,"+","-"
0.432921852683126,0.177326552581759,0.27991922030029,0,0,"-","-"
0.690420322383187,0.0906121236868481,0.276436327450464,0,0,"-","-"
0.844827586206897,0.194996102305208,0.232314806684813,0,0,"-","-"
0.685166292593348,0.242251011544601,0.403430210436971,0,0,"-","-"
0.933533972658641,0.123946694383607,0.344411274036351,0,0,"-","-"
0.711640481534381,0.1190467352166,0.365103755085316,0,3.79755400150397,"-","+"
0.787237298510508,0.257284977170645,0.384610881845055,0,2.77634671238211,"-","+"
0.670424403183024,0.180741675637552,0.499765855942869,0,0,"-","-"
0.855743725770251,0.168714503136716,0.352299001960956,0,1.41991356428152,"-","+"
0.64537849418486,0.300567949812539,0.263192554218983,1.66200281472335,0,"+","-"
0.721026321158947,0.295816474256654,0.43280065560336,0,0,"-","-"
0.698224852071006,0.257136493559523,0.567360318435918,0,0,"-","-"
0.879616404815344,0.309142878354802,0.350747797582463,0,0,"-","-"
0.574678637012854,0.260885704740339,0.386908420405655,0,0,"-","-"
0.800091817996327,0.171944021678607,0.461629642637633,0,0,"-","-"
0.814986737400531,0.181558335498719,0.369962244270788,0,0,"-","-"
0.540450928381963,0.29225286758974,0.452424854391664,1.38412329532232,0,"+","-"
0.780503978779841,0.252719106128661,0.238036702080955,0,2.70940458203033,"-","+"
0.724648031014079,0.138164000148484,0.430049462932069,0,0,"-","-"
0.52300550907978,0.221797394112625,0.292006907249685,0,0,"-","-"
0.756019179759233,0.292995285645347,0.38932303099482,0,0,"-","-"
0.665272393389104,0.180147741193066,0.488702549243422,0,3.33545257958596,"-","+"
