"SLCO2A1","SLCO2A1_level","la_score"
0,"-",0.813531689423273
1.65170237368734,"+",0
0,"-",0
0,"-",0.828815977175464
0,"-",0.124923578561239
1.29253515758635,"+",0.410434073772162
0,"-",0.36621153454249
1.91205973214532,"+",0.43509272467903
0,"-",0
0,"-",0.292235581821887
0,"-",0.432239657631954
0,"-",0.841654778887304
0,"-",0.324026900346444
0,"-",0.0535969023843489
0,"-",0.387609537395557
0,"-",0
0,"-",0.432851029142042
0,"-",0.432647238638679
0,"-",0.783370694925617
2.98285686282472,"+",0
2.60095532030742,"+",0
2.80505290599323,"+",0
0,"-",0
0.532036181534073,"+",0.565518646831058
0,"-",0
1.74773507627559,"+",0.42225392296719
0,"-",0
0,"-",0.324026900346444
0,"-",0.316894232728755
0,"-",0.542897900957815
0,"-",0.357040961891176
0,"-",0.450784593437946
0,"-",0
0,"-",0.390870185449358
0,"-",0.395353576523334
0,"-",0
1.90716114638537,"+",0.431016914611779
0,"-",0.577542286529448
0,"-",0.466272671693499
0.957682891372449,"+",0.837171387813328
2.10201215616591,"+",0
2.18522619784303,"+",0.392704299979621
1.29426269940212,"+",0.788873038516405
0,"-",0.321988995312818
0,"-",0.408396168738537
0,"-",0
0,"-",0.417362950886489
0,"-",0.543101691461178
0,"-",0.452211126961484
1.11860479462432,"+",0.389647442429183
0,"-",0.168942327287548
0,"-",0
0,"-",0.658039535357652
0,"-",0.326268595883432
1.03468638422899,"+",0.466680252700224
0,"-",0.33014061544732
0,"-",0.275117179539433
0,"-",0
0,"-",0
0,"-",0.444874668840432
0,"-",0.344202160179336
0,"-",0.418789484410027
2.01150889970042,"+",0.299572039942939
0,"-",0
2.17617116813839,"+",0
1.01397740308764,"+",0.31974729977583
0,"-",0.353780313837375
0,"-",0.373140411656817
2.69480436090211,"+",0
0,"-",0.238638679437538
0,"-",0
0,"-",0.424903199510903
2.32235164265114,"+",0.309761565111066
1.85259490584447,"+",0.373140411656817
2.43128116281213,"+",0
0,"-",0
1.47785256712403,"+",0
0,"-",0.720603219889953
0,"-",0.383941308335032
0,"-",0.4711636437742
1.03609193168678,"+",0.317913185245568
0,"-",0.263297330344406
0,"-",0.439779906256368
0,"-",0.302628897493377
0,"-",0.416751579376401
0.822919921872337,"+",0.448950478907683
0,"-",0.432647238638679
0,"-",0
0,"-",0
0,"-",0
0,"-",0
0,"-",0.737925412675769
0,"-",0.569798247401671
0,"-",0
0,"-",0.362339514978602
2.14560021193091,"+",0
1.9697705634872,"+",0
0,"-",0
0,"-",0.348277970246587
0,"-",0
1.93882941651999,"+",0.662522926431628
0,"-",0
0,"-",0
0,"-",0.16670063175056
1.70519823854357,"+",0.201548807825555
0,"-",0
0,"-",0
0,"-",0
0,"-",0
0,"-",0.354595475850825
0,"-",0.0711228856735276
1.78760491402091,"+",0.160994497656409
2.22360966339969,"+",0.406765844711636
0,"-",0
0,"-",0.227633992255961
0,"-",0.222539229671897
1.66930699635023,"+",0.410637864275525
0,"-",0.236600774403913
0,"-",0.356429590381088
0,"-",0.325045852863257
0,"-",0.781128999388628
0,"-",0.56490727532097
0,"-",0.375178316690442
0,"-",0.185856939066639
0,"-",0.661503973914816
0,"-",0.659873649887915
0,"-",0.223354391685347
0,"-",0.738536784185857
1.28039965355897,"+",0.431016914611779
0,"-",0.403301406154473
1.69169931933607,"+",0
0,"-",0.436926839209293
0,"-",0.025881393927043
2.2316105316667,"+",0.685347462808233
0,"-",0
0.966576840608326,"+",0.576319543509273
0,"-",0
0,"-",0.311188098634604
0,"-",0.24515997554514
0,"-",0.463419604646423
2.05210381241253,"+",0
0,"-",0.425922152027715
0,"-",0.432647238638679
0,"-",0.314244956185042
1.98803833847065,"+",0.244344813531689
0,"-",0
2.0767337617138,"+",0.747707356837171
0,"-",0
0,"-",0
0.700579151874604,"+",0
0,"-",0
0,"-",0.311799470144691
0,"-",0.430813124108417
2.17501767500296,"+",0.37497452618708
0,"-",0.592418993274913
0,"-",0.22274302017526
0,"-",0.406358263704911
0,"-",0
0,"-",0.452822498471571
0,"-",0.130833503158753
1.78141811543332,"+",0.422457713470552
2.00009747169129,"+",0.681679233747707
2.02461324597932,"+",0.426941104544528
0,"-",0
0,"-",0.386794375382107
0,"-",0
1.9697705634872,"+",0
0,"-",0
1.39910484519709,"+",0.364377420012227
0,"-",0
0,"-",0.481353168942327
0,"-",0.441410230283269
0,"-",0
0,"-",0
0,"-",0.283472590177298
2.08841810464014,"+",0
0,"-",0
0,"-",0.425922152027715
0,"-",0.37823517424088
0,"-",0.385979213368657
1.62924857899404,"+",0.330344405950683
0,"-",0
0,"-",0.485632769512941
0,"-",0.40146729162421
1.91205973214532,"+",0
2.26546235027253,"+",0.464846138169961
0,"-",0
2.7948994212346,"+",0.132463827185653
0,"-",0.932749133890361
0,"-",0
0.695153199286811,"+",0.277155084573059
0,"-",0.416955369879764
1.65034071177037,"+",0
0,"-",0.434481353168942
0,"-",0.465661300183411
0,"-",0
0,"-",0.442021601793356
0,"-",0.466068881190137
0,"-",0.443448135316894
0,"-",0.434481353168942
2.20388928513573,"+",0
0,"-",0.456083146525372
2.78059366209879,"+",0
0,"-",0
1.83380048909946,"+",0
3.02753929531507,"+",0
0,"-",0
0,"-",0.412064397799063
0,"-",0
0,"-",0.210311799470145
0,"-",0.15060118198492
2.77001435680294,"+",0.45832484206236
0,"-",0
1.77936773693289,"+",0
0,"-",0.432443448135317
0,"-",0.862848991237008
0,"-",0
0,"-",0
2.32818064018301,"+",0.268799673935195
0,"-",0.308335031587528
2.21193666148753,"+",0.477684939881801
2.78486113153141,"+",0
0,"-",0
0,"-",0.123089464030976
0,"-",0.399225596087222
2.94282989221254,"+",0
1.6435731596723,"+",0
0,"-",0.361524352965152
2.00453042114144,"+",0.345832484206236
0,"-",0.535153861830039
0,"-",0
0,"-",0
2.08163212305965,"+",0
0,"-",0.27246790299572
0,"-",0.452007336458121
1.0915951805686,"+",0.773384960260852
0,"-",0.349500713266762
0,"-",0
1.80819680985312,"+",0.463012023639698
0,"-",0
0,"-",0.271041369472183
0,"-",0.355614428367638
0,"-",0
0,"-",0.665783574485429
0,"-",0.428571428571429
0,"-",0.599144079885877
0,"-",0.619930711228857
0,"-",0.835541063786428
0,"-",0.772569798247402
0,"-",0
0,"-",0.486040350519666
0,"-",0
0,"-",0.382514774811494
1.09436374271302,"+",0.217444467087834
0,"-",0.347666598736499
0,"-",0.393315671489709
0,"-",0.456898308538822
0.872122387326556,"+",0.0970042796005706
0,"-",0
0,"-",0
0.614043774976382,"+",0.790299572039943
0,"-",0.279396780110047
0,"-",0.172610556348074
0.831538034623672,"+",0.356429590381088
0,"-",0.433666191155492
0,"-",0.371306297126554
0,"-",0.377623802730793
0,"-",0.765029549622988
0,"-",0.323823109843081
0,"-",0.836763806806603
0,"-",0.449358059914408
0,"-",0.550845730588955
0,"-",0.357652333401264
0,"-",0.388017118402282
0,"-",0.295903810882413
0,"-",0.357244752394538
0,"-",0.415528836356226
0,"-",0.211738332993682
0,"-",0
0,"-",0
0,"-",0
0,"-",0.368249439576116
0,"-",0
0,"-",0.414917464846138
0,"-",0.392296718972896
0,"-",0
0.788937667770238,"+",0.34134909313226
0,"-",0.708579580191563
0.988179910912323,"+",0.836763806806603
1.09041335355623,"+",0
0,"-",0.296922763399226
2.05328726355058,"+",0
1.6236684242468,"+",0.455267984511922
1.03433564519488,"+",0.815162013450173
0.78256938768671,"+",0.668840432035867
0.458821170281803,"+",0.44630120236397
0,"-",0.399225596087222
1.6677352173752,"+",0.690442225392297
0.721614772076204,"+",0.845119217444467
0,"-",0.446504992867332
0,"-",0.92704299979621
0.771962448992161,"+",0.308742612594253
0,"-",0.392704299979621
0,"-",0.449969431424496
0,"-",0.7083757896882
0,"-",0.843488893417567
0,"-",0.821275728551049
0,"-",0.413694721825963
0,"-",0.418585693906664
2.37813178367953,"+",0
1.31242654893474,"+",0.457917261055635
1.12982615231571,"+",0.673935194619931
1.8592740488367,"+",0.568983085388221
1.88551008878341,"+",0
0,"-",0.208273894436519
1.69550334716695,"+",0.693499082942735
1.566147409096,"+",0.916853474628082
0,"-",0.565518646831058
0.571181037663911,"+",0.931730181373548
1.11116814418053,"+",0.465457509680049
2.06210156718362,"+",0.95516608926024
0,"-",0.74363154676992
0.9349278578729,"+",0.890156918687589
0,"-",0.738536784185857
0,"-",0.349500713266762
2.54831201588915,"+",0.650295496229876
0.920511419478385,"+",0
0,"-",0.841450988383941
0,"-",0.873853678418586
0,"-",0.43427756266558
1.308121236999,"+",0.877521907479112
0,"-",0.0256776034236805
0,"-",0.450173221927858
0,"-",0.373751783166904
0,"-",0.471571224780925
0,"-",0.453026288974934
2.3252609739204,"+",0.71795394334624
0,"-",0.386794375382107
0.744360352387565,"+",0.897493376808641
0,"-",0.346036274709599
0,"-",0.545954758508253
0,"-",0
1.0479084345486,"+",0
0.962707729068656,"+",0.90707153046668
0,"-",0.44874668840432
0,"-",0.361116771958427
0,"-",0.769920521703689
0,"-",0.421234970450377
0,"-",0.355614428367638
0.648624872569244,"+",0.680048909720807
0,"-",0.793967801100469
0.987545194977163,"+",0.437130629712655
0,"-",0.743427756266558
0,"-",0.450580802934583
1.83027514130867,"+",0.220501324638272
0,"-",0.471775015284288
2.24181853511694,"+",0
0,"-",0
0,"-",0
0,"-",0.0273079274505808
1.71012801883481,"+",0.459547585082535
0,"-",0.607295700020379
0,"-",0.767678826166701
0.886673419180272,"+",0.767271245159976
0,"-",0.450173221927858
1.03119059034626,"+",0.374159364173629
0,"-",0
2.00453042114144,"+",0.00122274302017526
1.73147862064088,"+",0.465253719176686
1.51593136452463,"+",0.464030976156511
0.554847122459741,"+",0
0,"-",0.396576319543509
1.23484197164666,"+",0
2.19592193486055,"+",0.237212145914
1.74765676560217,"+",0.816792337477074
0,"-",0.423272875484002
0,"-",0.650091705726513
0,"-",0.418178112899939
1.38772105556125,"+",0.225596087222335
0,"-",0.244548604035052
1.28814401741195,"+",0
1.36006635608013,"+",0.685551253311596
0,"-",0.647646219686163
1.1093940642714,"+",0
0,"-",0
1.57645788773641,"+",0.474220501324638
1.51704163256299,"+",0.263093539841043
0,"-",0.478907682901977
0,"-",0.440798858773181
2.08409291695351,"+",0
0.811208094340772,"+",0.143876095373956
0,"-",0.334012635011208
1.60006420913208,"+",0.374363154676992
1.18083157771491,"+",0.379457917261056
0,"-",0
0,"-",0.409822702262075
2.17721074275495,"+",0
0,"-",0
1.2193324171285,"+",0.759934787038924
0,"-",0.610760138577542
1.72462550250993,"+",0.68188302425107
0,"-",0.433054819645405
0,"-",0.543916853474628
0,"-",0.421031179947014
0.664162416807938,"+",0.762176482575912
0.976612783202669,"+",0.896066843285103
0.92278965900266,"+",0
0,"-",0.316282861218667
0,"-",0
0,"-",0.411656816792337
0,"-",0
0,"-",0.454860403505197
1.22762900093811,"+",0.272060321988995
1.38681959092,"+",0
0,"-",0.901365396372529
0,"-",0.914815569594457
0,"-",0.432239657631954
1.86840429466863,"+",0.355614428367638
0.625827258742395,"+",0
0.575471109775427,"+",0.289993886284899
0,"-",0.430813124108417
0,"-",0.579987772569798
1.19945350833487,"+",0.223150601181985
0,"-",0.88220908905645
2.05655113128652,"+",0.399225596087222
0,"-",0
0,"-",0.213776238027308
0,"-",0.488078255553291
1.59331490451863,"+",0.408803749745262
1.48444219563099,"+",0
1.87494436700532,"+",0.830038720195639
1.50275654657841,"+",0.655594049317302
0,"-",0.455879356022009
0,"-",0.518646831057673
0,"-",0.255960872223354
1.28265535242243,"+",0.703892398614225
0,"-",0.247401671082128
0,"-",0.284287752190748
0,"-",0.462808233136336
0,"-",0
1.45540772047331,"+",0
1.67018177259671,"+",0
0,"-",0.321377623802731
0,"-",0
0,"-",0
0.744999070840026,"+",0
0,"-",0
0,"-",0.709190951701651
0,"-",0
1.54573084079698,"+",0.262685958834318
1.28922274661834,"+",0.0340330140615447
0,"-",0
1.39452548178497,"+",0.33014061544732
0,"-",0
0,"-",0.462808233136336
1.19985857656374,"+",0.790299572039943
0,"-",0.62176482575912
0,"-",0.348481760749949
0,"-",0
0,"-",0.379865498267781
0,"-",0
0,"-",0.184837986549827
0,"-",0.884246994090075
0,"-",0.440595068269819
0.650328614892255,"+",0.828612186672101
1.22185880429845,"+",0.682494395761158
1.33318390101005,"+",0.17546362339515
0,"-",0
0,"-",0.234562869370287
0.869457913704199,"+",0.745058080293458
0,"-",0.266965559404932
0,"-",0.585490116160587
0,"-",0.0185449358059914
1.47641779932178,"+",0.818626452007336
0,"-",0.802730792745058
0,"-",0.433054819645405
1.72633248597014,"+",0.392908090482983
0,"-",0
0.860070167542042,"+",0.870796820868148
0,"-",0
1.24180066061878,"+",0
0,"-",0.720603219889953
0,"-",0.740574689219482
0,"-",0.459547585082535
0,"-",0.392092928469533
0,"-",0.457713470552272
0.726267482891051,"+",0.46871815773385
0,"-",0.359078866924801
1.75495081071707,"+",0.793152639087018
1.32608027051499,"+",0.229875687792949
2.05751809890631,"+",0.428775219074791
0,"-",0.865702058284084
0,"-",0.300590992459751
0,"-",0.68106786223762
0,"-",0.186875891583452
0.940507231064367,"+",0
0,"-",0.460158956592623
0.929140700107864,"+",0.438353372732831
0,"-",0.0800896678214795
1.51123411178312,"+",0.399429386590585
0,"-",0.458528632565722
0.993396610650691,"+",0.42306908498064
0,"-",0
0,"-",0.902588139392704
1.36747921000026,"+",0.638271856531486
1.48243963987011,"+",0.341960464642348
0,"-",0.449765640921133
0,"-",0
0,"-",0.811493784389647
1.95089811949327,"+",0.387201956388832
2.3719407104721,"+",0
0.604172679459382,"+",0.443651925820257
0,"-",0.856939066639495
2.17478717681931,"+",0
2.22177454674826,"+",0.474628082331363
0,"-",0.448542897900958
2.1668756163322,"+",0
0,"-",0
2.25431718048717,"+",0
0,"-",0.791522315060118
0,"-",0.692480130425922
1.23265661949483,"+",0.858773181169758
1.66989005602548,"+",0.363562257998777
2.38258241729151,"+",0
1.7118617553295,"+",0.411453026288975
0.889662799682304,"+",0.873649887915223
2.10438004655306,"+",0
1.18137929721363,"+",0.414306093336051
1.5300915426844,"+",0.427144895047891
0,"-",0.872019563888323
0,"-",0.370083554106379
1.64290011267441,"+",0.392908090482983
1.81436245805565,"+",0.632158141430609
2.25775966161398,"+",0.467291624210312
1.08404945602804,"+",0.886692480130426
0,"-",0.641532504585286
2.18452599399909,"+",0.455675565518647
0,"-",0.8220908905645
2.4910707062894,"+",0.688404320358671
0,"-",0.42225392296719
0,"-",0.254738129203179
1.17794585618757,"+",0.754636233951498
0,"-",0.641124923578561
0,"-",0.154269411045445
0,"-",0.427756266557978
0,"-",0.286325657224373
0,"-",0.463215814143061
0,"-",0.256368453230079
1.91996529756053,"+",0
0,"-",0.182596291012839
0,"-",0.405543101691461
1.88503609469662,"+",0.697574893009986
1.83571724115939,"+",0.428163847564703
0,"-",0
2.99901572364754,"+",0.614835948644793
0,"-",0
0,"-",0
0,"-",0
0,"-",0.158141430609334
0.437345802538479,"+",0.449765640921133
0,"-",0.357040961891176
0,"-",0.444263297330344
1.92021370570036,"+",0.658243325861015
0,"-",0
0,"-",0.435296515182392
0,"-",0.397391481556959
2.37547280874254,"+",0.157326268595883
0,"-",0
0,"-",0
1.600853486456,"+",0.730996535561443
0,"-",0
0,"-",0.382310984308131
0,"-",0.732015488078256
1.70593547338393,"+",0.00957815365803954
0,"-",0.250866109639291
0,"-",0.411656816792337
0,"-",0
1.74130360427001,"+",0
0,"-",0.020990421846342
0,"-",0.277358875076421
0,"-",0.931730181373548
0,"-",0.481149378438965
0,"-",0.639902180558386
1.57150393782054,"+",0.474220501324638
0,"-",0.407988587731812
1.88054830915556,"+",0.292031791318525
0,"-",0.832280415732627
0,"-",0
2.08996865015039,"+",0
1.87049181002277,"+",0.31648665172203
0,"-",0.393723252496434
1.72614261478103,"+",0
2.59290746158095,"+",0.360301609944977
1.90375129004809,"+",0
1.33200247558617,"+",0.465865090686774
0,"-",0
0,"-",0.672712451599755
2.00138775354247,"+",0.24760546158549
0,"-",0.70593030364785
0,"-",0.556144283676381
0,"-",0
0,"-",0.336661911554922
0,"-",0.433258610148767
0,"-",0
1.56399310965288,"+",0
0,"-",0.217444467087834
0,"-",0
0,"-",0.594253107805176
2.3034855883273,"+",0
0.848213192258892,"+",0.639087018544936
2.16209816662043,"+",0.687792948848584
0,"-",0.444467087833707
1.67422022699858,"+",0
0.617684034197115,"+",0.869981658854697
0,"-",0.378438964744243
0,"-",0.382718565314856
0,"-",0.453433869981659
2.51894771481597,"+",0
0,"-",0.305889545547178
0,"-",0
1.31841052988947,"+",0.750356633380884
0,"-",0
0,"-",0.20990421846342
1.6907966849582,"+",0.480334216425515
1.54167716546894,"+",0.396983900550234
0,"-",0.386386794375382
0,"-",0.829019767678826
0,"-",0
0,"-",0.457305889545547
0,"-",0.466680252700224
2.14560021193091,"+",0
0,"-",0.436315467699205
1.2455775638078,"+",0.845730588954555
0,"-",0
0.871232303544898,"+",0
1.94960494617835,"+",0.54249031995109
1.39111364755584,"+",0
0,"-",0.472182596291013
0,"-",0.418381903403301
2.16380110062117,"+",0.448135316894233
0,"-",0.414713674342776
0,"-",0
1.13768625351892,"+",0.629305074383534
0,"-",0.422457713470552
2.55185003350502,"+",0.454249031995109
2.19509408385393,"+",0
0,"-",0.433869981658855
0,"-",0.381903403301406
0,"-",0
0,"-",0.313022213164867
0,"-",0.381495822294681
0,"-",0.0531893213776238
1.96606371511628,"+",0.42469940900754
0,"-",0
1.53136860970446,"+",0.452414917464846
1.1184660819427,"+",0.446912573874057
1.47096956626873,"+",0.395557367026697
1.68989523212849,"+",0.169961279804361
0,"-",0.173833299368249
0,"-",0
0,"-",0.787038923986142
0,"-",0.436926839209293
0,"-",0.436926839209293
0,"-",0
0,"-",0
1.81404718615565,"+",0.818626452007336
0,"-",0
1.30161500675832,"+",0.247809252088853
0,"-",0
2.23931684848936,"+",0.457305889545547
0,"-",0.848379865498268
0,"-",0
0,"-",0.435296515182392
0,"-",0.83411453026289
2.00416002237646,"+",0.531689423272875
0.843846147700266,"+",0.547992663541879
0,"-",0
0,"-",0.42225392296719
0,"-",0.445893621357245
2.14626690973484,"+",0
0,"-",0
0,"-",0.799877725697982
2.18138266187056,"+",0
0,"-",0
0,"-",0.911962502547381
0,"-",0.805380069288771
0,"-",0.486040350519666
0,"-",0
0,"-",0.382514774811494
1.74656133085108,"+",0.266354187894844
0,"-",0.467087833706949
0,"-",0.242306908498064
0,"-",0.364785001018953
0,"-",0.214795190544121
1.05793131466657,"+",0.657224373344202
0,"-",0
0,"-",0
2.72159442620997,"+",0.597106174852252
0,"-",0.390462604442633
0,"-",0.253515386183004
2.11296423371848,"+",0.711636437742001
0,"-",0
1.05965297925439,"+",0.397595272060322
1.16397646005212,"+",0
0,"-",0.458732423069085
0,"-",0
0,"-",0.419808436926839
2.37106003102387,"+",0
0,"-",0
0,"-",0
0,"-",0
0,"-",0
0,"-",0.274505808029346
0,"-",0.632361931933972
0,"-",0.426533523537803
1.56329647684106,"+",0.310984308131241
0,"-",0.453841450988384
0,"-",0.913796617077644
0,"-",0
1.19165516190869,"+",0.819441614020787
1.85919780513569,"+",0.588343183207663
2.3010565219101,"+",0.467087833706949
0,"-",0.670266965559405
1.87002740356441,"+",0.0507438353372733
0,"-",0.892806195231302
0,"-",0.555532912166293
0,"-",0.760138577542287
0,"-",0.230079478296311
0,"-",0.440187487263094
1.19840175927648,"+",0.621153454249032
1.14625364847323,"+",0.12981455064194
0,"-",0
0.950907712287246,"+",0.783778275932342
0,"-",0.0923170980232321
0.736897664215746,"+",0
0,"-",0.427960057061341
0,"-",0.747707356837171
0,"-",0.586916649684125
0,"-",0
0.620453523624463,"+",0.261870796820868
2.05003712684312,"+",0.711840228245364
0,"-",0.221112696148359
0,"-",0.869574077847972
0,"-",0.450377012431221
0,"-",0.865702058284084
0,"-",0.331159567964133
0,"-",0
0,"-",0
0,"-",0
0,"-",0
0,"-",0.829223558182189
1.11240001722411,"+",0.206847360912981
0,"-",0
0,"-",0.160994497656409
0.698896351673114,"+",0.607499490523742
0,"-",0.409211330751987
0,"-",0.581618096596699
0.927474899025573,"+",0.792541267576931
0,"-",0.454452822498472
1.03503738208674,"+",0.707356837171388
0,"-",0.73160790707153
0,"-",0.865294477277359
0,"-",0.264520073364581
0,"-",0.650906867739963
0,"-",0.33890360709191
0,"-",0.238638679437538
0,"-",0.33177093947422
0,"-",0
0,"-",0
0,"-",0.597921336865702
0,"-",0
0,"-",0.8830242510699
0,"-",0
1.3408959827899,"+",0.241287955981251
0,"-",0.532504585286326
0,"-",0
0.643611481095552,"+",0.416343998369676
0,"-",0.495007132667618
1.94010412181633,"+",0
0,"-",0.908701854493581
0,"-",0.26839209292847
0,"-",0.456490727532097
0,"-",0.909517016507031
1.07734044392129,"+",0.402893825147748
0,"-",0.131241084165478
0,"-",0
1.90472393454897,"+",0.249643366619116
0.924254076153467,"+",0.693499082942735
1.07753208498705,"+",0.860199714693295
0,"-",0.188913796617078
0.847602738438346,"+",0.348685551253312
0.974313763486035,"+",0.841247197880579
0,"-",0
0,"-",0.0947625840635826
0,"-",0
0,"-",0.372529040146729
0,"-",0.427552476054616
0,"-",0.0703077236600774
0,"-",0.336254330548196
1.1010180636857,"+",0.801915630731608
0,"-",0.400855920114123
0,"-",0
0,"-",0.450377012431221
0,"-",0.394130833503159
0,"-",0.639087018544936
1.69326669249098,"+",0.530059099245975
0,"-",0.831669044222539
0.99511294292972,"+",0.656816792337477
0,"-",0.25799877725698
0,"-",0
0,"-",0.255349500713267
1.20229542065056,"+",0.792745058080293
0,"-",0.00183411453026289
0,"-",0.721010800896678
0,"-",0.787854085999592
1.00907820199899,"+",0.81088241287956
0,"-",0.779091094355003
0,"-",0.34297941715916
0,"-",0
0,"-",0.778683513348278
0,"-",0.378031383737518
1.25050565801221,"+",0.833910739759527
0,"-",0.866313429794172
0,"-",0.891379661707764
0,"-",0.899735072345629
0.719338659015538,"+",0.64499694314245
0,"-",0.479722844915427
0.890254791004425,"+",0.546566130018341
0,"-",0.363358467495415
0,"-",0
0,"-",0.595883431832077
0,"-",0.386794375382107
0,"-",0.419197065416752
0,"-",0.427960057061341
0,"-",0.774607703281027
0,"-",0.219074791114734
0,"-",0.378642755247605
0,"-",0
0,"-",0
0,"-",0.865905848787446
0,"-",0.275524760546159
0,"-",0.443040554310169
0,"-",0.456286937028734
0,"-",0
0,"-",0.198084369268392
0,"-",0.360505400448339
0,"-",0.481149378438965
0,"-",0.833706949256165
0,"-",0.391685347462808
0,"-",0
0,"-",0.887303851640514
0,"-",0.890768290197677
0,"-",0.31567148970858
0.83455167095244,"+",0.820256776034237
0.863783459246928,"+",0.472182596291013
2.20078805549461,"+",0
0,"-",0.890972080701039
1.78141811543332,"+",0
0,"-",0.455471775015284
0,"-",0.444670878337069
1.00226115799641,"+",0.779294884858366
0,"-",0.66904422253923
0,"-",0.338496026085184
0,"-",0.476258406358264
1.10925785477444,"+",0.829427348685551
1.40106164095892,"+",0.471571224780925
0,"-",0
0,"-",0.467495414713674
0,"-",0.373547992663542
0,"-",0.899735072345629
0,"-",0.888730385164051
0,"-",0.427756266557978
1.47811378632866,"+",0.900346443855716
2.00258783217532,"+",0.780517627878541
0,"-",0.877929488485837
0.951785585241207,"+",0.909313226003668
1.44180138921583,"+",0.77807214183819
1.69981571545001,"+",0.591400040758101
0,"-",0.45669451803546
0,"-",0.332178520480946
0,"-",0.418178112899939
0,"-",0.825962910128388
0,"-",0.426941104544528
0,"-",0
0,"-",0.277155084573059
0,"-",0.475035663338088
0,"-",0.372325249643367
0,"-",0
0,"-",0.897493376808641
0,"-",0.404116568167923
0,"-",0
0,"-",0.166089260240473
0,"-",0.68106786223762
0,"-",0
0,"-",0.479315263908702
0,"-",0
0,"-",0
0,"-",0.257794986753617
0,"-",0.390870185449358
0,"-",0
0,"-",0.358875076421439
0,"-",0.452618707968209
0,"-",0.423272875484002
0,"-",0.432239657631954
0,"-",0.382310984308131
0,"-",0.112696148359486
0,"-",0
0,"-",0.455675565518647
0,"-",0
0,"-",0
0,"-",0.901161605869166
0,"-",0.51762787854086
0,"-",0
0,"-",0
0,"-",0.357856123904626
0,"-",0.46077032810271
0,"-",0.393723252496434
1.35716679882967,"+",0
1.76829599925935,"+",0.789891991033218
1.36797774859458,"+",0.673935194619931
0,"-",0.3525575708172
1.60640482554165,"+",0.423680456490728
0,"-",0.466680252700224
0.811486173310762,"+",0.420012227430202
0.78532246425913,"+",0.781128999388628
0,"-",0
1.22363427341883,"+",0.418789484410027
0,"-",0.417159160383126
0.478789040692088,"+",0.880374974526187
1.67718519280952,"+",0.0224169553698798
0,"-",0.910332178520481
0,"-",0.839413083350316
0,"-",0.757081719991848
1.56848926349027,"+",0.450784593437946
0.918787987696348,"+",0.799470144691257
0,"-",0.34297941715916
1.33193406058507,"+",0.795598125127369
0.872041390770809,"+",0.865090686773996
0,"-",0.53922967189729
2.45494973187647,"+",0
0,"-",0.21316486651722
0,"-",0.39983696759731
0.590824958647273,"+",0.874668840432036
1.08112314177752,"+",0.65783574485429
0,"-",0.585490116160587
0.758561552561009,"+",0.844711636437742
1.32954458757593,"+",0.451803545954759
0.354811971981824,"+",0.910535969023843
0,"-",0.772977379254127
0,"-",0.548807825555329
0,"-",0.712655390258814
0,"-",0.819645404524149
0,"-",0.852048094558794
0.910095810942487,"+",0.7644181781129
0.686296846072931,"+",0.805380069288771
0,"-",0.430201752598329
1.76210792118259,"+",0.821683309557775
1.15184771954717,"+",0.872223354391685
1.53726635720562,"+",0.887507642143876
0.443106313327388,"+",0.912370083554106
1.09143452060376,"+",0.913796617077644
1.01981542748029,"+",0.872223354391685
1.34521899075959,"+",0.935398410434074
0,"-",0.382922355818219
0,"-",0.437130629712655
0.926183690294158,"+",0.871204401874873
0.740781610775123,"+",0.870796820868148
0,"-",0.89504789076829
0.377859491513997,"+",0.355614428367638
0,"-",0
1.32098268987025,"+",0.904014672916242
0,"-",0
0,"-",0.395353576523334
0,"-",0.443651925820257
0,"-",0.85897697167312
0.396121831870004,"+",0.700224169553699
0,"-",0.857550438149582
1.72990216503514,"+",0.784185856939067
1.15717857505405,"+",0.866109639290809
1.79159282200318,"+",0.350519665783574
0,"-",0.193193397187691
1.61522291972944,"+",0.769920521703689
0,"-",0.909313226003668
1.07926022030567,"+",0.709802323211738
1.90521073610303,"+",0.434888934175667
1.10844137008928,"+",0.923578561239046
0,"-",0.793356429590381
0,"-",0.470552272264113
0,"-",0
0,"-",0.767678826166701
0,"-",0.724067658447116
1.53822267255748,"+",0.837782759323416
1.51261207646434,"+",0.884246994090075
0,"-",0.484613816996128
0,"-",0.794986753617281
0,"-",0.44548604035052
0,"-",0.276543713062971
2.05486802363082,"+",0.943550030568576
0,"-",0.474831872834726
0,"-",0.452007336458121
0,"-",0.468514367230487
0,"-",0
1.43216574727883,"+",0.451803545954759
0,"-",0.718972895863053
0,"-",0.406969635214999
2.07749709965715,"+",0.779294884858366
0,"-",0.459751375585898
1.09238462841862,"+",0.865498267780721
1.79301056409911,"+",0.352761361320562
0,"-",0.479111473405339
0.947703670826289,"+",0.590381088241288
1.87484051168905,"+",0.914611779091094
2.11616756792241,"+",0.839005502343591
1.72348982996304,"+",0.772569798247402
0,"-",0.841247197880579
1.80734463789444,"+",0.448339107397595
0,"-",0.633992255960872
0,"-",0.466476462196862
2.68541688021177,"+",0.696148359486448
0,"-",0.42143876095374
2.17501767500296,"+",0.451803545954759
1.57971339318672,"+",0.464846138169961
1.88190356872256,"+",0.825962910128388
0,"-",0.468106786223762
0,"-",0.443244344813532
0,"-",0.902791929896067
2.11745257159444,"+",0.831261463215814
0,"-",0
0,"-",0.788669248013043
0,"-",0
