"SLCO2A1","SLCO2A1_level","la_score"
2.65887483659063,"+",0.355206847360913
0.832809280516499,"+",0.784797228449154
1.53051695045905,"+",0
0,"-",0
2.06763174829063,"+",0
2.97136368253703,"+",0.343794579172611
0,"-",0
2.02081916795289,"+",0.397595272060322
1.91009641529294,"+",0.172406765844712
2.93183297968347,"+",0
0,"-",0
0,"-",0.760953739555737
0,"-",0.406562054208274
0,"-",0
2.23408840585968,"+",0
0,"-",0.144691257387406
