"cytotoxicity_score","inflammatory_score","general_stress_score","PTGDR","PTGDR_level"
0.718781881248725,0.180073499387505,0.369698832206515,0,"-"
0.418843093246276,0.144920004454508,0.50839991804958,0,"-"
0.0368802285247909,0.106833958201863,0.443000556092136,0,"-"
0.167465823301367,0.161290322580645,0.618330552872655,0,"-"
0.122832075086717,0.151898734177215,0.449454151666813,0,"-"
0.156549683738013,0.0872712424366161,0.359762343782012,0,"-"
0.48347276066109,0.16804632688667,0.252890215705213,0,"-"
0.519281779228729,0.175656111956643,0.484795270290046,0,"-"
0.0754437869822485,0.174616726678793,0.421400766821787,1.48905107788722,"+"
0.097072026117119,0.0879394186866625,0.445576140720578,0,"-"
0.129055294837788,0.088830320353391,0.309933561623789,0,"-"
0.583299326668027,0.181818181818182,0.440966429595809,0,"-"
0.354927565802897,0.129292104383979,0.367093979570931,0,"-"
0.520812079167517,0.172575077025873,0.276919249568297,0,"-"
0.643083044276678,0.170644790081295,0.549214154008254,0,"-"
0.0991634360334626,0,0.430151900957064,0,"-"
0.120587635176495,0.0896098593117785,0.368293967863728,0,"-"
0.543970618241175,0.181075763762575,0.184681125062195,0,"-"
0.45914099163436,0.246557036267122,0.325109023326602,0,"-"
0.589216486431341,0.20141801848621,0.370079316299353,1.36082041988671,"+"
0.792644358294226,0.0899439474368017,0.311879884098692,0,"-"
0.335237706590492,0.167749359664427,0.354318494453713,0,"-"
0.103499285860029,0.0476632391699766,0.53989229373372,0,"-"
0,0.02609599465459,0.346255158486259,0,"-"
0.462354621505815,0.103196109729389,0.387157198466356,0,"-"
0,0.0798099409777646,0.395030292387391,0,"-"
0.51152825953887,0.314339804744051,0.204729709954049,0,"-"
0.219189961232402,0.0400534541000037,0.428073872450025,0,"-"
0.294429708222812,0.0847099001447715,0.497321977346562,0,"-"
0.176494592940216,0.160250937302795,0.498360991600082,0,"-"
0.27555600897776,0.0863432198671072,0.471156378962156,0,"-"
0.286421138543154,0.0863432198671072,0.466239353762402,0,"-"
0,0,0.426215353996546,0,"-"
0.460824321567027,0.172018263484168,0.412137442561536,0,"-"
0.604009385839625,0.178217454248487,0.299748295138584,0,"-"
0.158028973678841,0.0713092542410631,0.281616764714491,0,"-"
0,0.000519692638924979,0.486302572657828,0,"-"
0.706182411752704,0.224692824529493,0.350542921532473,0,"-"
0.679249132830035,0.260737221129218,0.20263704744344,0,"-"
0.152723933891043,0.0603957088236386,0.476409986244037,0,"-"
0.606151805753928,0.167600876053306,0.378918254456054,0,"-"
0.698428892062844,0.127770147369984,0.363786694763954,0,"-"
0.0864109365435625,0,0.409386249890245,0,"-"
0.702203631911855,0.137867032926241,0.240758626745105,0,"-"
0.29468475821261,0,0.28790938624989,0,"-"
0.343450316261987,0.179405323137459,0.368191529838733,0,"-"
0.56631299734748,0.0902780355618249,0.425820235900138,0,"-"
0.580289736788411,0.17123872452578,0.356747739046448,0,"-"
0.680473372781065,0.180778796540332,0.310006731641642,0,"-"
0,0.0739448383384684,0.392220563701818,0,"-"
0.0880432564782697,0.159879728274992,0.474024643662013,0,"-"
0.407926953682922,0.173354615984261,0.460210144291275,0,"-"
0.496480310140788,0.171832658970266,0.446981005063365,0,"-"
0.575749846970006,0.282415828352946,0.451019990048878,0,"-"
0.0716690471332381,0.157095660566465,0.549536102086809,0,"-"
0.00826361966945521,0.200527116819481,0.386791348377089,0,"-"
0.328708426851663,0.176658376331712,0.330684578687037,0,"-"
0.583656396653744,0.173503099595382,0.44288348406357,0,"-"
0.230565190777392,0.0871227588254946,0.409869172008078,0,"-"
0,0.0893871338950963,0.441171305645799,0,"-"
0.381707814731687,0.234195775641264,0.522097345391752,0,"-"
0.0445827382166905,0.07724859868592,0.419103228261188,0,"-"
0.0715670271373189,0.162589554177958,0.480609945268827,0,"-"
0.28693123852275,0.0591707190318869,0.358313577428513,0,"-"
0.351050805957968,0.185493151193437,0.483068457868704,0,"-"
0.606508875739645,0.203348305430788,0.393230309948196,0,"-"
0.381299734748011,0.093321949589814,0.569877367050078,0,"-"
0.198122832075087,0.170310701956272,0.506014575467556,0,"-"
0.47194450112222,0.253201677864806,0.192085930868967,0,"-"
0.264180779432769,0.158728980288801,0.481970907600901,0,"-"
0.635278514588859,0.177549277998441,0.362528170456874,0,"-"
0.44266476229341,0.379895319054159,0.464614979366055,0,"-"
0.0320852887165885,0.107836222576933,0.489185471361255,0,"-"
