"gene","HR","lower.95","upper.95","pvalue"
"PTGDS",0.900081017790264,0.834051909420302,0.971337430483722,0.006767
"PTGDR",0.790496769005249,0.602548681795043,1.03706996743591,0.089661
"HPGDS",0.961070142931907,0.929787625071758,0.993405154821102,0.01868
"SLCO2A1",1.00071312791696,0.997483006695207,1.00395370914961,0.665621
