,p.value,statistic.t,mean_case,mean_control,p.adjust,log2FC
Temsirolimus_1016,1.62365274806463e-07,5.4559379311667,0.190091489641208,0.125847925449825,1.41232342074889e-06,0.595012509784264
Olaparib_1017,0.000117107582489882,3.92860726284716,40.1418862598713,34.744236691555,0.000330603713644513,0.208334724118482
Veliparib_1018,0.00192867530948513,3.14012117494156,51.750329619457,47.7293477042102,0.0037058839716285,0.116691431915638
Bosutinib_1019,0.000730817075775487,3.4331582038384,7.41176064859222,6.25582020889995,0.00157770509888002,0.244617242044499
Lenalidomide_1020,0.00123260936560136,3.27465965860011,53.6053371248175,48.7001807694777,0.00249926871367789,0.138449519892404
Axitinib_1021,1.59625830096082e-05,4.42377332821304,9.95797322563665,8.065050434284,6.16659785739602e-05,0.304168581171225
AZD7762_1022,1.35292322628245e-06,5.01968362642556,0.983841990536074,0.656761418124336,7.74215975175068e-06,0.583057253285408
Lestaurtinib_1024,7.05625549857881e-10,6.55831205488376,0.874816149265548,0.517205088739506,2.87738418664269e-08,0.758243383266083
SB216763_1025,5.54362212260398e-05,4.1182137643781,89.688117681825,79.3652332170242,0.000174033418576122,0.176409704673188
Tanespimycin_1026,0.00488708176989886,-2.84271820087378,0.567718162953835,0.697666953793085,0.00823997447845358,-0.297363601146367
VX.702_1028,6.50386758206086e-06,4.6247625443748,20.9071301468553,18.1707356400009,2.98364925327042e-05,0.202378213418267
Motesanib_1029,7.91713414576284e-05,4.02691976063339,15.6930996766814,14.4835400716336,0.000236226685487395,0.115716069817101
KU.55933_1030,0.000170716420713555,3.83476501354304,53.0115962981938,46.1824022798478,0.000447520902870533,0.198964764012923
Elesclomol_1031,0.00125847590667966,3.26911858975475,0.0532772316164404,0.043638841064674,0.00252382873088216,0.287906331349952
Afatinib_1032,0.000193712189786731,-3.79006609933503,2.89715227461606,3.34110598528317,0.000493697039248128,-0.205690233219594
Vismodegib_1033,0.000179763289690292,3.81121035210144,91.5694208939286,81.7508553835157,0.000464599488143219,0.163632072611983
PLX.4720_1036,0.00158059225978145,3.2027868775725,53.8939409692898,47.9735399226034,0.00313555329372861,0.167884188403045
BX795_1037,3.02050704405336e-09,6.25526895166191,8.40200595046964,6.00390550613113,6.92828803229741e-08,0.484832536625966
NU7441_1038,4.60136909712273e-08,5.67975589202746,11.5689677923991,9.58853587380174,5.48539622657873e-07,0.270877705761426
SL0101_1039,0.0347600446883051,2.12469181311933,82.1960144557183,77.10517447207,0.0486905969488854,0.092240760183651
Doramapimod_1042,4.90319978621491e-09,6.09035224381939,67.5031379556502,66.4550302037376,8.99737160770436e-08,0.0225761628935175
JNK.Inhibitor.VIII_1043,0.0194438528499712,2.357127159351,84.0112416747665,79.5669374030657,0.0291260979426099,0.0784133205298921
Wee1.Inhibitor_1046,0.00133099103865344,3.25366129443349,7.61036517569818,6.73269114477917,0.00265474843035768,0.176782397447753
