,p.value,statistic.W,mean_case,mean_control,p.adjust,log2FC
ZM447439_1050,1.8738930547527e-05,4571,19.3020880390645,15.8493526173358,2.66928650964773e-05,0.284333008893179
Alisertib_1051,1.36929059020492e-08,5050,9.44503317575697,3.89456283880361,8.21574354122952e-08,1.27809446795401
RO.3306_1052,1.83424385530239e-10,5289,18.4712884394919,14.5932457527158,5.4930569650679e-09,0.339983707488797
MK.2206_1053,5.57848445046697e-09,5102,25.6609665130932,14.7626571828252,4.63585113660983e-08,0.797623089605496
Palbociclib_1054,8.49936536412417e-08,4940,48.207960226969,26.1805139836739,2.71431345499449e-07,0.880777966796953
Dactolisib_1057,2.30367503451121e-10,5277,0.24885605288206,0.125506462404391,5.70159571041524e-09,0.987549826522489
Pictilisib_1058,1.51159795728584e-07,4904,4.79506691839624,3.12486410364259,4.27566279346567e-07,0.61775749899698
AZD8055_1059,7.24452869644965e-09,5087,0.822527332673338,0.635964168043309,5.31265437739641e-08,0.371118138134698
PD0325901_1060,4.10648531883427e-05,4510,2.03954359847829,1.26137788501479,5.60747650433921e-05,0.693245802721284
Obatoclax.Mesylate_1068,1.46850286414605e-09,5177,4.61502220516435,2.84695502452513,2.04655833817796e-08,0.696917887481139
X5.Fluorouracil_1073,0.000243001708702531,4362,160.968763396366,85.6724881649056,0.000310415085955492,0.90987686097078
Dasatinib_1079,5.14634722400231e-05,4492,7.71024988720929,3.81948136889043,6.931814628248e-05,1.01340086412796
Paclitaxel_1080,0.000940725484961171,4238,0.0858717116928348,0.0492688634158574,0.0011288705819534,0.801506759021915
Crizotinib_1083,1.61933303407602e-06,4748,28.2708237046253,19.1502491995206,2.88854000673019e-06,0.561950752583919
Rapamycin_1084,1.95539535165006e-06,4735,0.138221750527788,0.0884936928540346,3.45685963952421e-06,0.643338115763999
Sorafenib_1085,1.08178046497142e-07,4925,15.9458855881119,10.6369968528791,3.24534139491427e-07,0.584093331181101
BI.2536_1086,0.0180237846840997,3915,1.46365850862497,1.24896918662058,0.0200489290306277,0.228841107983238
Irinotecan_1088,2.73598882520765e-08,5009,18.0765237877551,8.14143353233656,1.33364372752849e-07,1.15076251673524
Oxaliplatin_1089,1.82536825522024e-05,4573,54.2052971858423,30.5429247607892,2.61900662705513e-05,0.827595625302735
BMS.536924_1091,5.64889469306041e-06,4660,9.4781163563689,6.39986423734487,9.32067624354968e-06,0.566559071041134
GSK1904529A_1093,0.000272274300367917,4352,80.3421602317091,66.6380587679538,0.000343377780081831,0.269810878746912
Tozasertib_1096,2.06841139558531e-09,5158,20.1668971441292,13.4585963932303,2.55965910203682e-08,0.583461171523893
PRIMA.1MET_1131,9.31427819820801e-10,5202,120.395082008601,63.4225283244543,1.41863621788091e-08,0.924709164573088
Niraparib_1177,8.91705519555741e-09,5075,89.3427887491038,53.8725209007301,6.0881963059323e-08,0.729801711720066
MK.1775_1179,5.8881126698793e-06,4657,2.27787226544604,1.24661723611818,9.6350934598025e-06,0.869668283223904
Dinaciclib_1180,5.89987314001823e-05,4481,0.0688879358867128,0.0540210468661838,7.89307352515952e-05,0.350729752804118
Gemcitabine_1190,5.57059243299021e-08,4966,1.1066087144017,0.242108832308046,1.9972566009298e-07,2.19241757399217
Bortezomib_1191,0.00125545659224422,4210,0.0081753394067124,0.00680864901483234,0.00149747232086961,0.263910062338689
GSK269962A_1192,8.40901926781795e-06,4631,18.393555566816,14.7925802545497,1.30077016799059e-05,0.314326664718301
Tamoxifen_1199,1.92364504740909e-05,4569,37.878161607736,30.29919697448,2.72058370990714e-05,0.32208675405034
Fulvestrant_1200,1.17841241992392e-05,4606,19.8066694747422,15.6717571142286,1.78111190186975e-05,0.337819365434731
EPZ004777_1237,7.96738935277235e-08,4944,194.9411840979,130.175179963297,2.62923848641487e-07,0.582584511431259
YK.4.279_1239,2.73130683138125e-05,4542,12.8666916627973,6.87331321788968,3.78180945883558e-05,0.904563539700908
Daporinad_1248,2.04196639993637e-06,4732,0.0152940872177838,0.00920163477246556,3.57795882466727e-06,0.733011906665503
BMS.345541_1249,1.07272009542002e-05,4613,32.3353589765318,22.3507437061213,1.64650061157491e-05,0.532789789876478
AZ960_1250,1.71542399674212e-07,4896,10.0858872930801,5.03978720324033,4.78385846978788e-07,1.00090328410268
Talazoparib_1259,8.77809314430594e-08,4938,31.3731170936583,15.6760713302619,2.75882927392472e-07,1.00096483336745
XAV939_1268,6.76175510580397e-07,4807,86.2372366683056,67.1757573328866,1.43959947413891e-06,0.360370268887633
Trametinib_1372,0.00454166487331784,4077,2.56953846399239,1.48428131328242,0.00516810140756858,0.791744698946148
Dabrafenib_1373,5.66243729279404e-08,4965,121.216901615065,65.383729391013,1.9972566009298e-07,0.890587298130333
Temozolomide_1375,3.07492837400873e-08,5002,463.278966744093,277.745076789929,1.39131623326144e-07,0.738119845142324
AZD5438_1401,1.57283403370419e-06,4750,11.0098578242402,6.8203512227159,2.83110126066754e-06,0.690877899082533
IAP_5620_1428,0.000475060606888986,4302,197.337521587805,138.940243147244,0.000584236025863474,0.506200767765354
AZD2014_1441,1.97651103808423e-07,4887,9.46719151494913,5.74875439920732,5.21798914054236e-07,0.719687110552211
AZD1208_1449,5.85054963908731e-08,4963,220.612059423601,150.807568897166,1.9972566009298e-07,0.548802817821928
AZD1332_1463,3.05817471356882e-07,4859,55.6846026708149,34.6344024334058,7.56898241608284e-07,0.685072681199234
Ruxolitinib_1507,2.88008575833945e-06,4708,136.793922741797,103.067285982693,4.9160084495794e-06,0.408417650427549
Linsitinib_1510,8.72204036519713e-07,4790,49.0344017969655,33.8373923966467,1.78037524980312e-06,0.535175882886275
Epirubicin_1511,1.88548142474515e-07,4890,0.452157327298785,0.235505983255887,5.04493678512892e-07,0.941061129683699
Cyclophosphamide_1512,4.22465792509117e-07,4838,188.257661529041,141.815889449304,9.50548033145513e-07,0.408689394280424
Pevonedistat_1529,1.6509855241239e-08,5039,2.62314945594257,1.1786735684215,9.08042038268143e-08,1.15413578682325
Sapitinib_1549,1.97465353147762e-05,1641,53.0513105761571,75.1136437882161,2.77291772505368e-05,-0.501686593647471
Uprosertib_1553,7.23701166637507e-06,4642,23.2308752318457,16.5875469859629,1.12829000782855e-05,0.48594295705577
LCL161_1557,0.000421031682340619,4313,149.92012978121,122.005433869367,0.000521026706896516,0.297248703138079
Luminespib_1559,1.1532853582063e-07,4921,0.145577348595626,0.0640639560408298,3.40821643171415e-07,1.18420109946619
Alpelisib_1560,5.75574882349123e-08,4964,43.8531466900221,27.5059119725895,1.9972566009298e-07,0.672938630144338
Taselisib_1561,3.81560196990032e-08,4989,10.6681625514281,6.02867063507577,1.56753359377647e-07,0.82339989485043
EPZ5676_1563,2.83020424886675e-07,4864,285.92519960364,195.902254293946,7.18436463173867e-07,0.545503776274987
SCH772984_1564,0.0220643518494479,3889,16.8371952313064,12.5663941231435,0.0244063780234117,0.422081098286517
IWP.2_1576,7.73961197508446e-07,4798,17.2747957007672,13.0017736071304,1.61309807480708e-06,0.409960210162954
Leflunomide_1578,4.6509535499556e-08,4977,158.293274586897,117.92093156159,1.84177760578242e-07,0.424780134218513
Entinostat_1593,1.30095288551066e-08,5053,10.8518263654317,6.04347683735124,8.04964597909718e-08,0.84448718712789
LGK974_1598,0.000603048180927608,4280,62.2360762703672,48.5576005820405,0.000732537054132923,0.358053972939983
VE.822_1613,1.49100936625979e-08,5045,36.8381956112427,17.4896046305112,8.68293689763051e-08,1.07470472173798
WZ4003_1614,2.61868766335255e-07,4869,45.8255800823575,32.4684119688849,6.73376827719228e-07,0.49711631912552
CZC24832_1615,5.67685392013205e-09,5101,172.339132905356,120.405014769915,4.63585113660983e-08,0.517354849927661
GSK2606414_1618,3.87924980278016e-08,4988,47.1121590152756,30.7740940801902,1.56753359377647e-07,0.614383060449404
PFI3_1620,5.9821950103879e-09,5098,203.414391505333,152.315303351476,4.63585113660983e-08,0.41736085415003
PCI.34051_1621,5.25815887125232e-10,5233,105.664469542256,62.512724405968,9.46468596825417e-09,0.757268557418579
Wnt.C59_1622,7.23701166637507e-06,4642,74.5623502999558,57.4715173867142,1.12829000782855e-05,0.375600195982575
I.BET.762_1624,8.92075562552238e-08,4937,32.6025698281079,19.6784181849853,2.75985877164599e-07,0.728371429465399
RVX.208_1625,2.35792593771192e-06,4722,128.295272502841,91.1583215229469,4.09534504971018e-06,0.493021744208864
OTX015_1626,6.48456920419657e-06,4650,15.1562348736453,8.70379034071673,1.04385748165116e-05,0.800195692250503
GSK343_1627,2.82894124021195e-08,5007,17.8422976888793,13.1662047467909,1.33364372752849e-07,0.438461875775683
ML323_1629,0.00287448980113031,4126,94.2576492221711,78.2158886792346,0.00330900570130118,0.269147996513206
Entospletinib_1630,1.32896328687956e-05,4597,45.4982507079885,33.2224078630042,1.96369202091159e-05,0.453654439014037
PRT062607_1631,1.94198983613512e-10,5286,29.0733361576165,18.0223127035651,5.4930569650679e-09,0.689912473752052
Ribociclib_1632,1.17318037233495e-06,4770,45.1660568214145,36.545542548448,2.27735013453255e-06,0.305543514467791
AGI.6780_1634,4.16049503347047e-07,4839,67.8382416580826,48.671658225423,9.50548033145513e-07,0.479016848727411
Picolinici.acid_1635,5.57059243299021e-08,4966,183.941000658654,134.676100960573,1.9972566009298e-07,0.449749234884016
AZD5153_1706,8.85297772109713e-07,4789,6.93638301028368,3.87248710920338,1.78866284569105e-06,0.840923126331356
CDK9_5576_1708,1.49775697511537e-05,4588,0.796121724727616,0.556305384455433,2.18055794906503e-05,0.517111962125418
CDK9_5038_1709,2.59405043043725e-05,4546,0.122574843279255,0.0835721060784939,3.61705623398997e-05,0.552569518628094
Eg5_9814_1712,6.94554977079305e-06,4645,0.0597288314112542,0.0344595839671635,1.10904746340083e-05,0.793522211952942
ERK_2440_1713,0.000209348219473972,4375,17.1645670745398,11.3278354659374,0.000269161996466536,0.599561254146557
ERK_6604_1714,0.00976653383326353,3990,34.970831782626,27.3516319066161,0.0109252751355151,0.354525198520657
IRAK4_4710_1716,1.10195641440601e-05,4611,149.598596695629,116.067309044301,1.67836438501838e-05,0.366134955214625
JAK1_8709_1718,8.59296888532485e-07,4791,75.004368890596,48.7930355943702,1.77229983259825e-06,0.620299391425837
AZD5991_1720,0.00422030001298338,4085,101.971874615831,72.6041104105666,0.00483016995705613,0.490048157554207
PAK_5339_1730,8.2292157960717e-08,4942,11.7085207194434,8.73169645134636,2.67112250429868e-07,0.423224931581813
ULK1_4989_1733,0.0415198712746092,3803,11.5901671625342,9.14309614114128,0.0451699698482012,0.342146678939023
Selumetinib_1736,0.0395203536362351,3810,80.9040636384258,59.6277032152278,0.043232210055108,0.440229400949233
IGF1R_3801_1738,2.31165413919301e-07,4877,7.38971106776069,3.55430427099222,6.02246736263442e-07,1.05595076666425
JAK_8517_1739,1.92262523152311e-08,5030,25.0125265483725,13.1493314631287,1.02886431308534e-07,0.927661341374048
AZD4547_1786,1.2443503243497e-06,4766,21.5091132624459,13.0299986210579,2.39205207981787e-06,0.723111118021827
Zoledronate_1802,5.38669552062438e-09,5104,47.3343137113613,33.111980438073,4.63585113660983e-08,0.515533103627691
Acetalax_1804,0.033760060722224,2376,150.486003905098,190.1885012718,0.0371360667944465,-0.337800710022776
Oxaliplatin_1806,6.75708737159647e-05,4470,181.090429753588,114.58475695864,8.91935533050735e-05,0.660295167655586
Carmustine_1807,1.22668898413759e-05,4603,482.616047185947,380.222781751951,1.82619863803941e-05,0.344030910245528
Topotecan_1808,8.32163505281340e-09,5079,1.51753833692102,0.649242562453036,5.88458478734661e-08,1.2249034761409
Teniposide_1809,9.71977879525064e-09,5070,2.51341409826066,0.865569263414348,6.41505400486542e-08,1.53792720771894
Mitoxantrone_1810,6.48140060947978e-11,5343,3.01146050772348,0.786229847635477,3.20829330169249e-09,1.93744030061913
Dactinomycin_1811,7.23701166637507e-06,4642,0.0986687172935583,0.0643875253435743,1.12829000782855e-05,0.615811550981178
Fludarabine_1813,3.46883007076989e-09,5129,185.507632548888,97.3311578945807,3.61488607374968e-08,0.930504923274514
Nelarabine_1814,5.39121391873116e-08,4968,453.37390642145,326.734675765486,1.9972566009298e-07,0.472581786749867
Fulvestrant_1816,5.96998459064091e-06,4656,100.382066894488,78.8922322292604,9.68899138481066e-06,0.347546393174958
Vincristine_1818,6.66539699932617e-08,4955,0.295518650459718,0.0883988479992274,2.23686204384166e-07,1.74114970925325
Docetaxel_1819,0.00011931484473981,4423,0.178826587424772,0.0702562762158854,0.000155423284595279,1.34786223150929
Podophyllotoxin.bromide_1825,1.77039190838849e-07,4894,0.638247722567544,0.362444196632965,4.86857774806835e-07,0.81635759564243
Gallibiscoquinazole_1830,0.00282018454635205,4128,14.1294769980987,12.3264622351778,0.00326547684314448,0.196949267913603
Elephantin_1835,0.000254337421460938,4358,36.6023656694334,26.8917212048574,0.000322812881085037,0.444774797335497
Sabutoclax_1849,2.82894124021195e-08,5007,0.775027508800322,0.483845262037892,1.33364372752849e-07,0.679701783541428
LY2109761_1852,6.08748129049775e-09,5097,194.580898765299,135.604263598286,4.63585113660983e-08,0.52096755377279
OF.1_1853,0.00579653794168675,4050,66.5878304929038,55.1003748558423,0.00655836864259415,0.27319640258542
MN.64_1854,1.35894648285621e-06,4760,120.089531790278,94.1185381860331,2.56258479624313e-06,0.351559578286295
KRAS..G12C..Inhibitor.12_1855,4.921076392891e-07,4828,94.4207888776855,64.3518901976048,1.08263680643602e-06,0.553122011471864
MG.132_1862,0.000762552927724568,4258,0.207478716417953,0.177286575306237,0.000920643168838198,0.226880054511086
BDP.00009066_1866,1.24911692422253e-07,4916,11.9060636484774,8.15480916517683,3.63713457347147e-07,0.545973490777906
Buparlisib_1873,3.69133035547581e-08,4991,2.90170111506788,2.00092415891044,1.55507108592385e-07,0.53623243887116
Ulixertinib_1908,0.000376947487050429,4323,18.5719726159721,13.2583582991368,0.000469406304628836,0.486224912325055
Venetoclax_1909,4.53094174857195e-10,5241,10.0425226293623,5.71517453129653,8.97126466217246e-09,0.813252250716617
ABT737_1910,4.80641763959599e-08,4975,10.8078821855029,5.54549887531494,1.8660209659608e-07,0.96269469657516
Dactinomycin_1911,1.33916677383412e-06,4761,0.0097787119825477,0.00566040952643599,2.54956751172265e-06,0.788738016238281
Afuresertib_1912,9.67925652368633e-07,4783,15.1289395438087,9.58141347709526,1.91649279168989e-06,0.659000458831636
AGI.5198_1913,1.44091183034461e-06,4756,110.663114395601,87.1133622236704,2.64167168896513e-06,0.345208496947679
AZD5363_1916,5.48019196073916e-08,4967,23.1525510315608,13.3730833498563,1.9972566009298e-07,0.791839026449374
AZD6738_1917,3.97359778375133e-07,4842,10.7077707085552,5.07966676396057,9.47918507449113e-07,1.07585238958342
AZD8186_1918,3.23235084495082e-08,4999,30.0788914700775,20.047324096693,1.39131623326144e-07,0.585341719224892
Cediranib_1922,0.0018028703563363,4174,9.22778589335524,7.72296071141939,0.00213753491350052,0.256830498386726
Ipatasertib_1924,4.15859217867771e-05,4509,38.6085149380111,28.1987197656745,5.63973459848074e-05,0.453289397506363
GDC0810_1925,0.000131205504438793,4415,149.522898002621,117.413195994207,0.000169795358685497,0.348771875162029
GNE.317_1926,1.55042298346815e-09,5174,2.08640152207246,1.14436417799598,2.04655833817796e-08,0.866470584324673
GSK2578215A_1927,1.36482649722178e-05,4595,142.332093532317,115.127027903748,2.0017455292586e-05,0.306034433532557
I.BRD9_1928,4.71561996023421e-06,4673,87.0458736492607,62.786083712007,7.84615758089389e-06,0.471331082635488
Telomerase.Inhibitor.IX_1930,4.22465792509117e-07,4838,1.89240330879986,1.21749264797935,9.50548033145513e-07,0.636306528072129
MIRA.1_1931,1.39935215337935e-06,4758,255.723920088316,174.163391931027,2.58945538662721e-06,0.554145704521637
NVP.ADW742_1932,1.25724773350899e-08,5055,18.9667790342049,10.6708845408482,8.0301629430574e-08,0.829794928662578
P22077_1933,0.000565280333970822,4286,97.7626556442836,73.339331480728,0.000690898185964339,0.41469636001569
Savolitinib_1936,1.05795208191378e-06,4777,15.3799929595072,10.2385291112589,2.07400507147453e-06,0.58704637327386
UMI.77_1939,0.00193198669236444,4167,16.0950385194967,13.0972347779314,0.00227698431600095,0.297353782163076
Sepantronium.bromide_1941,0.0021945414457658,2054,0.0151459770148777,0.0177561778153128,0.00257111956367828,-0.229386416968687
MIM1_1996,6.27112610369268e-07,4812,54.5656954576425,37.467858038081,1.34965540057734e-06,0.542340733773805
WEHI.539_1997,6.59293974440428e-05,4472,38.2577739401298,26.5974973334961,8.76108771404059e-05,0.524462428655847
BPD.00008900_1998,1.77804199063386e-05,4575,101.508789246855,76.0678094457206,2.56972492077011e-05,0.416246685198565
Foretinib_2040,4.13913171129726e-09,5119,3.1544927237964,1.79087088828133,4.09774039418429e-08,0.816746692176468
BIBR.1532_2043,5.20132760870701e-09,5106,155.330208763789,107.232113444767,4.63585113660983e-08,0.534601410640294
Pyridostatin_2044,2.237456003386e-08,5021,32.4560404330343,21.2849929906506,1.16583233860639e-07,0.608650389909685
AMG.319_2045,3.17902731849831e-08,5000,146.839117389166,90.9860803939508,1.39131623326144e-07,0.690518592910245
MK.8776_2046,1.79851061255974e-07,4893,31.7811496923042,14.973800118958,4.87815207242232e-07,1.08573091398245
Ulixertinib_2047,0.00639178943641193,4039,10.0810945149509,8.26340537705468,0.00719076311596342,0.286843933488352
Vinorelbine_2048,1.379007004884e-06,4759,0.0724737521263951,0.027638426865442,2.57588100912294e-06,1.39078308557386
VX.11e_2096,0.000311760826816584,4340,20.1334792682618,13.8990362464971,0.00039068761841572,0.534611655524793
Uprosertib_2106,3.66402047188182e-06,4691,21.2911119857496,11.8966260080315,6.14810214773391e-06,0.839698830366071
LJI308_2107,8.50771330196656e-11,5329,186.031875354707,108.227953391671,3.36905446757876e-09,0.78147666870073
AZ6102_2109,1.19429948226375e-05,4605,12.5250243506997,9.73076803582402,1.79144922339563e-05,0.364187823756876
GSK591_2110,7.45315717163539e-05,4462,104.160369494912,82.1797192505035,9.77301403962786e-05,0.341952164425541
VE821_2111,2.51638653098274e-08,5014,77.1134321704997,38.1428669141532,1.27755008496047e-07,1.01556889666855
AZD6482_2169,4.00412440511187e-05,4512,24.6718297209757,21.7137691794097,5.50567105702883e-05,0.184254535703104
AT13148_2170,3.46024828161078e-07,4851,47.3008353611174,27.811191270967,8.35523365559676e-07,0.766200119909695
BMS.754807_2171,4.73999561140362e-11,5359,2.06612830359706,0.858953069622283,3.12839710352639e-09,1.26627863176684
JQ1_2172,7.99743808087487e-12,5448,12.8372685068054,5.45588805703364,8.58887554044158e-10,1.23445231198954
