"gene","HR","lower.95","upper.95","pvalue"
"HPGDS",0.767214930827475,0.660726113522075,0.890866484672307,0.000509
"PTGDR",0.849099103100291,0.733017624020996,0.983563373184418,0.029189
"PTGDS",0.789771092662241,0.680852192738367,0.916114224874937,0.001826
"SLCO2A1",1.06034805942531,0.916032463423731,1.22739973966068,0.432444
