Sender,Metabolite,Metabolite_Name,Receiver,Sensor,Commu_Score,metabolite_prop_in_sender,sensor_prop_in_receiver,Annotation,ztest_stat,ztest_pval,ttest_stat,ttest_pval,ranksum_test_stat,ranksum_test_pval,permutation_test_stat,permutation_test_pval,ztest_fdr,ttest_fdr,ranksum_test_fdr,permutation_test_fdr
Fibro,HMDB0000248,Thyroxine,T,THRA,0.025315709,0.088487585,0.039,Nuclear Receptor,-1011.880682,0,-31.98248951,2.03E-155,-1.730321351,0.041786439,0,0,0,8.25E-154,0.12528449,0
Endo,HMDB0000305,Vitamin A,Oligo,RARA,0.002524312,0.058376839,0.030534351,Nuclear Receptor,-105.9725132,0,-3.349470793,0.000419966,-1.730321351,0.041786439,0,0,0,0.001525055,0.12528449,0
Endo,HMDB0000030,Biotin,T,SLC5A6,0.041339079,0.075462743,0.023166667,Transporter,-214.1532403,0,-6.768736555,1.11E-11,-1.730321351,0.041786439,0,0,0,7.31E-11,0.12528449,0
T,HMDB0001358,Retinal,Mast,RARA,0.141272996,0.281666667,0.136011478,Nuclear Receptor,-756.1845979,0,-23.90070924,1.65E-100,-1.730321351,0.041786439,0,0,0,4.73E-99,0.12528449,0
T,HMDB0001358,Retinal,B,RARA,0.061823656,0.281666667,0.061,Nuclear Receptor,-497.3244853,0,-15.7189236,3.22E-50,-1.730321351,0.041786439,0,0,0,5.33E-49,0.12528449,0
Epi,HMDB0001358,Retinal,Epi,RARA,0.171940323,0.596333333,0.196333333,Nuclear Receptor,-877.2095769,0,-27.72594298,3.02E-126,-1.730321351,0.041786439,0,0,0,1.02E-124,0.12528449,0
Oligo,HMDB0001358,Retinal,Fibro,RARA,0.173139981,0.432061069,0.189164786,Nuclear Receptor,-294.8935535,0,-9.320693781,3.59E-20,-1.730321351,0.041786439,0,0,0,3.41E-19,0.12528449,0
Oligo,HMDB0001358,Retinal,Endo,RARA,0.160176236,0.432061069,0.136212625,Nuclear Receptor,-276.6247907,0,-8.743273414,4.72E-18,-1.730321351,0.041786439,0,0,0,4.18E-17,0.12528449,0
NK,HMDB0001358,Retinal,Myeloid,RARA,0.162083829,0.2615,0.283333333,Nuclear Receptor,-854.6200585,0,-27.01195658,2.17E-121,-1.730321351,0.041786439,0,0,0,7.11E-120,0.12528449,0
Mast,HMDB0000067,Cholesterol,Myeloid,CD36,0.282710852,0.101865136,0.206,Transporter,-497.7348136,0,-15.73189284,2.73E-50,-1.730321351,0.041786439,0,0,0,4.53E-49,0.12528449,0
Oligo,HMDB0000641,L-Glutamine,Endo,SLC7A5,1.462476819,0.850381679,0.051257712,Transporter,-385.8243091,0,-12.19474009,2.74E-32,-1.730321351,0.041786439,0,0,0,3.48E-31,0.12528449,0
Fibro,HMDB0000641,L-Glutamine,pDC,SLC7A5,4.92912481,0.548758465,0.577235772,Transporter,-1588.145905,0,-50.1964912,1.09E-275,-1.730321351,0.041786439,0,0,0,8.77E-274,0.12528449,0
Myeloid,HMDB0000641,L-Glutamine,pDC,SLC7A5,14.59931058,0.850333333,0.577235772,Transporter,-5247.247941,0,-165.8496453,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Mast,HMDB0000641,L-Glutamine,pDC,SLC7A5,14.78589397,0.810329986,0.577235772,Transporter,-5277.55379,0,-166.8075216,0,-1.730321351,0.041786439,0,0,0,0,0.12528449,0
Oligo,HMDB0001403,Prostaglandin D2,T,PTGDR,0.852919107,0.92519084,0.014,Receptor,-813.9730122,0,-25.72722633,1.05E-112,-1.730321351,0.041786439,0,0,0,3.26E-111,0.12528449,0
Endo,HMDB0000305,Vitamin A,Fibro,RARA,0.013106225,0.058376839,0.189164786,Nuclear Receptor,-139.5737835,0,-4.411505373,5.69E-06,-1.730321351,0.041786439,0,0,0,2.52E-05,0.12528449,0
