B	CD4+ T	CD8+ T1	CD8+ T2	CD8+ T3	DNAJB1+PTGDR+ NK	Endo	Epi	Fibro	KLRC2+PTGDR+ NK	Mast	Myeloid	Oligo	pDC	PTGDR- NK	PTGDR+ NK1	PTGDR+ NK2	PTGDS+PTGDR+ NK
GSM1019210	-0.0502412022341147	-0.250923288917138	-0.0052397921935473	-0.300334587277776	-0.401398309209982	-0.230171352222329	0.144139717523876	-0.0894630767144554	-0.009191869405852	-0.265556650216435	0.03278220376744	0.0315419690412243	-0.421286953043472	-0.320058927705205	0.0876723715058234	-0.191678596323151	-0.218315884078356	-0.324739639195973
GSM1019211	-0.2075425827666	-0.250463212938027	-0.023619883247336	-0.354043590435935	-0.444198378064957	-0.147536750371651	0.143595765342261	-0.382198788681945	0.120198896514601	-0.364835842148688	-0.0440022625264006	0.225224070469633	-0.44442072192692	-0.294778481758323	0.0917671640472614	-0.249563975632135	-0.11905021276203	-0.364282353603709
GSM1019213	-0.187152912442694	-0.164944653435558	-0.0434711287563217	-0.212882189179689	-0.39803337984792	-0.101259768220707	-0.0686344578622994	-0.322854377286785	0.0853450590440311	-0.208956904081303	-0.119258708403907	0.134564497380804	-0.383666215711231	-0.249414119238437	0.112199172472993	-0.240473151040138	0.00673325579188229	-0.337594561596235
GSM1019214	-0.0654928475284613	-0.214745720771735	0.00867852431876923	-0.27612422617089	-0.365065698904705	-0.189205389038926	0.0992406425708975	-0.264392450114712	0.0334887392778823	-0.299751416171427	-0.0972740339532986	-0.00212703984841751	-0.443029090930749	-0.293021594550636	0.160028055701518	-0.218065864015095	-0.0249463423961606	-0.354264480468407
GSM1019216	-0.196134453151457	-0.241192031176607	-0.213302732451832	-0.36804294464564	-0.387280665487928	-0.0893354213575649	-0.0971165670624527	-0.317937281926042	-0.0937786131475173	-0.341791987259108	-0.131968284435448	-0.217827125948915	-0.330693598591144	-0.20085459349191	-0.158775149444026	-0.382945340574952	-0.141354431158736	-0.308317985381399
GSM1019217	-0.24901438611963	-0.333120262101844	-0.250615709590048	-0.381152034562569	-0.366041643924733	-0.197550696287659	0.0752948446964739	-0.237931933498576	0.0502015338942302	-0.230853374326643	0.0227054730663359	-0.148979359371111	-0.342294562367002	-0.269152298384805	-0.0734818715319423	-0.30396225298191	-0.0609434091810393	-0.255601207257617
GSM1019218	-0.258338187309522	-0.212725728613829	0.197048117501659	-0.209278998183795	-0.361261483629711	-0.153252579162791	-0.110734399521935	-0.49092579273964	-0.119758303570494	-0.156400255990494	-0.274618837851809	0.15023284562691	-0.437733145416723	-0.310913415135295	0.345769016537325	-0.0651388936963253	-0.119632810122973	-0.280698122481639
GSM1019220	-0.0207759528196897	-0.266588024462548	0.0955224004284187	-0.261344872966876	-0.436817555562986	-0.112300219916785	0.105497205130254	-0.0999718717442962	-0.000719769793113506	-0.0670316947699996	-0.0781942812366169	0.218158901960742	-0.407059269432159	-0.302567297656647	0.283891460117305	-0.0106909403920211	-0.080280216482661	-0.197201015968142
GSM1019224	-0.188537020406997	-0.253464099358562	-0.270683824598871	-0.39019357767623	-0.462882693911614	-0.226146153122551	0.0411309590155044	-0.360657231569351	0.0433504075912085	-0.334227936667489	-0.221422862400505	-0.196112990465675	-0.435210188435776	-0.211381544573804	-0.158420833894987	-0.417825998847486	-0.277657358055457	-0.192062296131581
GSM1019225	0.0805860010767155	-0.166041035314309	0.254055332502841	-0.0863404087615553	-0.329334343212271	-0.0555828127217171	0.0994887680292016	-0.192818557219643	0.0223834121823387	-0.00311922326705659	-0.0276320466663288	0.120477687485415	-0.405221371026277	-0.249137324306333	0.434829110654602	-0.0255732950326166	0.0125720116454524	-0.264862285588452
GSM1019228	-0.0196800029256918	-0.158516443993297	0.169480848222856	-0.165520442972257	-0.446537135097652	-0.0931942869432993	0.0530279950901748	-0.298028993627324	0.122488917205109	-0.191823698073063	-0.021009504828102	0.0867838763596305	-0.388498303083334	-0.233506544755134	0.332359163585471	-0.0737337581956241	-0.0452976332516999	-0.27747015722745
GSM1019230	-0.179600313113436	-0.192044336087048	0.00953984901934071	-0.270504115371746	-0.426188316017706	-0.176839175929373	-0.142023740917298	-0.235763526450533	0.0131666232042391	-0.150971516514123	-0.162855502939209	0.052549002300379	-0.427588140479241	-0.241221147074779	0.233225541939813	-0.0831231303573721	0.0166733927207421	-0.271861905023487
