HOT_score	Phenotype	PDL1	HPGDS	PTGDS	PTGDR	SLCO2A1
TCGA-67-6217_T_LUAD	0.448927458706593	Hot	5.8218	5.8264	4.4408	1.0929	28.5213
TCGA-55-5899_T_LUAD	0.480879103330146	Hot	6.943	7.9555	0.7265	0.8619	15.0057
TCGA-MP-A4TK_T_LUAD	0.148668347900816	Hot	5.7241	7.9212	2.6253	1.5001	67.7393
TCGA-MN-A4N4_T_LUAD	-0.621458991210894	Cold	4.4131	1.7237	5.0315	0.6395	10.5572
TCGA-73-4666_T_LUAD	0.677788833884643	Hot	71.2643	2.1332	1.0956	0.8073	11.9616
TCGA-L4-A4E6_T_LUAD	0.381478698861271	Hot	10.1414	6.1202	11.0054	1.156	64.9389
TCGA-55-8207_T_LUAD	-0.520063568074564	Cold	6.5088	15.6374	6.2722	0.7499	57.6155
TCGA-38-A44F_T_LUAD	0.65679067144381	Hot	6.8676	8.5752	7.9342	1.2775	33.8286
TCGA-78-7536_T_LUAD	0.0800830699641916	Hot	4.4849	0.3967	0.2573	0.3969	20.3812
TCGA-05-4389_T_LUAD	0.688683234390962	Hot	11.1956	7.8527	1.2859	0.8954	31.4163
TCGA-55-7281_T_LUAD	0.502792165220431	Hot	4.0412	24.417	0.9623	0.3806	42.2218
TCGA-97-7547_T_LUAD	-0.312130595239022	Cold	6.8898	4.4174	2.9299	0.1939	102.3784
TCGA-62-8394_T_LUAD	-0.502707684496831	Cold	5.1388	1.1148	0.8932	0.1817	45.1162
TCGA-86-8668_T_LUAD	0.250577318826108	Hot	7.1246	7.4565	2.3579	0.6859	51.1615
TCGA-50-5939_T_LUAD	0.242731612831495	Hot	12.9798	1.6939	2.0941	0.207	17.6412
TCGA-38-7271_T_LUAD	0.835327781555217	Hot	8.3868	5.0085	12.8384	1.226	86.2034
TCGA-49-AARQ_T_LUAD	-0.0633348474364412	Cold	2.6736	1.832	1.1028	0.7782	6.2055
TCGA-64-1678_T_LUAD	-0.613876471768207	Cold	0.6847	0.323	0.22	0.2517	10.9057
TCGA-49-AAR3_T_LUAD	0.721058737003141	Hot	40.2026	1.231	2.6261	1.6419	59.9944
TCGA-05-4395_T_LUAD	-0.340172436292608	Cold	5.8371	3.1237	0.1382	0.2213	5.5758
TCGA-44-A479_T_LUAD	0.708763394593508	Hot	11.0812	0.3589	3.3058	2.5478	27.1782
TCGA-49-4514_T_LUAD	0.311860940891785	Hot	1.0412	0.575	0.6607	0.1517	9.9209
TCGA-62-A46S_T_LUAD	-0.273238951464858	Cold	4.7141	2.3143	1.3891	0.7725	31.1588
TCGA-55-A490_T_LUAD	-0.485620809436789	Cold	1.9671	4.3421	0.378	0.5342	157.0709
TCGA-97-7938_T_LUAD	-0.41732548096621	Cold	16.5468	5.9991	2.6341	0.4972	28.3952
TCGA-55-8097_T_LUAD	-0.542370895591192	Cold	3.4997	10.6326	5.8421	0.7059	49.5112
TCGA-55-8208_T_LUAD	0.835784313725553	Hot	24.6629	2.6063	4.9481	1.0713	53.717
TCGA-69-7974_T_LUAD	0.488905623642392	Hot	45.6501	11.7772	1.2684	0.6498	90.0499
TCGA-55-6968_T_LUAD	0.601394447072045	Hot	14.2993	0.688	2.1719	1.0854	10.812
TCGA-05-4415_T_LUAD	-0.202366030409181	Cold	7.014	1.2652	0.2089	0.3718	9.9455
TCGA-44-6145_T_LUAD	0.832285450412112	Hot	21.6058	3.571	2.1509	1.6783	16.4014
TCGA-44-7667_T_LUAD	-0.583927918246354	Cold	3.0011	0.1615	0.419	0.3355	12.6326
TCGA-97-7553_T_LUAD	0.647562933424029	Hot	18.4702	15.08	2.3874	1.4825	57.5261
TCGA-78-7150_T_LUAD	-0.663666124755451	Cold	2.9281	0.3101	0.1509	0.3222	14.9069
TCGA-69-7763_T_LUAD	-0.5599654160706	Cold	5.009	3.1015	1.2071	0.5114	70.3876
TCGA-95-7947_T_LUAD	0.299271520358391	Hot	10.0025	0.9053	2.8629	0.823	39.7463
TCGA-55-8089_T_LUAD	0.795324392902387	Hot	24.6547	1.4439	2.2138	3.1214	18.5204
TCGA-86-7711_T_LUAD	-0.13939555297915	Cold	5.9433	0.5309	0.4575	0.8929	6.6825
TCGA-55-8621_T_LUAD	0.618441192471525	Hot	21.2854	13.3532	4.0593	2.0705	71.6525
TCGA-49-4501_T_LUAD	0.29012908008821	Hot	6.5853	7.2972	3.4976	0.7095	41.3238
TCGA-L9-A8F4_T_LUAD	0.531949903446397	Hot	6.6551	2.0954	8.4695	2.0282	13.752
TCGA-86-7953_T_LUAD	0.128322793301707	Hot	5.4939	5.1217	1.5032	0.5234	154.9693
TCGA-38-4628_T_LUAD	-0.556335212391656	Cold	2.7105	8.2592	1.7387	0.13	57.2081
TCGA-55-A48Y_T_LUAD	-0.349204594009712	Cold	2.8726	0.4484	0.7446	1.0766	54.4885
TCGA-MP-A4T9_T_LUAD	-0.13846287576185	Cold	21.5831	5.0108	4.1171	1.2291	179.3957
TCGA-91-6835_T_LUAD	0.715517906784425	Hot	21.9839	8.0852	12.3449	5.4459	70.0925
TCGA-50-6590_T_LUAD	0.763410258536833	Hot	43.0994	0.9323	2.227	1.1132	36.1084
TCGA-95-7039_T_LUAD	-0.224149111994728	Cold	14.1128	2.4328	1.1362	0.4868	29.9391
TCGA-55-8206_T_LUAD	-0.199359040484238	Cold	7.063	23.0222	7.6674	0.5712	38.6147
TCGA-44-7661_T_LUAD	0.531596234765983	Hot	114.5933	6.1664	3.9053	1.1065	143.9355
TCGA-J2-A4AD_T_LUAD	-0.909242682579396	Cold	3.9824	2.111	1.4702	0.7503	6.7478
TCGA-75-6206_T_LUAD	-0.526122400707914	Cold	3.5368	2.2383	1.6551	0.4263	42.4162
TCGA-55-8616_T_LUAD	-0.509116649932588	Cold	10.8498	2.5381	5.1251	0.5095	39.1807
TCGA-50-5051_T_LUAD	-0.721921637164106	Cold	2.6856	2.1942	0.559	0.1382	26.5613
TCGA-97-A4M3_T_LUAD	-0.726980174648874	Cold	2.7798	2.8895	0.7323	0.0931	36.9235
TCGA-97-7552_T_LUAD	0.844149616368368	Hot	11.3333	7.1879	3.011	2.3792	29.1798
TCGA-44-2657_T_LUAD	0.816336317135646	Hot	5.2891	6.7434	4.5709	1.9888	22.2123
TCGA-97-8172_T_LUAD	0.371849163710634	Hot	5.2883	15.5575	16.9947	3.4239	73.0381
TCGA-91-6840_T_LUAD	0.353488008489129	Hot	4.5028	1.4093	1.574	0.2546	75.5375
TCGA-55-7907_T_LUAD	0.684876960505472	Hot	7.0792	2.7452	1.5152	1.2099	38.0818
TCGA-49-4510_T_LUAD	-0.689890188482531	Cold	3.025	1.075	1.8993	0.0827	39.2165
TCGA-MP-A4SV_T_LUAD	0.53724499644541	Hot	18.8131	2.5979	2.4745	1.5152	62.8292
TCGA-55-7726_T_LUAD	-0.55477430978352	Cold	4.8807	6.3122	0.4592	0.8171	8.4771
TCGA-35-3615_T_LUAD	-0.546010747359401	Cold	2.8771	4.414	0.6396	0.3176	12.7378
TCGA-97-A4M6_T_LUAD	0.61795854262661	Hot	12.4583	6.8539	5.2215	0.8837	25.6684
TCGA-86-7955_T_LUAD	-0.764031334064261	Cold	1.8117	0.4379	0.5625	0.091	5.9687
TCGA-L9-A443_T_LUAD	-0.248027475640111	Cold	7.4532	4.0244	1.5818	0.4139	61.605
TCGA-53-7813_T_LUAD	-0.100217478485401	Cold	2.9752	0.6913	0.4708	0.6583	36.3802
TCGA-55-A491_T_LUAD	0.300536290680261	Hot	9.9624	1.8559	1.778	0.613	217.2401
TCGA-86-8056_T_LUAD	-0.366773557387603	Cold	8.7159	11.9425	3.217	0.7621	34.8295
TCGA-78-8655_T_LUAD	0.539043457030677	Hot	7.5277	7.4027	1.8666	0.7582	55.6581
TCGA-L9-A444_T_LUAD	0.769536800227451	Hot	28.3502	1.2941	3.9497	1.8397	36.9058
TCGA-86-8055_T_LUAD	-0.399427125804894	Cold	9.7517	10.0846	0.5448	0.6464	112.0362
TCGA-55-6970_T_LUAD	0.722956638200162	Hot	11.705	1.8722	1.7188	0.5818	24.1828
TCGA-49-6745_T_LUAD	0.683939382968846	Hot	105.0825	7.7888	0.4453	0.3352	78.8884
TCGA-05-4405_T_LUAD	-0.521809977898464	Cold	10.1888	3.7046	2.6806	0.7227	42.1508
TCGA-MP-A4TH_T_LUAD	0.610111811785248	Hot	6.6415	4.1358	8.6636	1.6849	25.2051
TCGA-99-7458_T_LUAD	0.645948661318492	Hot	37.3955	8.2789	3.5658	0.6116	43.6322
TCGA-55-8508_T_LUAD	-0.432305864732605	Cold	2.2783	0.1442	0.4489	0.724	13.4609
TCGA-55-1594_T_LUAD	0.0352512983226282	Hot	8.26	0.713	1.0847	0.404	72.4278
TCGA-44-7669_T_LUAD	0.00417125986974501	Hot	10.6698	2.1016	0.8943	0.4269	21.471
TCGA-49-6742_T_LUAD	-0.776718481850402	Cold	2.6126	1.1093	1.6909	0.2561	12.8837
TCGA-86-6562_T_LUAD	-0.526699772814515	Cold	9.3161	4.8344	0.8014	0.434	61.1168
TCGA-95-7944_T_LUAD	0.622789654574897	Hot	17.5644	0.1918	2.3554	1.3135	3.0007
TCGA-05-4398_T_LUAD	0.442285761429369	Hot	58.9765	8.5991	0.9644	0.521	219.7431
TCGA-78-7161_T_LUAD	-0.840327833309306	Cold	1.5684	0.1409	0.2924	0.1138	37.4877
TCGA-50-5933_T_LUAD	0.20414778096552	Hot	66.5845	12.7903	0.2972	0.9586	185.7941
TCGA-55-7728_T_LUAD	0.293892198124806	Hot	7.7143	18.7565	2.345	1.0845	21.907
TCGA-55-8087_T_LUAD	-0.733248072529722	Cold	2.5768	18.2833	3.4228	0.2137	165.0657
TCGA-91-7771_T_LUAD	0.596799425182795	Hot	6.9688	3.2252	2.7827	1.7224	35.6465
TCGA-67-6216_T_LUAD	0.0340185394455516	Hot	11.3659	13.2871	1.5451	0.1683	7.2388
TCGA-95-A4VP_T_LUAD	-0.0979150064352721	Cold	5.0129	1.1416	4.3015	0.4313	24.1958
TCGA-73-4675_T_LUAD	-0.77535956248458	Cold	1.1733	8.5769	1.0045	0.2475	19.2923
TCGA-64-1676_T_LUAD	0.389094461906676	Hot	28.5897	5.5531	0.5709	0.4354	41.5728
TCGA-55-6981_T_LUAD	-0.64118385487643	Cold	8.0285	5.3049	0.6807	0.2422	177.2616
TCGA-75-5147_T_LUAD	0.218487037438809	Hot	6.1651	16.3504	1.0744	0.4706	52.904
TCGA-L9-A7SV_T_LUAD	-0.651864073099847	Cold	2.6905	1.9568	0.4528	0.4029	44.6398
TCGA-78-7160_T_LUAD	0.652821082296538	Hot	11.163	4.0404	1.295	1.4815	69.1669
TCGA-55-1595_T_LUAD	0.0216174080264274	Hot	8.2848	3.0337	1.2651	0.4352	117.1579
TCGA-62-8402_T_LUAD	0.616128317412903	Hot	24.4032	0.1191	0.9581	0.3575	72.8335
TCGA-78-8648_T_LUAD	0.733290408665678	Hot	7.3442	2.5748	6.7387	1.5765	43.8959
TCGA-55-A57B_T_LUAD	-0.63929907024668	Cold	9.1064	13.5861	6.4601	0.7364	27.3375
TCGA-38-6178_T_LUAD	-0.597754916289226	Cold	4.2869	2.6344	1.3671	0.3548	63.0637
TCGA-78-7535_T_LUAD	-0.717483603084495	Cold	1.7367	8.7414	0.3794	0.18	11.5937
TCGA-55-6986_T_LUAD	-0.354624045494355	Cold	7.1137	4.0422	1.0344	0.6136	31.3264
TCGA-91-6849_T_LUAD	0.282632649040065	Hot	2.9336	2.1061	1.8551	0.2687	17.5946
TCGA-55-7903_T_LUAD	-0.135206053854082	Cold	32.1765	4.2488	0.6727	0.6983	10.3778
TCGA-55-A493_T_LUAD	0.585311960833493	Hot	58.3924	3.9471	3.6633	1.84	283.393
TCGA-86-8280_T_LUAD	0.651626505678309	Hot	10.4696	6.154	9.6417	1.1608	70.3663
TCGA-91-6828_T_LUAD	0.632079126442316	Hot	11.1308	4.402	2.1212	0.7259	101.7292
TCGA-55-A48X_T_LUAD	0.303957419282963	Hot	9.2944	3.6028	6.0903	1.9155	100.2734
TCGA-50-5932_T_LUAD	-0.683215452758647	Cold	3.2817	2.5475	1.8471	0.145	23.8375
TCGA-NJ-A55O_T_LUAD	-0.426736854147992	Cold	11.8865	8.697	1.536	0.3543	18.4463
TCGA-44-3917_T_LUAD	0.0330511854217647	Hot	2.5091	0.2266	0.7858	0.157	1.5523
TCGA-05-5423_T_LUAD	0.426100986671249	Hot	5.8494	21.6686	1.9215	0.2216	9.2419
TCGA-05-5420_T_LUAD	0.811771257597032	Hot	10.8749	1.6229	2.5518	0.8767	3.4079
TCGA-62-A46Y_T_LUAD	0.223222704241863	Hot	25.4759	10.4191	1.5107	0.9433	23.6791
TCGA-05-4384_T_LUAD	-0.581966981891999	Cold	4.6455	6.4943	3.1544	0.2519	42.0562
TCGA-97-A4M1_T_LUAD	-0.522781603233243	Cold	8.0552	9.2494	9.1954	0.8317	55.0277
TCGA-95-7567_T_LUAD	0.476362703914661	Hot	8.9505	1.6372	0.3224	0.3962	19.273
TCGA-55-7910_T_LUAD	-0.621644588988436	Cold	3.0596	0.5954	0.3476	0.8247	11.7264
TCGA-55-8619_T_LUAD	0.660681865911428	Hot	6.5846	5.2871	3.9944	1.5509	60.5573
TCGA-55-8302_T_LUAD	0.247094509808922	Hot	67.5247	2.498	1.6358	0.4119	7.9997
TCGA-MN-A4N5_T_LUAD	0.124815566511337	Hot	36.7651	0.7474	1.5825	0.849	31.9939
TCGA-95-A4VK_T_LUAD	-0.220220920987239	Cold	4.8064	0.9865	2.9293	1.2399	17.646
TCGA-95-8494_T_LUAD	-0.660993751383815	Cold	19.9223	9.6526	0.3285	0.2557	65.7185
TCGA-75-7027_T_LUAD	-0.802518833544416	Cold	2.7483	0.6736	0.3813	0.8907	17.1123
TCGA-64-5779_T_LUAD	-0.277845108424031	Cold	2.6322	0.2788	1.2748	1.7617	58.1778
TCGA-49-4505_T_LUAD	0.509426615912023	Hot	12.3597	15.6793	1.8998	0.321	14.9088
TCGA-55-1592_T_LUAD	-0.603394488968376	Cold	6.6235	4.2575	2.4817	0.4578	49.4685
TCGA-05-4397_T_LUAD	-0.591398646456615	Cold	4.376	1.7596	2.5584	0.1035	13.4576
TCGA-44-2665_T_LUAD	-0.591189016203632	Cold	18.6846	11.0116	2.7839	0.5432	54.9498
TCGA-55-A48Z_T_LUAD	-0.318248948566631	Cold	16.2733	3.131	3.5745	0.9707	36.5877
TCGA-86-8359_T_LUAD	0.361706140815454	Hot	3.7899	1.0057	0.2936	0.5514	26.6571
TCGA-97-8547_T_LUAD	-0.76356637699817	Cold	9.8829	6.0367	0.6653	0.666	54.3527
TCGA-75-6212_T_LUAD	0.0350757173126337	Hot	5.6229	24.3646	1.4763	0.2021	66.1185
TCGA-44-3396_T_LUAD	0.615375302587203	Hot	22.7709	2.2521	3.2416	1.2809	37.6145
TCGA-86-8281_T_LUAD	-0.622656432842607	Cold	1.7971	1.4207	3.594	0.5677	40.8345
TCGA-44-6775_T_LUAD	-0.450758691944466	Cold	10.5323	13.6487	0.8471	0.7537	42.4376
TCGA-62-8397_T_LUAD	-0.41251202024711	Cold	2.2608	7.6541	0.3284	0.0835	10.7201
TCGA-J2-A4AG_T_LUAD	0.426170900928051	Hot	10.3327	5.4919	2.9303	1.1656	50.1851
TCGA-78-7152_T_LUAD	0.413388468666207	Hot	2.9904	2.1908	1.652	0.3793	24.1014
TCGA-93-7348_T_LUAD	-0.304844060858999	Cold	3.9368	2.751	1.4908	0.6029	71.3879
TCGA-64-5775_T_LUAD	-0.620999965596384	Cold	75.4094	6.087	0.1281	0.057	11.4645
TCGA-78-7153_T_LUAD	-0.472092927124335	Cold	0.6519	2.2127	0.2296	0.2656	14.0183
TCGA-78-7149_T_LUAD	-0.659449599559199	Cold	0.7423	1.5625	1.2621	0.4288	77.7605
TCGA-MP-A4T8_T_LUAD	-0.811509699371928	Cold	2.4821	0.5264	1.0604	0.5361	49.872
TCGA-44-2661_T_LUAD	0.809082207520486	Hot	8.1644	23.5514	4.7104	1.3593	21.02
TCGA-73-4658_T_LUAD	0.652299247144297	Hot	43.5972	14.4708	1.6735	0.3723	64.1445
TCGA-44-6778_T_LUAD	0.782181397381368	Hot	29.1892	4.682	4.332	1.7743	85.2944
TCGA-44-7670_T_LUAD	-0.641432023983043	Cold	7.757	0.9298	0.6599	0.1894	132.5024
TCGA-55-8205_T_LUAD	0.729397556124041	Hot	84.9266	2.8727	1.8415	2.1262	18.5077
TCGA-55-8512_T_LUAD	-0.707357771278978	Cold	5.1876	2.2723	2.2617	0.9804	28.2215
TCGA-55-8203_T_LUAD	0.449469258789142	Hot	6.1177	1.3965	1.3452	0.532	41.4712
TCGA-78-8660_T_LUAD	0.673249632431259	Hot	15.4951	1.9298	4.7568	1.1973	36.5179
TCGA-44-A47B_T_LUAD	-0.0640557480883665	Cold	3.8548	8.7823	1.1963	1.9768	94.8152
TCGA-50-5946_T_LUAD	-0.789136515650415	Cold	3.4358	0.8765	0.4873	0.2428	169.7346
TCGA-38-4631_T_LUAD	-0.425487115730355	Cold	1.6126	0.1255	0.7165	0.2028	2.2051
TCGA-64-5778_T_LUAD	0.781347059598459	Hot	19.6863	0.8605	9.0799	0.3753	16.4823
TCGA-86-7954_T_LUAD	0.656183797298203	Hot	16.8014	4.0652	1.7751	1.4936	31.6496
TCGA-55-6543_T_LUAD	-0.476493923910662	Cold	12.8803	6.7146	0.909	0.3466	22.7184
TCGA-73-7499_T_LUAD	0.669460807856505	Hot	8.0936	4.4521	3.9357	0.8987	15.0794
TCGA-44-3918_T_LUAD	0.793054857069585	Hot	55.1312	4.4356	1.8288	1.4028	27.887
TCGA-62-8399_T_LUAD	-0.617327611149312	Cold	9.5333	3.5504	3.2367	0.4874	69.4185
TCGA-49-AAR0_T_LUAD	-0.127838727032155	Cold	4.7929	5.685	6.6377	0.3486	21.6762
TCGA-55-7283_T_LUAD	0.259637577571569	Hot	5.7392	4.8643	2.1204	0.539	29.1295
TCGA-50-6593_T_LUAD	-0.564299753852861	Cold	14.6176	18.5807	1.2301	0.199	24.2725
TCGA-50-8459_T_LUAD	0.200541705736819	Hot	3.4397	16.9122	1.1075	1.1198	60.7539
TCGA-67-3774_T_LUAD	0.611730459108755	Hot	5.8598	4.5278	2.937	0.6388	45.8126
TCGA-49-AAQV_T_LUAD	-0.41199494423422	Cold	9.6745	2.2295	2.2817	0.4289	24.3005
TCGA-38-4626_T_LUAD	-0.406617580667934	Cold	15.4756	3.5439	4.3366	0.3859	70.1043
TCGA-95-7562_T_LUAD	0.00306856546863613	Hot	6.1182	2.6321	0.4596	0.2385	47.503
TCGA-69-7760_T_LUAD	-0.745664816296079	Cold	2.4626	1.4651	0.0238	0.0634	68.0419
TCGA-71-8520_T_LUAD	-0.668581602450552	Cold	9.9884	5.7467	0.6578	0.8975	204.1853
TCGA-55-8614_T_LUAD	-0.543418304873625	Cold	5.7674	2.4151	1.4007	0.1968	100.6311
TCGA-55-7574_T_LUAD	0.523386758676976	Hot	7.0466	2.0569	9.5244	3.2875	104.4312
TCGA-50-5935_T_LUAD	0.285490764052231	Hot	5.9702	3.679	3.8434	0.6035	54.2338
TCGA-95-7043_T_LUAD	-0.61367931509665	Cold	0.739	0.0928	0.3972	0.1928	17.3058
TCGA-97-7941_T_LUAD	-0.31663644513357	Cold	3.5841	6.3105	5.2814	0.3779	33.6899
TCGA-44-7660_T_LUAD	-0.567033852972421	Cold	8.1547	1.2207	0.892	0.3623	6.616
TCGA-MP-A4T7_T_LUAD	-0.483857427966076	Cold	4.3159	1.6565	1.9002	0.9661	12.8035
TCGA-55-6971_T_LUAD	0.765959848772327	Hot	10.6057	1.9881	1.8423	1.1147	18.243
TCGA-78-7155_T_LUAD	-0.390989350329741	Cold	4.337	0.4965	0.4294	0.0764	36.0673
TCGA-MP-A4TE_T_LUAD	-0.747151085749596	Cold	1.4878	0.1007	0.1764	0.1221	7.4116
TCGA-95-A4VN_T_LUAD	0.666208912612759	Hot	149.5271	4.1848	1.2347	0.8415	82.7764
TCGA-93-8067_T_LUAD	-0.608343912364434	Cold	3.5422	0.9381	1.0001	0.4237	28.0709
TCGA-J2-8194_T_LUAD	-0.617697754836874	Cold	5.5252	4.0754	0.6524	0.5805	63.8829
TCGA-55-8510_T_LUAD	0.720802353980292	Hot	16.6003	7.6335	2.7269	1.2515	18.7671
TCGA-44-5643_T_LUAD	0.250320866278426	Hot	4.0209	0.5379	1.9033	0.2371	11.0546
TCGA-86-7713_T_LUAD	-0.612865385461377	Cold	4.0821	0.2672	0.6618	0.1346	72.7979
TCGA-NJ-A55R_T_LUAD	-0.609061734404642	Cold	2.6312	1.5474	3.0358	0.3834	9.2515
TCGA-50-5044_T_LUAD	-0.013352207329189	Cold	30.1263	2.3793	0.5926	0.2637	36.1688
TCGA-64-5774_T_LUAD	-0.716741097376733	Cold	3.949	0.3757	0.1861	0.4021	21.4741
TCGA-55-6712_T_LUAD	0.724521409016758	Hot	23.107	5.5869	2.7444	1.0143	26.7555
TCGA-44-2659_T_LUAD	0.445381296022372	Hot	5.2515	4.1935	2.6058	6.1504	24.3759
TCGA-4B-A93V_T_LUAD	-0.462640322661521	Cold	26.2039	0.1764	1.3214	0.2748	4.3208
TCGA-86-8076_T_LUAD	0.736248577129078	Hot	6.0745	4.0042	3.15	1.1359	24.1341
TCGA-83-5908_T_LUAD	0.682583266529892	Hot	160.6275	2.03	2.4492	2.062	35.2995
TCGA-44-A4SS_T_LUAD	0.623003366936085	Hot	11.0236	1.5054	2.0506	1.9404	9.4181
TCGA-L4-A4E5_T_LUAD	-0.507599522105558	Cold	12.9612	0.8825	0.7977	0.3943	42.1032
TCGA-97-8171_T_LUAD	-0.790472882094217	Cold	0.7422	1.9435	0.111	0.037	11.0562
TCGA-93-A4JP_T_LUAD	-0.334649477851555	Cold	12.9117	11.9349	8.3121	0.3698	67.8922
TCGA-S2-AA1A_T_LUAD	0.685097783512633	Hot	4.5379	4.2168	6.2554	2.074	26.3578
TCGA-55-6978_T_LUAD	0.738347818667719	Hot	85.813	3.8891	1.6766	2.2999	126.0226
TCGA-78-7146_T_LUAD	-0.41665390756831	Cold	18.4887	2.4883	0.4445	0.1978	5.0892
TCGA-MP-A4TD_T_LUAD	-0.415255399321668	Cold	2.0769	3.5566	11.3255	2.2393	39.8831
TCGA-50-5930_T_LUAD	0.307421630956278	Hot	2.3033	0.1894	2.5552	0.3935	9.3834
TCGA-64-5781_T_LUAD	0.526691994538349	Hot	7.7359	1.3348	1.7317	0.6934	2.7786
TCGA-78-7159_T_LUAD	-0.528078503352283	Cold	3.421	1.4759	0.4644	0.5002	17.1058
TCGA-69-8254_T_LUAD	0.491802290242932	Hot	7.6489	4.6913	2.2405	0.6278	21.4832
TCGA-50-7109_T_LUAD	0.386558987562011	Hot	3.7179	0.5947	1.9287	0.6178	30.878
TCGA-05-5428_T_LUAD	-0.426793888727506	Cold	5.2536	10.7418	0.4767	0.1631	0.9505
TCGA-49-4512_T_LUAD	-0.589067083753766	Cold	2.9189	12.9195	1.8206	0.18	32.1768
TCGA-NJ-A4YP_T_LUAD	-0.385354138882616	Cold	5.6884	1.7512	0.2626	1.5912	20.1232
TCGA-49-AAR2_T_LUAD	-0.388074725423191	Cold	1.1063	1.2031	1.4294	0.1316	6.1617
TCGA-50-5045_T_LUAD	0.79117529772105	Hot	15.4642	18.2452	1.7533	0.7956	42.2823
TCGA-44-8119_T_LUAD	-0.256372421507184	Cold	6.297	1.9895	0.4797	0.8048	33.4477
TCGA-44-8117_T_LUAD	-0.438112180655321	Cold	12.2024	2.0252	1.2473	0.8323	18.3264
TCGA-05-4425_T_LUAD	0.585560695445926	Hot	15.181	7.8779	0.7852	0.4325	102.0966
TCGA-55-1596_T_LUAD	-0.436576102122465	Cold	4.0384	1.6808	1.6265	0.1888	15.7487
TCGA-91-6836_T_LUAD	-0.536040404285143	Cold	27.2543	1.707	0.1236	0.22	8.0583
TCGA-49-4488_T_LUAD	0.383016183554309	Hot	12.1173	4.1009	0.84	0.299	8.2204
TCGA-99-8032_T_LUAD	-0.647921669907427	Cold	2.9949	2.08	1.5389	0.3566	29.347
TCGA-49-6743_T_LUAD	-0.0377822693956372	Cold	15.1234	1.5444	0.9684	0.5645	34.7807
TCGA-44-7662_T_LUAD	0.0175150003436453	Hot	15.7678	3.1422	0.8372	2.6875	38.9003
TCGA-44-2655_T_LUAD	-0.249431572130873	Cold	3.3948	4.8922	4.2389	0.5317	23.2677
TCGA-86-8673_T_LUAD	-0.404657496005297	Cold	2.0716	0.2688	0.5081	0.8509	14.0378
TCGA-MP-A4TF_T_LUAD	-0.553316964116234	Cold	31.5663	0.8768	0.6398	0.4934	12.2062
TCGA-67-6215_T_LUAD	-0.739456495746818	Cold	3.8321	6.3533	0.263	0.2028	77.8185
TCGA-55-7911_T_LUAD	0.593462016585237	Hot	33.3079	1.2398	0.6936	0.4025	67.302
TCGA-75-6214_T_LUAD	-0.735414590107125	Cold	9.5999	0.6528	0.1644	0.0266	1.9368
TCGA-05-4244_T_LUAD	-0.62461337735599	Cold	27.4265	5.0523	1.1087	0.5398	58.5236
TCGA-73-4677_T_LUAD	-0.407895615247351	Cold	4.0256	3.3678	1.2822	0.1014	25.8038
TCGA-97-7554_T_LUAD	0.159774671771391	Hot	40.3235	3.5477	1.2612	0.6965	10.8924
TCGA-05-4426_T_LUAD	-0.669050659879185	Cold	31.2913	4.0186	0.5598	0.3662	87.1384
TCGA-97-8176_T_LUAD	-0.669631191569565	Cold	1.7398	0.9	1.4344	0.5343	39.3138
TCGA-05-4382_T_LUAD	0.266772339820034	Hot	11.7827	3.1126	1.9498	1.1805	58.4639
TCGA-J2-A4AE_T_LUAD	-0.239103561811216	Cold	9.4303	5.1316	3.4918	0.659	20.1773
TCGA-73-4670_T_LUAD	-0.692711534728576	Cold	3.5114	0.2706	0.3686	0.3046	8.8584
TCGA-55-8506_T_LUAD	-0.262798419266516	Cold	9.6123	4.6327	0.4422	0.5751	11.1388
TCGA-50-6597_T_LUAD	0.410588033745254	Hot	3.6849	5.2767	5.4764	0.3124	18.9409
TCGA-44-3398_T_LUAD	0.239247409012778	Hot	20.4723	27.0836	4.0174	0.8851	34.2336
TCGA-50-6594_T_LUAD	-0.500695796271963	Cold	203.4445	7.091	0.3974	0.1572	60.6352
TCGA-73-A9RS_T_LUAD	-0.592445988854024	Cold	10.9745	1.2296	0.403	0.2689	10.6852
TCGA-53-7626_T_LUAD	0.661197695443495	Hot	9.3889	12.7441	5.5167	1.1258	63.6186
TCGA-55-8505_T_LUAD	-0.789767502597542	Cold	1.8271	0.9853	0.7002	1.1868	11.2884
TCGA-97-A4M5_T_LUAD	-0.175833802654397	Cold	8.8719	6.3779	7.1581	2.1572	71.0127
TCGA-75-5125_T_LUAD	0.657367474902893	Hot	126.6429	4.0995	1.6294	1.1176	60.316
TCGA-62-A46U_T_LUAD	0.732576175456514	Hot	61.5271	4.1023	12.0963	0.8186	8.3596
TCGA-MP-A4TJ_T_LUAD	0.709261730364613	Hot	29.8348	2.0502	5.4768	2.614	30.6967
TCGA-62-A46V_T_LUAD	-0.815215032257157	Cold	4.4491	13.5782	2.0782	0.4227	4.8997
TCGA-50-5055_T_LUAD	0.779875867200602	Hot	4.4382	11.2375	6.1879	0.7137	34.1261
TCGA-69-8453_T_LUAD	0.7016253771294	Hot	9.0665	9.4098	2.8739	1.3804	38.0716
TCGA-91-6829_T_LUAD	-0.647985762811463	Cold	11.3054	4.2386	2.5137	0.3844	250.6853
