HOT_score	Phenotype	PDL1	HPGDS	PTGDS	PTGDR	SLCO2A1
GSM773540	-0.645515982955208	Cold	8.17695971735828	7.47189440610769	7.0532850260561	5.35025392720544	9.87195050400795
GSM773541	-0.0361405475973787	Cold	8.72665908737237	10.5847114443055	8.58076494811239	4.065395544478	9.80766757944489
GSM773542	-0.539268587014823	Cold	9.45705076748419	9.74902693910267	7.92999384929025	3.66442828233544	9.0119590418166
GSM773543	-0.546383072623294	Cold	7.86400172833705	8.00040665870122	9.04613451023184	5.0735935278897	9.34569109601586
GSM773544	-0.697961362840038	Cold	7.9599332147743	9.5678742443444	7.74002266954817	3.9601344896366	8.48313537404234
GSM773545	0.430964988759862	Hot	8.7390116274959	8.18506317849808	10.8068266081599	4.83705698450815	10.3174069605601
GSM773546	-0.484856161645568	Cold	8.05001305240498	9.78214319564212	9.19273111256282	5.44477382375566	9.08277469460828
GSM773547	-0.164082775872488	Cold	8.45946411369348	9.78957113825258	10.7561453110632	4.77084168484211	9.44911252594874
GSM773548	-0.584932361656497	Cold	7.53764861609362	8.64616762649627	7.67722376397453	4.55138331197956	9.5673710855988
GSM773549	0.502099485667105	Hot	8.33869791611727	9.75555292535172	10.5632531213102	5.54018383061166	9.82007634229306
GSM773550	-0.617747260044988	Cold	7.79006241601578	9.55911279212178	7.87170428830661	4.57323945926535	8.56175915494904
GSM773551	0.437617294772577	Hot	8.47903618291618	9.33113971696392	10.8325184461784	4.80949935023476	10.0112651396503
GSM773552	0.322748126986129	Hot	9.92527585827712	8.46862058126027	7.70935635893294	4.51673325235589	10.7696527437321
GSM773553	-0.416890548303711	Cold	7.97026343070717	7.27937963851016	8.76177144690176	4.51879241472931	9.98192855257502
GSM773554	-0.542395158604552	Cold	7.10946591018757	7.89978190396322	10.332584762819	4.62875463901303	9.79488661501573
GSM773555	0.231689717669259	Hot	9.7741977616787	6.57131624282794	7.82027201022198	4.53059175665649	10.599483595153
GSM773556	-0.302441184279168	Cold	7.52700149188322	8.36366700591886	8.37190035882566	5.2367489274382	10.8131958191878
GSM773557	0.129461921213345	Hot	7.91440070374503	7.47807882073408	9.66525051223287	3.85556764659576	9.18742432987332
GSM773558	-0.751005459232763	Cold	7.55757064547113	6.63017653731815	7.45938722407613	4.8548951661519	9.11386195163917
GSM773559	0.573948984707333	Hot	9.84989652885296	10.5952996985459	7.98633036704932	5.40690771374866	6.93467100038502
GSM773560	0.0940399826117627	Hot	10.5822717540396	7.62777986945175	10.0800381686086	5.68339039049509	9.91393999580765
GSM773561	0.39343309269923	Hot	8.00295922973674	8.40682868469693	11.2977590558891	7.20330603945098	10.0387198507203
GSM773562	0.0849253960534731	Hot	8.80352249449725	6.33278991075675	9.66216179165639	6.20856439423273	10.4837391068662
GSM773563	0.37311180111614	Hot	8.86495045478644	8.82205790192151	9.8650523148398	4.99699754750261	8.10199982505891
GSM773564	0.0487611012599734	Hot	7.9625677373708	8.33312573561544	10.5747509209793	4.32384469727688	9.80600836886102
GSM773565	0.376759294702411	Hot	8.46399547669383	7.63735230926326	8.9109358603843	5.01623726550287	9.72190133658104
GSM773566	0.46473668172963	Hot	8.22963347570332	9.63632735124261	10.3862775763456	4.87814469964091	10.8990817271472
GSM773567	0.349441543014077	Hot	8.72323617521414	10.3298737955254	11.3512626891989	4.39366608384041	10.2831990403074
GSM773568	-0.506919477534455	Cold	8.46948187360463	9.83868426135067	9.9173683191627	4.80798040767199	10.5780971470948
GSM773569	0.372177677030993	Hot	7.63706298843166	9.29508380724586	10.9557660570821	6.03640141392657	9.04800943868204
GSM773570	0.656687250438925	Hot	8.77813785244344	7.95209863166125	10.6086110105261	5.33726022277349	9.91406815293296
GSM773571	-0.248865792939982	Cold	8.47917680584553	10.4852335458206	9.50772604182512	4.15156883071647	9.09671120189397
