SLCO2A1	PTGDR	PTGDS	HPGDS
GSM773540	9.87195050400795	5.35025392720544	7.0532850260561	7.47189440610769
GSM773541	9.80766757944489	4.065395544478	8.58076494811239	10.5847114443055
GSM773542	9.0119590418166	3.66442828233544	7.92999384929025	9.74902693910267
GSM773543	9.34569109601586	5.0735935278897	9.04613451023184	8.00040665870122
GSM773544	8.48313537404234	3.9601344896366	7.74002266954817	9.5678742443444
GSM773545	10.3174069605601	4.83705698450815	10.8068266081599	8.18506317849808
GSM773546	9.08277469460828	5.44477382375566	9.19273111256282	9.78214319564212
GSM773547	9.44911252594874	4.77084168484211	10.7561453110632	9.78957113825258
GSM773548	9.5673710855988	4.55138331197956	7.67722376397453	8.64616762649627
GSM773549	9.82007634229306	5.54018383061166	10.5632531213102	9.75555292535172
GSM773550	8.56175915494904	4.57323945926535	7.87170428830661	9.55911279212178
GSM773551	10.0112651396503	4.80949935023476	10.8325184461784	9.33113971696392
GSM773552	10.7696527437321	4.51673325235589	7.70935635893294	8.46862058126027
GSM773553	9.98192855257502	4.51879241472931	8.76177144690176	7.27937963851016
GSM773554	9.79488661501573	4.62875463901303	10.332584762819	7.89978190396322
GSM773555	10.599483595153	4.53059175665649	7.82027201022198	6.57131624282794
GSM773556	10.8131958191878	5.2367489274382	8.37190035882566	8.36366700591886
GSM773557	9.18742432987332	3.85556764659576	9.66525051223287	7.47807882073408
GSM773558	9.11386195163917	4.8548951661519	7.45938722407613	6.63017653731815
GSM773559	6.93467100038502	5.40690771374866	7.98633036704932	10.5952996985459
GSM773560	9.91393999580765	5.68339039049509	10.0800381686086	7.62777986945175
GSM773561	10.0387198507203	7.20330603945098	11.2977590558891	8.40682868469693
GSM773562	10.4837391068662	6.20856439423273	9.66216179165639	6.33278991075675
GSM773563	8.10199982505891	4.99699754750261	9.8650523148398	8.82205790192151
GSM773564	9.80600836886102	4.32384469727688	10.5747509209793	8.33312573561544
GSM773565	9.72190133658104	5.01623726550287	8.9109358603843	7.63735230926326
GSM773566	10.8990817271472	4.87814469964091	10.3862775763456	9.63632735124261
GSM773567	10.2831990403074	4.39366608384041	11.3512626891989	10.3298737955254
GSM773568	10.5780971470948	4.80798040767199	9.9173683191627	9.83868426135067
GSM773569	9.04800943868204	6.03640141392657	10.9557660570821	9.29508380724586
GSM773570	9.91406815293296	5.33726022277349	10.6086110105261	7.95209863166125
GSM773571	9.09671120189397	4.15156883071647	9.50772604182512	10.4852335458206
GSM773572	10.2505909544811	4.98636037417763	12.1355481801142	8.5027871007077
GSM773573	8.89706431404726	4.45698630779009	8.13918959059967	9.08182343998237
GSM773574	10.3894120415514	6.12807824280061	9.79339059484081	9.95252613711187
GSM773575	8.36231032080029	4.52437017318131	10.3395010961774	5.71260678494389
GSM773576	10.2177151690438	7.24809443945712	12.7881011244426	9.54093223557572
GSM773577	10.243203146568	6.86821246617114	12.912638945938	9.51719871329546
GSM773578	9.76673610514282	4.6663630030092	8.70810523656568	8.52356415146084
GSM773579	9.97485722563234	4.26490631071948	11.04746852222	9.02530096341092
GSM773580	10.7165875656833	6.35818764804343	12.680718318789	8.90823402068891
GSM773581	8.98018128663544	4.8209106274277	9.65206565780752	9.05130314133829
GSM773582	10.3056817069066	4.95297976312739	8.66052408382519	8.64229655112332
GSM773583	9.8296975273371	5.34468034924469	10.7978571094846	9.17115880451729
GSM773584	8.30095696983319	5.26893149133902	10.7744092367758	10.9008305892406
GSM773585	10.4804187274492	4.72640183769135	10.4769589512485	10.2721605820463
GSM773586	10.5849753684516	4.75843086928044	10.4632394160369	8.43049566460358
GSM773587	9.45558922445763	5.75423879914194	11.0249619558339	8.86279686649299
GSM773588	8.95671185155133	5.25117828679299	12.9610287775294	9.14917942924759
GSM773589	8.38727205934611	5.99505265690885	10.4088825189084	7.32392943731134
GSM773590	11.3644121117807	6.77424568709562	10.73221418722	8.47041500850468
GSM773591	11.008676590232	4.03048827760779	9.62951540903193	9.50537224891175
GSM773592	10.7812518352486	5.36233932414296	9.54312745353664	8.92793810123107
GSM773593	10.3617510360983	5.09098398619034	8.67317561023563	9.77936589259476
GSM773594	10.3310437804122	4.69965301821297	10.9968654334353	8.89672431562599
GSM773595	10.5727416216736	4.85151189526733	11.2417964419539	10.2223784290589
GSM773596	10.1859555962833	5.38087263253571	12.0467319063233	10.3750488501159
GSM773597	9.15160872168827	5.05716440073351	10.0488360688198	9.51863096927231
GSM773598	8.46439626590617	2.72270496789897	7.35370408038579	7.63647795117549
GSM773599	9.4187473831665	6.65907341104966	8.13675769205648	6.98220689186974
GSM773600	9.38218282944487	5.41317602996414	9.48089920353649	8.51497215808535
GSM773601	8.10270641633269	3.749014268346	6.73081403012857	4.47604333396207
GSM773602	11.3761015612719	5.5623553963233	12.3531275456716	10.1262549736404
GSM773603	7.32494198059462	5.61287029943784	7.68077477033352	7.43060032624992
GSM773604	8.02331967767465	4.71709997028707	8.78948450802914	6.038972746509
GSM773605	10.6935684988277	5.36348567631156	11.730176386677	6.46132211332478
GSM773606	11.7924090764273	5.46841310955285	11.2566360108053	9.49240478161253
GSM773607	11.4378686689919	5.9337056375062	11.0900439560197	11.3054221238194
GSM773608	10.3225075361574	5.83560687554259	12.1908559135465	9.99626330460385
GSM773609	10.0311347639777	5.55403779438481	12.0675639014766	9.80163028154272
GSM773610	9.32289662959635	5.70189620421178	10.8232473231825	9.0044980214482
GSM773611	9.7354551586561	5.75988135397524	11.7155742908222	9.68539637302356
GSM773612	9.01316408690922	5.82588232281021	12.536378591939	8.87047846605437
GSM773613	9.23848069378639	5.69051065475283	10.9015494732709	8.4808636969137
GSM773614	9.53152377341314	5.19068692960065	8.85446233519492	9.87682233585008
GSM773615	8.91409058299779	4.97783603268415	8.83541088715636	7.01941281279713
GSM773616	7.77523429161274	3.32551922795586	8.45248374986161	5.6612556407111
GSM773617	9.36230944400455	4.79377454400333	10.6089745558853	10.1957900301258
GSM773618	9.93145274280855	5.13526050374066	10.8330978813042	10.5867126788657
GSM773619	9.73383103595158	5.3078282301437	9.10177127222939	10.2010051178431
GSM773620	10.8826091975927	5.6852103470269	11.9862039602165	9.78741866948933
GSM773621	8.00862078185479	5.25605865935607	9.9313450554685	8.37712730726373
GSM773622	12.0772330833079	5.42851751196501	11.94915228746	10.2416769823252
GSM773623	9.88258329242926	3.46298683331857	10.8184639861798	9.98450419193136
GSM773624	10.0197069176149	4.75374446161502	10.6131021690076	8.2290504167983
GSM773625	10.85463271863	6.31439588119088	12.172600779685	9.72623025271102
GSM773626	9.25333341114589	5.82867905944448	11.39240367212	9.04601883184698
GSM773627	10.3233423696991	3.97568416581038	11.1798087751401	10.2467480434928
GSM773628	11.0538145196338	5.08418840768031	7.17181823204112	9.47476435205727
GSM773629	9.9216898180094	6.36734029889715	12.5985874542867	10.2357270598381
GSM773630	10.6353166307217	5.28597253152344	7.35884933624163	6.61298494000757
GSM773631	9.11671537490409	5.49008037308197	11.1482186054158	8.49356167781841
GSM773632	7.84925996400005	4.01807276266723	9.67749291689923	9.23432532233868
GSM773633	8.63118324126845	4.32894450052875	10.2707253067947	7.08950694308266
GSM773634	10.2767830080935	5.03001495853635	11.3654798239848	9.09159242128098
GSM773635	9.74178717523404	6.62538902531701	11.5373957389878	9.97893708312055
GSM773636	9.91078257142946	4.83275268889526	8.34654162168586	7.12052446947391
GSM773637	10.074629327019	4.16664819894805	11.1016356061976	10.5601403410116
GSM773638	10.2189487105807	5.49630929542799	12.0752203805561	9.1273260140389
GSM773639	12.43471065383	3.68980106780784	9.24418482412994	8.19945396120209
GSM773640	9.78831262470988	4.07116372373501	8.14215060167187	10.6440718745936
GSM773641	8.93433190690104	4.41373040397835	9.20202181821592	9.5559936249251
GSM773642	10.0447170501716	3.39959064423949	7.88380271563625	9.34869682174087
GSM773643	9.36243723136171	5.25420293973124	10.7699852306751	7.78583665614114
GSM773644	9.44538323458016	4.43428952650709	10.586785052619	9.43026643200028
GSM773645	9.25589133149379	3.87047375749052	7.62353082785305	8.6848785447734
GSM773646	10.1268029289036	5.23408291876153	10.5967488988485	9.52311120026165
GSM773647	9.34557600912199	5.80868757951372	10.4671639997542	9.21838629995309
GSM773648	9.77527298153361	5.26071824419046	7.80538159245355	10.0660755170892
GSM773649	9.83702518646371	5.53951360422558	9.96865381678353	10.2735700177244
GSM773650	10.1033767281479	4.67511625280407	9.31193651966301	8.87582821761701
GSM773651	10.697144636597	3.18517768032096	8.44034368192132	7.53474097496507
GSM773652	9.55388267917579	5.02603222137951	10.915694701094	9.4697217838739
GSM773653	10.5125396959929	5.97988551060254	12.0653915683759	10.3350705143978
GSM773654	11.5844659722762	5.33415152036106	10.0859850885711	9.02253676491981
GSM773655	9.54941408160252	5.57565060645125	8.90548499678649	7.29732551639573
GSM773656	9.10275155082061	6.0631357404701	12.8140181478757	10.3395988229529
GSM773657	9.87811101099388	5.53061082745266	11.7287648417993	10.0238398592035
GSM773658	10.4081054102573	3.99835330310859	9.11507684604107	8.92985507268714
GSM773659	11.1399228496964	5.18569108086288	9.59784427018057	8.77581673679755
GSM773660	10.7483605112064	3.34905344693469	8.90010467970331	9.37640762620026
GSM773661	11.5899041810851	4.70922286952117	8.65415541021264	9.79438590737175
GSM773662	9.28927748919191	6.16734887868604	13.076148096431	10.8200164266415
GSM773663	10.4927496930835	3.34875193539995	10.7710531833183	9.74641336254329
GSM773664	9.74776568152133	4.58406734306753	10.3369322765178	9.83906141731168
GSM773665	9.04684107252716	4.34583958086901	9.92543450082498	9.36456258376757
GSM773666	10.0903859763558	4.54153181925117	10.7230160253544	9.54024422462836
GSM773667	10.1297200100657	4.08587708855393	11.356627519225	8.34465200988101
GSM773668	9.56283159520893	4.1977013200099	10.068375659711	8.65082033899232
GSM773669	10.9064987605302	6.21047981787919	10.5987921255258	8.18666159202622
GSM773670	9.48771705791829	5.29798298734435	10.4355169602676	9.59164577913822
GSM773671	9.27340049372776	4.91146494550807	12.430777261876	10.3679529257268
GSM773672	10.0882807553474	4.79632284423697	9.72524242937759	8.08092729081164
GSM773673	10.7920083108529	3.78235022691115	9.27823874261249	8.33250485017588
GSM773674	8.03729984896937	5.99057269862734	8.80202411208316	6.42982247908153
GSM773675	10.0428414306229	5.17600077360092	9.30533080905813	10.3836142184097
GSM773676	10.1784884555059	4.78810544113638	10.9514905597946	9.80052013972428
GSM773677	9.37061657789512	5.58807386740644	10.4846032048875	8.74742956268541
GSM773678	10.4875943729802	5.0644394331899	11.0394356041768	8.59829153957948
GSM773679	9.21109958411612	6.66160842667049	11.828990486692	9.19227621721696
GSM773680	10.3202020277809	3.759194339704	11.2128603227384	9.43626138437037
GSM773681	8.41710566364533	6.10835531296901	13.2721127178883	10.3122143970657
GSM773682	10.5793973108289	5.20874570524825	11.1532166759912	9.6591608850122
GSM773683	9.63695136484137	3.93092480108776	6.51953094416323	8.80881909394273
GSM773684	9.44837941577251	4.40770073934861	10.9332953089019	8.8800091646548
GSM773685	9.46119374491681	3.85160104654753	11.1231385007687	9.2381978267323
GSM773686	9.56533631873607	5.86823504212425	11.2457791579577	9.89988510942366
GSM773687	10.4411832050261	5.60912574124466	10.8885379219948	9.08629336006927
GSM773688	11.4722035301038	4.55036823315269	10.5945215711021	9.78561588805072
GSM773689	9.42432104998501	6.13441860452434	11.7016707474076	9.70345824128552
GSM773690	9.99884848407692	4.04229921931732	11.1017747752894	9.44461717023592
